ActorCritic/BanditTaskLargeSparse,ActorCritic/BanditTaskSmallRich
844.78,991.61
828.54,903.39
910.27,997.51
914.4,997.03
947.59,997.72
946.69,998.14
949.63,999.8
951.06,999.86
927.1,999.9
820.61,999.92
741.95,999.94
741.8,999.96
945.88,999.97
949.79,999.97
949.69,999.98
954.77,999.98
955.06,999.99
955.19,999.99
854.94,911.38
822.06,892.73
593.59,931.11
545.83,997.11
429.31,965.39
683.26,932.67
695.96,999.31
781.86,999.52
707.65,999.67
274.07,999.2
796.37,999.28
695.02,999.33
799.75,999.37
736.38,999.4
743.35,999.43
739.27,999.44
739.53,999.46
808.0,999.47
812.71,990.94
791.04,938.43
543.95,894.7
827.81,933.73
801.57,996.19
258.26,996.95
586.96,945.68
728.54,576.44
713.93,675.87
694.62,984.64
673.49,980.3
403.0,980.71
250.09,981.03
93.06,981.29
94.09,981.5
53.43,981.68
685.53,981.82
683.36,475.21
853.49,987.67
730.72,943.96
595.18,881.06
375.18,924.14
268.96,904.0
366.48,995.73
370.0,996.43
598.81,983.04
195.33,992.98
350.37,993.49
321.28,993.88
454.97,994.17
662.6,972.32
86.21,972.45
91.75,972.56
243.04,972.65
92.93,974.26
94.09,974.32
603.14,989.9
844.84,936.12
267.05,920.59
298.33,779.53
627.97,796.58
381.81,932.81
436.76,933.52
287.78,410.75
332.33,410.57
567.6,410.45
243.99,905.46
250.16,905.64
620.97,846.33
176.1,846.49
601.66,846.61
640.1,846.72
106.62,850.04
240.88,850.12
571.75,990.01
857.34,932.28
811.58,943.27
274.16,782.08
236.22,411.31
660.75,930.97
528.59,938.48
235.39,997.34
420.72,965.18
471.3,86.01
379.84,85.81
263.27,85.68
369.97,85.58
95.39,904.1
538.34,904.28
526.15,833.5
57.3,833.67
504.4,833.82
799.56,954.22
641.17,915.91
604.33,797.0
778.62,798.25
828.08,830.15
317.59,783.51
798.8,675.96
439.86,789.74
621.37,962.37
421.33,994.11
361.19,994.58
235.99,991.36
317.23,993.31
355.26,993.56
219.29,993.77
529.16,993.94
417.55,994.09
485.85,994.21
754.67,955.21
854.91,895.23
779.89,860.84
822.6,359.74
219.25,58.91
223.03,877.98
311.53,995.21
633.65,748.33
397.1,978.13
310.09,315.88
242.64,318.89
242.79,318.78
483.33,44.65
316.07,44.49
303.97,44.38
587.82,967.35
361.13,967.45
102.55,967.53
724.65,956.14
574.95,952.39
583.4,965.68
452.18,774.07
331.87,57.66
598.72,994.42
622.18,779.5
730.89,861.41
833.78,952.66
116.78,953.31
211.28,314.47
727.81,317.84
565.44,317.77
299.36,883.47
313.28,917.82
418.95,911.57
235.41,948.45
377.1,948.56
701.84,960.36
893.07,917.07
518.39,939.54
362.26,867.3
293.33,310.86
482.98,994.38
591.88,858.11
45.41,973.25
335.2,973.8
836.58,919.46
138.51,874.11
855.93,790.34
291.61,851.74
332.09,852.22
473.19,876.2
812.75,876.47
734.9,874.23
296.4,874.39
500.72,973.09
703.04,918.47
874.06,902.41
768.76,933.79
835.82,311.59
686.23,834.34
803.18,973.19
432.14,946.69
645.0,200.08
831.21,874.75
889.05,830.14
329.93,789.06
540.54,779.49
612.25,779.9
133.7,863.32
288.41,864.63
751.38,864.91
284.92,865.13
665.16,972.13
768.4,967.11
790.66,899.14
150.66,933.92
430.98,966.46
338.56,966.81
785.44,949.72
396.56,938.22
411.09,945.66
420.04,65.69
889.93,836.18
794.4,834.87
939.17,655.9
296.93,831.81
760.39,832.08
747.21,832.28
317.19,832.43
78.67,832.55
728.82,980.15
891.02,968.34
755.79,917.32
408.8,968.35
546.43,965.66
867.41,883.94
370.34,949.73
400.05,800.0
684.61,835.46
886.69,781.43
469.05,189.03
888.11,188.91
899.88,626.94
572.33,831.01
676.04,633.99
562.47,833.28
74.93,870.67
469.38,849.54
458.47,984.15
619.52,969.55
404.86,922.09
351.62,600.13
339.24,901.75
778.73,949.2
493.48,949.66
333.85,949.86
923.24,56.05
880.31,817.61
914.66,922.94
896.65,948.84
899.92,949.29
909.81,851.64
804.0,845.43
779.11,621.49
431.01,621.67
790.15,821.7
396.67,979.67
879.92,740.07
465.57,907.51
666.87,963.56
587.01,892.54
368.38,944.99
783.92,945.08
363.25,820.4
365.04,854.78
910.09,937.53
910.66,848.92
909.79,755.57
935.28,879.7
453.54,875.93
437.65,876.64
23.85,857.11
127.5,940.28
4.52,940.63
537.24,991.14
539.95,908.16
842.63,651.0
233.13,964.56
399.15,892.3
729.1,944.17
559.7,944.27
383.61,937.52
388.53,937.52
815.84,841.86
891.83,931.3
893.16,821.03
904.1,857.62
906.72,694.96
820.17,856.61
647.08,846.13
4.83,849.38
4.1,847.79
37.14,991.7
46.4,951.44
240.1,645.85
642.77,964.43
412.23,899.32
394.98,942.35
209.12,937.33
422.97,937.44
359.85,937.45
920.52,931.18
857.83,931.01
912.95,930.85
876.77,930.89
374.01,930.76
857.59,27.6
895.54,853.55
889.62,799.26
3.67,850.55
19.2,987.1
13.74,953.07
879.81,617.5
416.32,962.65
401.48,970.77
392.9,936.82
184.54,937.19
88.21,937.32
98.22,937.35
387.66,930.92
956.33,930.77
915.85,930.64
923.87,930.6
927.8,930.49
909.06,772.6
900.56,764.82
925.64,744.77
3.32,745.5
130.86,988.15
425.85,975.16
760.14,918.6
33.48,876.79
176.5,970.55
394.66,936.59
52.3,937.0
80.94,937.15
85.01,930.82
86.88,930.69
947.24,930.57
943.8,930.47
960.77,929.58
948.39,929.49
954.41,42.09
946.52,41.05
952.06,31.55
977.58,29.73
