ActorCritic/BanditTaskLargeSparse,ActorCritic/BanditTaskSmallRich
19.5,99.8
4.0,99.9
4.0,100.0
21.7,100.0
92.6,100.0
92.7,100.0
93.8,100.0
93.9,100.0
93.0,100.0
93.0,100.0
93.0,100.0
93.7,100.0
25.0,100.0
94.3,100.0
94.0,100.0
94.0,100.0
94.0,100.0
93.4,100.0
6.2,99.0
4.3,98.8
6.9,99.9
10.2,99.8
91.9,99.7
93.9,91.8
93.9,91.8
92.0,91.8
92.1,91.8
92.2,91.8
92.2,91.8
92.2,91.8
92.2,91.8
92.2,91.8
92.3,91.8
92.3,91.8
92.4,91.8
92.4,91.8
6.3,98.9
7.8,98.7
10.1,99.7
89.5,99.7
75.2,99.8
85.9,99.8
93.5,99.9
91.8,99.2
91.7,99.2
91.7,99.2
14.1,91.7
11.8,91.7
91.8,91.7
91.9,90.6
91.9,90.6
91.9,90.6
12.0,90.6
11.9,90.6
8.4,97.2
5.5,98.7
3.9,99.4
89.3,99.7
90.9,99.6
76.5,99.7
84.1,99.7
3.8,99.7
3.9,91.4
4.4,97.8
4.5,97.8
4.6,91.5
4.3,26.7
4.6,26.7
4.5,26.7
4.5,26.7
4.6,26.7
91.6,26.7
8.4,96.0
4.2,99.6
7.1,99.8
91.2,99.8
91.2,99.7
4.7,99.5
3.4,97.2
3.3,83.3
4.3,83.3
3.6,89.7
3.9,89.7
65.4,89.7
3.8,89.7
4.4,89.7
3.6,89.7
4.4,99.9
4.2,81.4
4.2,81.4
20.0,96.0
4.4,99.0
4.0,99.8
5.4,99.8
91.8,99.8
83.5,97.2
72.1,99.6
73.0,99.6
62.9,97.2
69.6,89.5
4.1,89.7
72.2,89.7
76.9,81.8
3.7,81.8
1.7,81.8
1.8,81.8
1.7,81.8
3.4,99.9
7.5,97.3
4.8,96.4
71.4,98.6
91.3,99.8
91.8,99.8
15.0,99.8
65.6,97.2
81.1,97.2
3.5,96.1
4.2,99.6
14.9,99.6
3.4,92.4
7.1,92.4
4.2,99.5
4.1,70.9
3.9,70.9
3.5,53.3
3.3,53.3
6.1,95.4
3.3,97.1
75.7,99.6
2.2,99.8
91.5,99.8
92.2,99.8
84.3,99.8
73.7,89.9
73.1,96.1
77.3,96.1
3.5,87.2
3.9,88.1
2.6,88.1
3.8,88.1
4.2,88.1
6.3,88.1
13.1,85.8
4.2,71.9
17.5,95.8
3.5,97.3
73.0,99.5
75.8,99.6
17.0,99.8
92.0,99.8
90.5,99.8
65.0,95.1
5.7,96.1
77.7,96.1
10.2,96.2
9.7,96.2
6.0,84.5
3.8,87.2
80.5,87.6
8.1,87.6
0.1,88.1
0.1,88.1
85.6,95.3
3.6,97.0
71.5,99.3
91.9,99.5
90.1,99.5
36.3,99.8
90.6,99.8
77.4,99.8
0.2,15.1
0.1,15.1
90.9,15.1
5.4,96.2
86.0,91.1
5.7,94.0
5.7,91.0
0.1,87.7
0.1,87.7
0.1,86.0
22.0,94.9
74.9,98.0
2.0,99.3
13.8,99.3
82.7,99.5
36.2,99.5
0.2,99.8
0.1,99.8
0.2,99.8
0.2,92.0
0.1,93.5
91.0,89.1
65.0,86.8
0.1,86.8
0.1,86.8
4.9,86.8
0.1,86.8
0.1,86.8
23.6,97.0
71.4,95.8
10.9,99.3
90.7,99.4
19.6,99.4
4.5,99.3
0.3,99.5
0.2,99.5
0.1,99.8
0.2,99.8
91.1,87.6
5.3,93.5
5.3,92.4
0.1,93.4
0.1,93.8
0.1,93.8
0.1,99.8
0.1,76.2
23.6,95.2
75.5,96.6
75.0,99.1
68.2,99.3
88.7,99.4
0.4,99.4
0.2,95.9
0.1,99.3
0.1,15.2
0.1,99.5
3.4,10.7
49.1,99.8
9.6,99.8
0.1,83.3
0.1,83.3
0.1,83.3
0.1,83.3
0.1,83.3
7.9,95.7
9.8,96.3
71.3,96.5
12.2,99.1
37.9,99.2
0.4,99.4
0.2,99.4
0.1,98.2
0.1,98.2
0.1,15.6
0.1,99.5
2.0,15.1
9.6,15.1
51.1,89.8
0.1,99.5
0.1,99.5
0.1,82.1
0.1,82.2
7.4,93.6
61.0,96.8
6.4,99.0
10.4,99.1
82.4,99.1
0.4,99.2
0.2,99.2
0.2,99.4
0.1,97.5
0.1,97.5
0.1,97.5
0.7,97.6
1.7,97.6
1.2,97.6
0.1,9.6
0.1,80.8
0.1,80.9
0.1,80.3
71.1,94.1
74.1,94.5
1.0,95.7
1.0,90.6
23.8,87.7
4.3,68.7
0.2,13.0
0.2,67.1
0.2,97.5
0.1,97.5
1.8,97.5
1.7,97.5
1.4,92.1
1.7,89.6
0.1,86.9
0.1,97.1
0.1,97.1
0.1,97.4
33.7,90.9
7.3,93.2
1.2,96.8
1.1,85.3
11.6,87.3
5.5,10.1
5.7,10.1
0.2,10.2
0.2,12.7
0.2,12.7
0.8,12.7
1.2,87.4
0.9,90.3
1.0,88.3
0.1,96.3
0.1,96.3
0.1,96.3
0.1,96.3
9.2,82.1
39.2,93.1
1.3,75.0
39.4,90.4
6.3,64.3
5.8,64.0
5.6,9.9
0.2,87.5
0.2,89.7
0.2,66.3
0.2,66.3
0.8,66.3
0.9,16.4
0.9,16.9
0.6,7.0
0.6,6.9
0.1,6.9
0.1,4.4
6.0,94.7
9.9,81.0
92.9,90.3
46.2,92.8
63.6,95.6
5.7,70.2
5.6,64.5
0.2,62.9
0.2,62.8
0.2,63.9
0.2,11.6
0.2,61.1
0.7,7.6
0.7,7.5
0.6,7.2
0.5,6.4
0.4,5.0
0.1,3.0
