ActorCritic/BanditTaskLargeSparse,ActorCritic/BanditTaskSmallRich
82.7,96.2
87.8,99.8
67.2,99.8
67.6,99.9
67.0,99.9
13.4,99.9
89.2,99.9
65.1,99.9
87.7,99.9
14.1,99.9
83.5,99.9
83.6,99.9
83.6,99.9
93.9,99.9
75.0,99.9
75.0,99.9
75.0,99.9
69.8,99.9
91.2,88.9
84.8,98.4
88.5,99.2
87.8,99.8
22.0,99.8
89.4,99.8
14.9,99.9
14.8,99.9
14.9,99.9
15.2,99.9
15.2,99.9
15.2,99.9
15.1,99.9
84.4,99.9
15.2,99.9
15.2,99.9
15.2,99.9
58.6,99.9
90.8,86.6
83.5,88.0
21.1,98.8
87.1,97.1
20.8,96.0
20.8,99.5
20.8,99.8
21.0,99.8
90.1,99.8
92.2,99.8
15.3,99.9
15.3,99.9
15.4,99.9
15.4,99.9
15.3,99.9
15.4,99.9
84.5,99.9
15.3,99.9
82.1,91.0
85.0,98.4
82.5,99.0
20.4,93.9
19.0,94.4
20.8,37.2
21.3,78.4
24.6,27.2
21.4,98.1
82.8,99.7
21.6,99.7
90.1,99.8
15.4,99.8
15.3,99.8
15.4,99.9
15.4,99.9
15.4,99.9
15.4,99.9
77.1,86.5
15.7,99.2
86.1,91.5
92.9,23.6
21.1,97.1
19.8,27.2
87.8,27.3
79.6,96.1
21.0,98.0
16.4,92.1
21.4,92.1
21.2,99.5
81.7,99.5
86.1,99.5
15.2,98.8
15.3,98.8
15.3,98.8
76.9,98.8
76.9,90.9
78.4,77.2
86.2,99.1
18.7,32.0
91.6,86.1
87.7,96.2
18.7,96.3
88.1,96.5
8.8,96.5
88.9,96.5
89.0,96.5
7.4,31.9
87.2,55.6
7.4,93.5
7.4,99.8
20.4,98.6
15.3,98.6
15.3,98.6
89.8,90.1
9.7,81.9
89.6,98.6
90.1,98.0
96.0,80.6
18.5,94.8
18.7,94.7
12.9,89.4
17.3,93.6
15.6,93.6
9.7,93.2
90.9,99.4
14.3,98.3
12.0,98.3
18.4,98.3
7.2,98.3
25.5,96.3
12.5,96.3
83.9,88.9
12.6,73.0
84.9,87.5
16.5,99.3
85.2,86.7
85.7,96.9
16.9,95.7
93.3,95.9
85.0,95.3
16.0,89.7
14.1,40.8
13.9,93.5
14.8,93.5
77.0,94.9
18.8,94.8
11.7,94.8
10.4,94.8
7.1,94.8
85.2,71.3
75.2,87.5
61.4,97.4
90.3,91.7
20.1,74.6
78.5,90.8
62.7,78.3
30.0,40.8
18.8,96.7
92.3,92.2
83.8,97.7
82.0,97.7
48.0,97.9
8.9,97.9
14.3,97.9
86.9,97.8
7.3,91.7
12.2,91.7
84.4,69.9
90.6,8.1
10.2,93.8
85.9,97.5
4.8,98.7
24.6,77.1
16.9,99.3
20.2,99.5
94.0,96.4
30.8,96.4
86.3,95.8
84.9,41.6
9.1,41.0
88.9,41.0
77.5,41.0
79.3,41.0
14.6,41.0
51.5,41.0
88.3,84.9
86.0,90.1
9.8,84.2
8.8,76.9
1.6,99.2
15.1,22.4
3.6,98.6
26.3,98.6
95.0,95.4
88.4,89.3
80.5,89.3
77.8,89.3
8.2,91.5
14.0,89.6
14.0,91.9
85.8,91.9
7.3,91.9
89.8,91.9
84.1,84.7
73.7,78.6
74.2,93.0
8.2,89.0
30.2,98.9
13.0,99.0
2.3,98.1
23.3,98.1
96.4,97.4
17.6,91.0
96.1,91.0
26.1,90.7
90.0,90.9
88.1,90.6
90.7,93.1
90.6,93.1
86.1,97.4
95.9,97.6
82.4,90.6
80.8,82.6
75.5,75.0
1.3,92.2
1.8,98.6
65.3,98.0
17.5,95.6
5.3,95.6
23.5,94.8
30.0,94.8
91.0,94.1
22.8,94.5
14.0,94.2
18.6,94.2
24.4,93.8
18.3,93.8
97.1,97.4
19.2,97.4
82.6,91.6
1.1,74.6
82.9,74.9
7.0,82.8
1.2,89.9
46.6,97.4
48.8,96.7
0.8,96.8
0.3,96.8
0.7,96.8
84.4,96.8
29.9,97.3
25.0,97.7
22.8,97.3
25.9,97.3
97.4,97.5
96.9,86.0
21.6,86.0
85.8,94.2
1.0,84.2
1.2,87.1
1.1,84.3
1.2,94.4
47.4,94.4
3.5,93.3
0.3,96.1
0.3,96.1
65.3,96.1
0.3,94.2
58.0,94.2
84.6,92.9
67.3,91.4
83.4,91.4
24.1,90.8
78.8,86.5
25.0,99.3
83.7,93.4
1.0,89.3
1.4,84.7
1.0,74.2
1.1,21.9
4.2,94.3
1.5,91.1
3.1,87.3
0.3,96.1
0.3,96.1
0.3,96.1
0.3,96.1
0.3,96.1
0.3,89.7
0.3,89.7
98.0,98.8
62.7,98.9
98.2,99.3
76.8,91.0
2.5,85.0
53.5,82.1
0.3,77.1
1.1,91.2
4.2,10.9
0.3,86.8
0.3,94.8
0.3,88.9
0.3,98.9
0.3,99.3
0.3,99.3
0.3,99.3
0.3,99.5
90.7,98.8
91.1,98.8
98.1,98.9
98.2,99.4
79.2,92.7
7.7,83.9
51.6,81.3
0.9,59.7
0.3,64.2
4.3,10.4
0.3,86.9
0.3,96.8
0.3,88.1
0.3,31.1
0.3,31.1
0.3,99.3
0.3,99.3
1.7,99.3
88.3,99.3
87.6,98.9
40.8,99.4
97.3,99.4
67.1,91.6
6.3,80.1
1.5,77.0
4.8,62.4
48.2,64.2
0.3,9.9
0.3,83.4
0.3,96.6
0.3,96.6
0.3,97.1
0.3,98.2
77.1,98.5
76.6,98.4
68.9,99.3
78.3,99.3
80.0,99.3
83.1,99.4
81.4,99.4
