ActorCritic/BanditTaskLargeSparse,ActorCritic/BanditTaskSmallRich
2.2,99.2
2.7,99.0
2.6,99.7
3.8,99.9
17.8,99.9
2.8,99.9
2.8,99.9
1.8,99.9
1.8,99.9
20.4,99.9
20.0,99.9
28.3,99.9
27.7,99.9
28.1,99.9
28.7,99.9
28.1,99.9
28.1,99.9
28.1,99.9
12.3,95.7
2.1,98.6
1.1,45.5
0.7,91.0
9.7,97.1
10.4,99.8
10.4,99.8
28.0,99.9
34.0,99.9
29.1,99.9
29.1,99.9
29.1,99.9
58.4,99.9
29.7,99.9
50.0,99.9
28.7,99.9
36.4,99.9
28.7,99.9
18.2,98.0
2.0,96.7
45.8,94.4
17.0,36.0
13.8,53.8
11.4,69.6
0.6,53.6
14.4,53.6
9.0,53.6
21.5,53.6
28.2,53.6
28.3,78.7
57.8,79.6
49.9,79.6
58.5,84.9
54.6,84.9
59.3,84.9
55.4,84.9
18.1,97.7
2.0,79.6
19.4,82.4
3.9,91.2
2.4,33.9
19.0,52.0
2.6,82.2
0.6,53.4
9.3,53.4
0.5,53.4
9.6,53.4
6.6,92.3
20.9,92.3
13.0,92.3
13.1,92.3
32.2,92.3
56.9,92.3
58.6,92.3
17.7,97.0
2.3,79.4
1.9,83.8
81.2,74.7
2.5,44.1
98.7,57.1
2.7,56.8
2.4,63.7
14.2,18.4
2.1,18.4
2.1,18.4
0.5,18.4
0.6,57.3
63.7,57.3
26.3,57.3
28.4,57.3
19.0,49.4
57.2,49.4
51.0,96.8
26.1,70.6
96.3,90.0
96.6,93.1
91.3,3.6
98.7,45.2
2.7,61.2
2.5,66.0
1.9,66.3
14.0,43.0
13.8,43.0
13.1,43.0
2.7,59.1
14.3,59.1
14.4,59.1
2.8,42.6
0.6,42.6
17.5,42.6
5.2,96.3
24.3,69.2
95.3,83.8
22.0,95.0
91.5,52.4
97.2,41.1
96.5,41.5
13.6,41.5
98.8,41.5
10.9,75.3
2.9,79.0
95.0,39.9
97.8,39.7
92.3,39.7
92.0,15.6
84.7,15.6
87.8,42.6
84.7,42.6
53.1,96.4
67.1,98.3
92.2,93.4
57.2,63.5
96.9,91.3
97.1,38.4
22.1,59.9
2.8,59.9
92.2,80.3
21.9,80.3
99.0,80.3
99.1,85.5
99.1,80.3
97.6,15.6
70.4,15.6
80.5,15.6
72.0,15.6
84.4,15.6
65.6,97.4
87.7,98.3
62.9,89.7
50.2,78.9
93.6,89.2
91.2,20.9
5.2,59.9
97.2,59.9
96.7,80.5
97.3,81.5
97.4,61.2
96.4,61.2
97.6,65.0
99.1,86.2
96.8,86.2
98.0,49.0
78.8,15.3
90.6,15.3
90.6,96.8
87.7,96.4
9.8,98.1
50.9,1.4
89.2,93.8
90.9,33.8
97.3,1.2
96.7,1.2
96.1,1.2
96.0,1.2
97.2,26.6
96.7,27.5
97.4,5.6
97.5,15.3
95.5,1.1
99.1,82.7
97.4,82.7
97.4,82.7
68.3,97.3
91.7,97.4
84.8,94.1
72.4,46.4
50.6,94.4
78.1,1.4
51.5,1.4
78.3,1.2
89.7,1.2
95.5,1.2
95.9,27.1
96.5,12.2
95.9,47.2
97.3,85.5
91.6,85.5
97.4,85.5
97.4,85.5
95.9,66.0
68.8,98.3
91.1,97.7
90.8,25.9
76.9,95.8
86.5,95.4
80.4,97.3
61.5,96.6
86.6,64.0
85.8,64.0
76.7,1.2
51.0,1.2
5.4,54.6
95.0,48.3
94.9,50.2
95.8,47.2
68.2,41.6
90.9,41.6
97.3,64.7
19.6,98.3
90.7,97.6
43.9,94.1
5.1,96.3
58.3,90.4
90.9,95.3
88.5,76.6
60.9,96.5
52.8,95.3
68.5,98.1
94.2,98.1
56.7,98.1
5.0,59.7
84.9,73.4
5.3,81.1
23.7,80.5
75.2,78.3
50.8,80.8
3.8,97.5
45.6,98.3
83.8,94.1
43.2,88.9
58.2,98.5
47.2,98.7
84.4,97.0
88.0,96.6
54.2,96.6
75.6,98.2
90.6,98.2
73.1,98.2
49.1,98.2
55.4,48.9
75.9,48.9
84.9,48.9
71.8,48.9
83.4,54.4
2.2,97.7
1.9,98.1
31.5,96.5
47.1,93.8
3.4,99.7
5.2,98.7
86.6,98.7
93.1,86.2
51.5,85.6
51.5,95.6
73.6,97.7
75.4,97.7
72.5,97.7
57.1,97.7
46.8,63.0
93.3,64.6
79.9,64.6
75.8,60.7
23.9,97.6
2.7,98.2
25.6,95.1
62.3,95.1
83.6,87.0
3.6,96.9
5.0,96.8
5.2,98.7
77.7,82.3
23.9,81.0
73.7,84.8
70.9,96.8
96.3,64.0
76.2,63.7
80.0,6.0
94.1,8.4
93.6,0.3
73.4,0.3
49.4,97.6
48.4,97.8
67.7,95.6
1.6,58.9
76.0,90.0
3.4,93.6
3.5,94.1
3.5,94.8
4.0,94.7
23.1,94.9
53.2,0.9
41.8,0.9
73.6,41.3
91.5,41.3
96.4,16.8
71.2,5.2
50.3,0.3
52.5,0.3
12.1,97.3
17.6,97.8
4.9,27.1
18.3,89.5
2.3,88.5
53.4,52.0
3.5,51.6
3.5,11.5
17.5,5.1
17.7,13.3
53.0,10.1
74.5,5.4
20.8,0.9
63.9,0.4
90.9,21.3
23.1,24.3
50.8,0.3
94.1,0.3
30.1,97.7
12.6,97.7
37.9,79.3
11.9,71.3
28.1,72.3
76.6,43.0
3.1,43.1
3.5,42.0
3.4,7.0
44.7,3.5
77.5,6.8
76.1,3.4
76.1,2.9
78.1,2.9
77.3,0.4
79.9,2.8
69.8,2.8
74.0,0.3
