,OpALPlus/BanditTaskLargeSparse,OpALStar/BanditTaskLargeSparse,OpALPlus/BanditTaskSmallRich,OpALStar/BanditTaskSmallRich
"(0.85, 0.025, 9.5)",67.28829999999994,60.68349999999989,61.46550000000054,62.70860000000053
"(0.85, 0.05, 1.0)",49.43699999999995,52.701499999999974,81.47050000000006,80.78850000000016
"(0.85, 0.05, 1.5)",55.05639999999998,52.308100000000074,78.34580000000008,77.76440000000018
"(0.85, 0.05, 2.0)",59.02760000000016,50.8169,74.22460000000015,75.27850000000028
"(0.85, 0.05, 2.5)",61.10480000000013,49.60829999999996,72.09470000000029,74.08330000000032
"(0.85, 0.05, 3.0)",61.556,48.76139999999995,69.45260000000034,72.78600000000031
"(0.85, 0.05, 3.5)",61.24530000000009,48.97810000000004,68.34640000000039,72.09290000000038
"(0.85, 0.05, 4.0)",62.310899999999954,48.256600000000034,67.54020000000043,71.87330000000038
"(0.85, 0.05, 4.5)",62.5566,46.15040000000001,65.59060000000053,70.35730000000038
"(0.85, 0.05, 5.0)",61.555000000000014,46.04940000000004,64.48180000000052,69.37540000000044
"(0.85, 0.05, 5.5)",62.134399999999985,46.96080000000005,64.31920000000054,69.31840000000044
"(0.85, 0.05, 6.0)",61.29960000000002,45.80930000000002,63.854900000000534,69.10110000000046
"(0.85, 0.05, 6.5)",60.66120000000002,46.0446,63.003700000000585,69.19130000000047
"(0.85, 0.05, 7.0)",58.9449999999999,45.93090000000001,62.63570000000058,68.6088000000005
"(0.85, 0.05, 7.5)",59.12650000000003,45.5401,62.58430000000057,68.80360000000047
"(0.85, 0.05, 8.0)",58.13889999999995,45.6965,62.622100000000565,68.82550000000049
"(0.85, 0.05, 8.5)",57.70559999999997,45.78970000000001,62.49540000000055,68.7086000000005
"(0.85, 0.05, 9.0)",56.33559999999996,45.910599999999995,62.52530000000053,68.5410000000005
"(0.85, 0.05, 9.5)",55.24669999999995,46.560499999999976,62.525500000000534,68.43510000000049
"(0.85, 0.1, 1.0)",48.469700000000024,44.138699999999965,81.8658,88.59660000000018
"(0.85, 0.1, 1.5)",53.88760000000003,40.509200000000064,82.25430000000001,87.67940000000026
"(0.85, 0.1, 2.0)",56.00569999999997,37.228999999999964,80.88910000000008,86.86600000000021
"(0.85, 0.1, 2.5)",56.955400000000076,35.80249999999994,79.65030000000016,86.9571000000002
"(0.85, 0.1, 3.0)",56.04830000000001,35.37979999999993,78.42190000000026,86.13780000000021
"(0.85, 0.1, 3.5)",55.00920000000001,36.36329999999996,75.76160000000031,85.4239000000002
"(0.85, 0.1, 4.0)",54.85660000000003,36.76969999999997,74.48720000000023,85.03170000000016
"(0.85, 0.1, 4.5)",55.51680000000002,34.99659999999987,72.67780000000025,84.70270000000014
"(0.85, 0.1, 5.0)",54.767399999999974,34.70709999999987,71.61560000000041,83.17070000000018
"(0.85, 0.1, 5.5)",53.73239999999998,34.996399999999895,70.90590000000049,83.15510000000025
"(0.85, 0.1, 6.0)",53.85919999999987,34.415899999999844,70.20730000000047,83.38560000000022
"(0.85, 0.1, 6.5)",51.932100000000055,34.61959999999987,69.42120000000052,82.82670000000017
"(0.85, 0.1, 7.0)",51.39599999999999,34.03609999999985,68.41260000000054,82.37330000000023
"(0.85, 0.1, 7.5)",50.12350000000006,34.72399999999987,68.0837000000005,82.0059000000003
"(0.85, 0.1, 8.0)",48.402800000000035,34.82619999999987,67.31320000000042,82.24660000000027
"(0.85, 0.1, 8.5)",48.4385,34.82799999999989,66.6435000000005,82.14150000000026
"(0.85, 0.1, 9.0)",47.99410000000002,35.51729999999991,66.42050000000054,81.86070000000026
"(0.85, 0.1, 9.5)",48.222699999999996,35.812399999999926,65.79620000000054,82.18300000000026
"(0.9, 0.025, 1.0)",51.575500000000005,67.42020000000002,76.2885,72.15360000000037
"(0.9, 0.025, 1.5)",59.35120000000003,64.6553999999999,71.95290000000024,69.73550000000034
"(0.9, 0.025, 2.0)",63.32549999999991,63.811899999999945,67.75230000000033,67.79470000000033
"(0.9, 0.025, 2.5)",67.05899999999994,63.726299999999945,66.73350000000039,66.74140000000043
"(0.9, 0.025, 3.0)",67.9328000000001,62.17559999999995,65.93920000000044,65.95850000000044
"(0.9, 0.025, 3.5)",68.46550000000002,59.016099999999895,65.3994000000005,66.25740000000046
"(0.9, 0.025, 4.0)",68.9604,61.74899999999986,63.630200000000514,65.35440000000047
"(0.9, 0.025, 4.5)",69.36739999999985,60.25619999999996,62.74800000000054,64.6572000000005
"(0.9, 0.025, 5.0)",70.04229999999998,61.044699999999935,62.43970000000053,64.0647000000005
"(0.9, 0.025, 5.5)",69.3169,60.33639999999997,61.94580000000051,63.65960000000052
"(0.9, 0.025, 6.0)",69.05439999999993,59.78529999999999,62.04600000000052,63.65690000000052
"(0.9, 0.025, 6.5)",69.5106,60.03760000000009,62.053600000000536,63.75690000000053
"(0.9, 0.025, 7.0)",68.70929999999993,60.19030000000006,62.03460000000053,63.56100000000053
"(0.9, 0.025, 7.5)",69.0942,60.637400000000035,61.860000000000525,63.46230000000053
"(0.9, 0.025, 8.0)",69.45819999999995,58.708899999999986,61.659200000000524,62.983400000000536
"(0.9, 0.025, 8.5)",68.53510000000013,59.6937,61.46310000000053,62.887100000000544
"(0.9, 0.025, 9.0)",68.66439999999996,59.096900000000055,61.46310000000053,62.88760000000054
"(0.9, 0.025, 9.5)",68.16569999999996,59.73700000000005,61.36260000000053,62.78850000000053
"(0.9, 0.05, 1.0)",49.71079999999997,52.47430000000002,82.21250000000012,81.65690000000016
"(0.9, 0.05, 1.5)",55.53279999999993,51.928200000000004,78.71550000000012,78.15200000000021
"(0.9, 0.05, 2.0)",59.33799999999999,48.94540000000003,74.68850000000013,75.52150000000029
"(0.9, 0.05, 2.5)",60.64510000000001,48.24080000000002,72.42260000000022,74.17370000000037
"(0.9, 0.05, 3.0)",60.54469999999995,47.63829999999997,70.09980000000031,73.63560000000034
"(0.9, 0.05, 3.5)",62.08910000000003,48.248100000000065,69.26800000000044,73.27210000000035
"(0.9, 0.05, 4.0)",61.88690000000002,48.82100000000009,66.97380000000044,72.53550000000044
"(0.9, 0.05, 4.5)",61.89819999999998,48.2260000000001,66.49460000000052,71.05660000000044
"(0.9, 0.05, 5.0)",61.9143,46.79590000000007,64.67090000000051,70.52950000000044
"(0.9, 0.05, 5.5)",61.43839999999999,47.53900000000007,64.54010000000052,70.51030000000046
"(0.9, 0.05, 6.0)",59.97150000000002,46.71700000000008,64.06670000000051,69.88080000000048
"(0.9, 0.05, 6.5)",59.742299999999965,47.50150000000006,63.366000000000554,69.86810000000048
"(0.9, 0.05, 7.0)",58.83519999999998,47.008400000000044,62.97200000000056,69.74410000000049
"(0.9, 0.05, 7.5)",59.25649999999994,47.585600000000035,62.81750000000057,69.82750000000048
"(0.9, 0.05, 8.0)",58.018799999999956,46.032000000000004,62.626400000000565,69.7050000000005
"(0.9, 0.05, 8.5)",56.65520000000001,47.17240000000006,62.607000000000546,69.63000000000049
"(0.9, 0.05, 9.0)",55.8341,47.437700000000056,62.81460000000054,69.6263000000005
"(0.9, 0.05, 9.5)",54.71599999999997,47.30720000000007,62.93110000000053,69.52160000000049
"(0.9, 0.1, 1.0)",49.06619999999992,43.48429999999995,81.70769999999997,89.03300000000024
"(0.9, 0.1, 1.5)",53.68840000000003,38.18190000000006,82.4994000000001,87.6517000000002
"(0.9, 0.1, 2.0)",55.84739999999997,36.79569999999996,80.95100000000004,87.83750000000019
"(0.9, 0.1, 2.5)",56.737300000000076,36.105699999999956,79.85630000000019,87.64040000000024
"(0.9, 0.1, 3.0)",56.20600000000004,36.66979999999997,78.93470000000018,87.1046000000002
"(0.9, 0.1, 3.5)",54.21799999999994,36.46789999999997,76.7186000000002,86.90850000000025
"(0.9, 0.1, 4.0)",54.13929999999999,35.292599999999894,75.3287000000002,86.80940000000015
"(0.9, 0.1, 4.5)",54.48000000000003,34.90549999999988,73.54970000000033,85.77710000000019
"(0.9, 0.1, 5.0)",55.094199999999994,35.01139999999989,71.77590000000042,85.1870000000002
"(0.9, 0.1, 5.5)",53.34669999999996,34.71739999999988,71.49890000000043,84.63400000000016
"(0.9, 0.1, 6.0)",51.979500000000016,34.51179999999986,71.36530000000047,84.6296000000002
"(0.9, 0.1, 6.5)",50.60740000000004,34.52129999999987,70.02610000000051,84.13490000000014
"(0.9, 0.1, 7.0)",49.28280000000002,34.81669999999988,69.82350000000051,83.74870000000017
"(0.9, 0.1, 7.5)",48.74000000000007,35.3978999999999,68.8163000000005,83.25270000000022
"(0.9, 0.1, 8.0)",48.33610000000001,35.50439999999989,68.40730000000048,82.99840000000023
"(0.9, 0.1, 8.5)",48.039500000000004,35.611399999999904,67.59030000000048,82.92140000000028
"(0.9, 0.1, 9.0)",47.88709999999999,35.7171999999999,67.08020000000046,82.66870000000024
"(0.9, 0.1, 9.5)",45.72730000000009,35.51499999999992,66.44420000000054,82.6160000000002
"(0.95, 0.025, 1.0)",52.10509999999993,67.33470000000001,76.48800000000007,72.9159000000003
"(0.95, 0.025, 1.5)",60.18259999999998,64.6303,71.58530000000025,70.30730000000035
"(0.95, 0.025, 2.0)",64.41300000000005,62.827199999999955,67.99770000000034,68.07820000000038
"(0.95, 0.025, 2.5)",67.20000000000002,63.89659999999994,67.14370000000042,67.50210000000038
"(0.95, 0.025, 3.0)",68.59350000000002,61.42029999999997,66.35060000000043,66.8387000000004
"(0.95, 0.025, 3.5)",68.96099999999998,61.18219999999997,65.03550000000051,66.55220000000047
"(0.95, 0.025, 4.0)",70.10360000000001,61.37189999999991,63.786800000000525,65.54050000000049
"(0.95, 0.025, 4.5)",69.47990000000006,57.9297,62.79730000000051,64.74940000000049
"(0.95, 0.025, 5.0)",70.63940000000005,59.58809999999999,62.56510000000053,64.75720000000051
"(0.95, 0.025, 5.5)",70.029,60.05549999999998,62.14070000000052,64.5372000000005
"(0.95, 0.025, 6.0)",69.88650000000004,60.03490000000003,62.145500000000524,64.5263000000005
"(0.95, 0.025, 6.5)",68.8248,60.44220000000007,62.08660000000054,64.51990000000052
"(0.95, 0.025, 7.0)",68.6878999999999,60.723200000000055,61.986300000000526,64.22320000000052
"(0.95, 0.025, 7.5)",68.45569999999996,60.73620000000006,61.66130000000053,64.11830000000053
"(0.95, 0.025, 8.0)",68.67079999999999,61.677500000000016,61.75840000000052,64.21610000000052
"(0.95, 0.025, 8.5)",67.3056,60.27300000000001,61.56010000000053,64.30930000000052
"(0.95, 0.025, 9.0)",67.95389999999999,59.960100000000104,61.362900000000536,64.02110000000054
"(0.95, 0.025, 9.5)",67.40549999999988,60.26720000000011,61.36280000000053,64.02130000000054
"(0.95, 0.05, 1.0)",50.311600000000034,51.168900000000015,82.39020000000002,81.91990000000017
"(0.95, 0.05, 1.5)",56.313600000000065,49.93350000000001,79.19840000000016,79.0211000000002
"(0.95, 0.05, 2.0)",59.72650000000005,46.97620000000007,74.81570000000028,76.8815000000003
"(0.95, 0.05, 2.5)",60.46319999999994,46.68150000000002,73.6396000000002,75.27680000000026
"(0.95, 0.05, 3.0)",60.60729999999994,48.443100000000065,70.20220000000033,74.01060000000037
"(0.95, 0.05, 3.5)",61.84290000000011,48.58770000000003,69.5269000000004,73.80160000000036
"(0.95, 0.05, 4.0)",61.84140000000004,47.954500000000074,67.4894000000004,72.84330000000044
"(0.95, 0.05, 4.5)",61.35410000000004,45.522500000000065,66.07300000000052,71.35730000000046
"(0.95, 0.05, 5.0)",61.33270000000006,47.480000000000125,65.41750000000056,70.98690000000045
"(0.95, 0.05, 5.5)",59.735699999999994,47.811600000000105,64.80410000000055,71.03270000000046
"(0.95, 0.05, 6.0)",60.45440000000005,46.65740000000015,64.14580000000053,71.05700000000046
"(0.95, 0.05, 6.5)",58.66830000000004,47.234200000000094,63.85930000000054,71.25370000000044
"(0.95, 0.05, 7.0)",58.15390000000004,47.52090000000012,63.53260000000055,71.17560000000047
"(0.95, 0.05, 7.5)",57.67679999999993,46.659800000000075,63.02840000000056,70.5391000000005
"(0.95, 0.05, 8.0)",55.810400000000016,48.009800000000105,62.816100000000574,70.71970000000051
"(0.95, 0.05, 8.5)",55.15499999999995,47.70410000000012,62.832600000000554,70.5752000000005
"(0.95, 0.05, 9.0)",54.83239999999994,48.46660000000009,63.193400000000544,70.7432000000005
"(0.95, 0.05, 9.5)",54.1690999999999,47.22020000000007,63.100400000000526,70.66720000000049
"(0.95, 0.1, 1.0)",49.420399999999944,41.45320000000004,82.05050000000013,89.73110000000017
"(0.95, 0.1, 1.5)",53.830800000000075,36.878099999999996,82.53119999999998,88.80270000000021
"(0.95, 0.1, 2.0)",56.1749,37.03269999999997,81.46310000000007,88.79810000000022
"(0.95, 0.1, 2.5)",55.6635000000001,35.734799999999915,80.66130000000004,88.95150000000015
"(0.95, 0.1, 3.0)",55.43780000000001,35.97979999999996,78.86240000000018,87.40670000000006
"(0.95, 0.1, 3.5)",54.49670000000001,35.01009999999991,77.49260000000015,87.95970000000011
"(0.95, 0.1, 4.0)",54.38870000000003,35.20279999999992,75.37680000000024,87.59980000000014
"(0.95, 0.1, 4.5)",54.75010000000004,35.50359999999988,74.3184000000003,86.19130000000015
"(0.95, 0.1, 5.0)",53.4072,35.0095999999999,73.03640000000033,85.75920000000016
"(0.95, 0.1, 5.5)",51.96019999999994,34.70619999999986,71.75320000000039,85.80920000000017
"(0.95, 0.1, 6.0)",50.40700000000001,34.22789999999984,71.65160000000044,85.89330000000012
"(0.95, 0.1, 6.5)",49.92750000000003,33.84339999999982,71.61990000000047,85.60730000000017
"(0.95, 0.1, 7.0)",48.7621,34.03629999999983,70.63900000000051,85.54070000000017
"(0.95, 0.1, 7.5)",47.7526,34.232899999999844,69.78290000000054,84.9999000000002
"(0.95, 0.1, 8.0)",47.06849999999999,34.72509999999984,68.94930000000048,84.78540000000022
"(0.95, 0.1, 8.5)",46.87609999999998,35.71239999999988,68.66900000000047,84.57220000000018
"(0.95, 0.1, 9.0)",45.49470000000002,35.22369999999988,67.66420000000048,84.11470000000017
"(0.95, 0.1, 9.5)",44.59040000000005,34.923999999999886,67.2328000000005,84.16830000000016
