OpALPlus/BanditTaskLargeSparse,OpALStar/BanditTaskLargeSparse,OpALPlus/BanditTaskSmallRich,OpALStar/BanditTaskSmallRich
250.98,412.32,522.3,662.67
289.85,526.72,563.4,717.4
313.45,624.21,599.32,838.41
352.01,691.47,625.17,864.5
375.28,747.59,645.15,879.15
417.77,782.05,656.64,914.4
476.32,802.99,737.44,933.8
527.74,837.78,754.91,939.74
579.25,903.85,785.18,924.08
607.0,923.03,824.03,936.47
653.74,859.57,834.68,935.27
682.92,868.13,834.35,951.18
694.38,918.3,837.63,955.81
719.9,919.86,845.39,958.77
724.25,935.44,848.24,960.61
728.28,925.53,848.84,962.11
740.74,927.08,873.86,967.24
772.57,910.47,874.9,967.51
804.2,911.6,874.08,985.11
253.89,423.02,527.22,662.15
291.21,537.86,572.26,732.77
322.61,637.67,601.66,806.31
361.72,710.55,639.49,839.11
377.45,769.73,657.48,851.73
445.71,798.21,671.12,886.31
506.04,842.88,695.03,912.52
567.02,917.46,716.01,918.71
592.63,928.56,742.6,932.06
640.51,929.13,763.97,917.95
614.45,926.17,777.57,920.13
699.13,946.8,799.62,940.05
722.13,951.49,835.93,958.22
724.87,952.62,841.12,961.6
743.66,950.65,856.52,966.34
782.12,953.76,862.54,967.92
792.43,953.02,864.0,969.06
854.29,954.85,856.73,969.96
887.56,960.13,877.36,984.79
255.57,426.78,532.76,693.79
294.37,541.75,582.7,783.09
327.25,638.99,608.32,837.43
380.06,691.33,639.9,845.13
404.26,796.45,656.6,869.53
449.97,839.64,715.83,884.42
509.67,915.66,743.95,915.0
570.54,936.34,791.76,896.89
619.38,943.72,816.36,925.76
634.7,949.38,827.84,926.29
671.87,951.03,831.16,919.73
711.17,955.01,831.61,915.73
721.08,956.09,836.48,900.69
765.77,957.19,839.6,915.33
770.93,957.9,847.37,978.32
874.56,964.94,850.6,980.08
895.94,967.0,860.92,976.75
898.09,964.41,860.71,978.52
913.85,964.39,874.1,979.87
313.54,621.17,600.2,842.34
375.37,746.43,645.46,902.43
476.39,804.66,739.67,936.52
579.74,913.36,787.22,937.03
654.08,846.87,830.15,953.38
694.28,920.21,834.14,959.66
725.58,938.4,855.87,963.35
740.08,937.8,862.69,968.04
803.62,941.32,876.88,985.39
852.34,920.73,876.17,985.58
855.69,927.41,898.13,985.73
807.64,939.14,910.47,995.88
834.25,942.62,902.96,996.08
862.46,941.96,922.46,996.25
867.34,935.9,906.22,996.39
865.59,907.78,907.47,996.51
859.57,930.21,925.44,996.62
870.0,934.6,979.43,996.71
874.65,930.8,982.62,996.79
322.86,624.73,601.7,812.48
377.66,763.57,657.6,870.01
506.4,878.67,695.14,926.61
593.72,925.58,742.76,923.71
614.32,926.58,777.73,939.29
722.43,951.08,836.12,961.4
743.59,955.89,856.78,968.14
799.5,954.18,864.2,970.32
887.53,961.75,877.54,982.24
861.82,964.78,881.73,985.13
858.25,962.7,881.14,986.81
909.46,964.89,884.83,994.21
924.89,965.5,906.57,994.48
927.14,965.38,887.19,994.72
929.1,968.51,909.91,994.92
929.02,966.57,961.92,995.1
929.48,968.67,968.3,995.26
932.93,966.9,970.14,995.4
936.35,970.85,968.59,995.52
327.68,623.44,607.98,843.24
