ActorCritic/BanditTaskLargeSparse,ActorCritic/BanditTaskSmallRich
939.89,973.36
946.89,997.84
948.85,999.04
952.58,999.44
950.67,999.63
963.02,999.74
923.88,999.82
961.89,999.87
968.73,999.9
966.56,999.92
967.57,999.94
967.32,999.96
967.37,999.97
966.84,999.97
967.59,999.98
965.05,999.98
965.15,999.99
965.24,999.99
915.31,873.77
886.76,961.79
741.37,915.11
954.54,925.96
958.11,997.75
961.46,998.28
960.26,998.58
964.29,998.77
966.36,998.9
969.45,998.99
965.49,999.05
966.63,999.09
967.16,999.12
967.53,999.15
967.72,999.16
967.12,999.17
928.94,999.18
33.11,999.18
872.14,802.82
880.04,878.82
700.2,918.51
956.64,842.84
956.13,921.54
958.46,971.38
955.39,974.23
959.94,977.74
961.89,978.12
963.87,978.39
958.34,978.6
961.52,978.75
965.85,978.87
24.52,978.97
966.42,979.05
977.5,979.11
978.31,979.17
978.45,979.22
865.65,783.38
850.58,849.44
656.97,794.17
543.65,848.76
904.98,806.35
958.4,921.39
920.54,922.17
959.68,922.63
5.76,922.91
4.86,923.09
4.88,923.21
3.98,923.3
956.62,923.36
953.94,923.4
954.44,923.44
955.82,923.46
956.87,923.48
957.35,923.49
858.5,649.15
719.09,850.79
670.89,875.87
629.63,564.62
555.48,874.16
743.56,907.89
747.95,909.37
6.62,910.24
656.89,420.56
6.37,450.27
5.63,428.62
4.63,347.61
4.68,347.36
4.75,221.55
3.76,563.92
958.77,580.83
960.03,580.82
960.66,580.81
866.88,770.53
666.64,733.76
635.13,715.01
592.35,867.96
661.99,724.73
554.25,864.26
751.26,737.72
655.21,975.25
658.9,976.03
594.8,976.57
650.61,976.96
3.52,977.26
586.56,977.48
697.18,977.66
5.11,977.8
4.48,977.92
4.42,978.03
910.67,978.11
829.14,579.57
673.28,934.84
630.83,701.59
633.42,786.48
582.27,838.49
518.81,820.7
680.83,832.16
916.4,913.91
7.18,921.38
646.34,921.88
6.63,922.24
213.61,922.5
652.97,922.69
626.39,922.84
660.79,922.96
7.16,923.06
6.45,923.14
663.13,923.2
837.37,885.96
733.76,360.37
223.09,788.12
707.67,417.75
678.91,742.75
634.36,801.86
674.96,903.28
509.06,679.32
712.83,882.95
860.65,901.62
668.03,902.17
610.21,902.58
661.64,902.89
669.91,903.12
656.83,903.3
661.19,920.08
560.64,920.27
611.04,920.43
852.63,588.07
490.4,497.24
661.59,582.37
767.14,457.92
199.28,614.71
598.92,396.22
503.9,433.86
576.83,446.88
417.65,546.48
536.66,728.16
549.25,831.12
675.71,831.37
704.67,831.54
850.53,894.17
597.3,894.39
698.69,894.56
717.33,894.69
658.44,894.8
813.98,679.75
495.03,392.02
643.71,583.08
58.16,578.72
694.61,420.89
108.91,600.73
540.27,572.66
523.06,405.5
551.72,445.89
624.67,911.6
7.55,894.62
10.5,900.79
9.68,901.25
741.06,901.59
578.14,901.86
718.14,958.63
543.98,958.92
739.15,959.17
832.83,837.47
736.07,427.1
333.59,574.0
655.72,451.31
673.26,918.13
671.43,582.12
101.35,794.49
85.77,412.96
101.22,428.19
98.3,903.66
10.73,687.8
688.67,924.26
11.04,873.7
8.95,873.9
8.37,862.33
735.66,908.18
726.81,908.44
764.4,908.66
829.95,836.64
649.14,366.48
649.19,618.98
226.9,574.13
710.6,926.29
236.51,546.47
101.33,419.98
194.78,452.7
630.41,877.5
627.22,920.17
666.52,921.31
853.93,648.59
871.58,617.11
721.18,405.62
756.94,836.09
785.08,836.17
8.22,836.21
7.85,836.23
831.65,839.04
630.72,550.92
821.53,617.12
487.38,595.96
270.72,905.86
702.29,391.79
107.97,392.89
87.64,388.88
89.79,250.22
313.63,195.21
699.75,878.11
811.42,907.1
402.83,876.31
764.07,582.7
840.49,582.4
813.58,802.13
717.36,802.4
759.78,802.61
833.97,840.57
651.51,334.19
352.43,691.9
698.82,879.7
246.58,901.11
167.8,936.25
86.82,389.76
544.46,590.29
296.19,575.73
739.85,611.14
749.56,595.14
259.92,597.77
769.21,597.64
372.04,432.98
749.37,355.38
917.6,355.29
856.98,346.43
728.54,346.58
867.03,642.21
666.2,408.77
780.11,625.18
272.97,891.32
17.37,917.04
713.32,927.73
128.01,927.9
233.76,360.92
716.88,594.08
23.0,372.6
321.18,367.44
329.61,368.74
213.46,369.62
737.49,369.2
197.64,347.07
777.2,347.21
823.45,347.35
857.76,347.48
859.61,713.54
892.34,706.4
801.07,625.0
362.94,589.07
523.66,843.81
711.06,927.32
21.57,927.55
20.95,419.04
34.21,281.85
9.62,362.83
21.64,291.39
232.95,367.33
413.54,367.7
360.52,275.22
306.87,278.68
392.44,312.77
398.37,342.32
445.85,907.4
784.91,626.1
848.7,602.95
714.76,401.76
890.15,587.84
893.93,883.56
214.69,927.01
454.45,927.29
768.67,289.12
741.95,288.84
126.01,291.74
251.43,356.52
328.18,550.11
306.34,550.51
339.26,306.11
801.37,305.88
426.76,394.91
425.08,363.8
381.83,363.0
884.23,529.62
706.89,765.93
725.55,395.73
125.57,426.39
848.25,883.5
891.7,926.79
280.37,927.11
599.23,367.89
962.28,365.06
956.62,319.42
836.02,498.92
690.77,312.79
332.36,315.05
39.92,270.01
816.11,548.87
753.82,549.16
786.39,556.48
780.15,556.68
851.26,382.84
744.84,868.6
738.88,382.75
830.95,405.51
559.39,849.55
448.17,884.26
286.63,924.26
955.03,372.49
959.51,277.55
451.66,337.08
403.77,316.15
521.05,321.49
18.61,294.36
547.55,297.23
519.31,295.78
888.73,523.25
851.41,277.26
864.63,274.17
