OpALPlus/BanditTaskLargeSparse,OpALStar/BanditTaskLargeSparse,OpALPlus/BanditTaskSmallRich,OpALStar/BanditTaskSmallRich
202.6,199.38,598.05,851.51
203.7,169.36,631.28,937.05
204.82,158.79,704.46,982.85
206.18,158.86,789.88,984.78
207.0,167.36,815.02,992.01
198.92,155.35,839.72,991.16
174.49,118.37,897.05,992.93
175.7,115.7,922.9,994.73
164.27,213.05,944.39,995.69
162.31,200.96,959.56,996.25
161.87,209.65,971.47,996.61
160.82,182.4,976.16,996.86
160.12,206.37,979.5,997.03
157.81,207.67,977.94,997.16
150.74,189.49,981.61,997.26
143.76,209.82,978.54,997.34
146.51,166.45,982.5,997.4
146.64,237.01,985.34,997.46
146.66,52.35,987.62,997.51
204.05,203.38,592.8,822.86
206.7,169.4,611.97,910.99
208.85,160.87,666.83,962.31
211.1,159.27,756.56,964.06
216.26,147.02,791.47,979.11
202.89,115.68,822.37,987.57
203.23,114.76,848.08,977.0
178.97,118.24,884.21,980.71
166.84,132.4,912.32,987.25
161.59,132.64,923.67,991.07
164.74,130.26,942.6,990.63
162.43,132.32,954.06,992.52
159.41,47.65,968.51,994.09
150.82,43.51,971.68,995.15
152.66,43.46,963.88,995.93
145.65,67.23,972.95,996.42
145.61,35.81,952.35,996.72
144.98,32.69,970.45,996.98
147.18,21.75,971.85,997.17
207.22,224.5,583.46,792.42
211.81,171.92,596.32,896.6
216.46,171.4,642.64,932.4
220.25,171.86,719.12,968.86
222.72,175.16,770.03,932.91
226.04,176.07,799.54,972.11
239.91,115.45,831.1,978.86
218.69,114.43,844.69,986.29
177.45,135.57,894.22,979.21
172.07,130.88,906.68,968.84
171.05,104.37,916.19,977.29
175.6,104.0,927.15,984.13
171.3,105.64,933.44,987.51
170.52,32.76,950.67,980.51
168.96,41.63,961.45,983.55
165.49,22.02,957.81,986.14
164.35,19.99,950.14,989.62
170.21,10.87,951.84,990.57
157.58,11.86,965.1,992.52
204.86,158.06,708.1,987.31
207.08,153.92,817.79,988.78
174.52,118.88,898.61,994.27
164.27,213.96,943.48,996.09
161.88,182.59,971.52,996.77
159.95,185.47,981.01,997.1
150.71,210.09,982.59,997.3
146.56,228.8,983.4,997.43
147.38,26.98,988.24,997.52
144.21,279.2,990.05,997.59
155.81,280.99,988.94,997.65
155.61,327.12,991.54,997.69
161.21,614.58,993.14,997.73
194.28,543.83,993.3,997.76
194.94,598.6,994.41,997.79
195.47,620.98,995.16,997.81
196.83,610.29,995.71,997.83
210.35,655.35,996.08,997.85
227.51,622.04,996.39,997.87
208.88,160.09,667.41,970.72
216.28,153.31,792.86,983.04
203.3,115.14,849.37,977.87
166.86,130.77,913.57,989.03
164.75,138.53,943.65,991.34
159.44,43.4,969.28,994.78
152.69,43.64,969.04,996.27
145.44,33.12,954.25,996.9
147.2,10.14,972.23,997.26
144.73,37.56,975.19,997.46
154.86,11.02,978.61,997.58
154.5,497.32,980.53,997.66
105.25,301.78,973.81,997.71
179.35,323.5,979.98,997.76
180.23,319.95,981.6,997.79
189.61,8.92,984.6,997.82
185.96,5.02,987.36,997.84
150.1,604.83,990.67,997.86
149.29,628.54,991.72,997.88
216.46,172.32,642.49,941.22
222.72,172.41,770.34,937.74
239.89,116.89,831.4,980.16
177.48,134.43,894.64,979.46
171.1,135.75,916.39,977.87
171.33,44.2,933.58,987.98
168.99,22.7,961.63,983.65
164.22,11.3,950.05,989.7
157.61,10.54,965.13,992.56
157.67,11.34,966.02,985.31
158.22,9.34,954.78,990.12
150.97,7.52,968.05,991.44
107.82,9.58,969.87,994.02
107.36,6.53,974.43,995.24
183.67,8.28,974.02,996.07
101.91,7.31,979.69,996.72
154.84,6.12,980.04,997.1
