ActorCritic/BanditTaskLargeSparse,ActorCritic/BanditTaskSmallRich
943.48,957.58
947.81,996.25
946.64,997.48
845.93,997.67
372.65,997.94
940.16,998.11
817.23,998.22
951.93,998.29
943.57,998.34
829.8,998.38
830.83,998.41
387.1,998.44
388.27,998.46
388.07,998.48
644.65,998.49
955.74,998.5
955.9,998.51
957.34,998.52
937.93,828.74
948.3,943.95
953.61,997.2
760.04,673.92
942.79,997.31
429.27,997.62
793.23,997.83
955.1,728.65
743.8,725.86
434.41,725.99
426.35,726.09
383.75,726.17
381.69,726.22
381.91,726.27
951.96,726.31
431.98,726.35
949.13,776.11
211.51,776.12
923.1,949.35
939.48,965.61
944.71,997.31
943.1,764.34
952.31,745.47
953.14,702.69
897.61,714.02
422.55,715.14
954.72,715.27
947.49,27.95
943.18,27.89
372.57,27.86
953.72,27.84
372.5,27.83
961.84,27.83
418.19,27.84
406.92,27.85
949.24,27.85
921.62,951.9
934.22,970.0
943.42,996.34
937.3,997.69
955.97,751.99
957.38,752.49
908.42,682.93
949.95,753.5
950.2,754.05
948.79,25.6
953.3,25.53
951.63,25.49
916.68,25.48
954.75,25.47
895.59,25.48
917.9,25.48
918.81,25.49
916.7,25.51
922.57,953.7
933.35,957.45
938.88,994.45
934.55,997.2
936.59,728.12
925.95,717.96
954.99,753.27
897.63,697.86
909.63,698.33
956.87,22.28
942.53,22.11
941.91,22.0
938.29,21.92
925.82,21.87
886.6,21.84
886.69,21.81
922.61,21.8
924.88,21.79
921.71,945.07
922.7,887.78
936.74,845.95
941.0,996.54
933.97,997.69
925.48,994.65
951.76,741.58
902.79,741.72
939.7,741.76
960.39,741.75
769.54,741.73
949.36,9.91
926.14,9.65
921.38,9.44
920.21,9.28
922.82,9.15
919.02,9.05
921.42,8.96
925.89,958.73
844.14,829.21
932.72,835.02
929.84,995.67
925.87,997.32
927.47,982.8
933.83,808.63
870.18,707.06
896.43,707.18
901.29,707.23
905.55,707.25
935.46,704.42
922.65,606.52
922.54,10.28
918.52,10.01
878.69,9.79
923.3,9.61
924.96,9.46
919.07,948.49
923.31,752.25
935.16,766.85
925.88,994.58
914.98,996.81
913.32,780.13
912.47,982.44
684.23,744.52
676.39,637.87
898.22,637.72
871.28,637.59
878.47,641.67
867.86,678.21
887.32,758.45
948.29,758.44
945.46,523.72
937.53,451.22
954.66,451.08
926.4,962.93
931.63,751.1
921.28,814.77
906.46,778.07
909.37,996.15
892.15,997.43
893.92,759.27
890.15,759.1
920.88,773.91
859.55,827.44
935.6,793.33
952.38,793.19
879.65,793.06
908.49,792.12
768.58,792.08
934.15,792.03
938.38,653.66
938.38,653.65
922.34,970.52
923.07,980.38
918.94,814.33
869.96,836.18
891.62,995.27
899.86,996.97
730.32,758.2
681.6,758.22
675.59,758.22
869.08,757.25
874.94,757.28
938.64,535.71
890.4,889.88
946.52,876.88
948.73,877.28
947.84,925.04
950.04,925.27
954.3,925.47
921.03,962.61
921.7,953.36
920.66,851.92
720.69,995.82
891.78,778.95
754.67,996.32
729.01,11.95
869.7,743.42
38.22,744.11
862.7,757.55
871.36,759.14
880.28,759.04
523.23,758.95
533.33,625.21
886.06,526.94
946.91,539.95
888.71,540.05
885.47,11.49
921.18,961.7
929.5,927.74
917.43,750.38
726.4,994.92
897.96,996.88
157.64,995.42
70.51,758.81
715.18,12.0
733.47,722.81
254.32,722.61
701.55,722.42
880.07,817.33
882.2,761.56
605.12,761.35
303.18,761.17
291.81,621.33
305.6,606.07
304.22,339.05
918.81,930.06
922.58,945.68
914.36,734.6
720.89,993.45
692.86,996.17
367.02,997.35
31.33,996.13
337.93,726.17
790.57,12.58
361.8,724.33
871.75,721.41
870.27,721.3
911.63,716.59
923.27,716.7
611.43,458.89
162.8,724.08
184.22,727.73
154.98,337.79
919.38,951.08
924.74,864.76
910.43,870.04
872.58,976.51
882.82,995.03
730.67,996.68
868.63,768.13
29.9,373.6
877.38,13.71
774.44,25.54
28.85,737.62
871.55,737.25
748.36,736.95
921.64,722.84
919.29,722.97
921.6,731.27
697.64,731.36
45.93,348.53
919.22,949.52
719.33,894.03
702.87,722.01
903.87,910.38
900.74,941.83
738.66,995.5
34.81,970.93
761.22,34.23
868.96,972.38
767.1,506.07
846.02,26.92
354.74,26.58
826.66,736.91
827.55,736.49
708.89,993.51
891.02,983.97
903.29,991.81
896.69,994.5
898.66,948.1
841.42,840.38
809.95,613.24
497.91,983.69
922.79,956.89
782.22,889.1
129.18,785.24
821.44,721.74
872.54,404.35
829.31,38.95
164.6,746.17
877.6,992.0
882.19,992.66
870.93,993.15
782.61,993.53
793.62,984.49
350.51,992.23
797.97,994.96
921.68,946.7
574.25,992.39
894.13,723.21
502.43,984.46
821.26,832.01
943.97,774.61
756.29,728.59
846.41,789.27
730.42,789.63
876.56,991.26
875.27,561.21
872.39,991.59
877.5,992.39
878.73,992.92
718.13,993.53
840.59,994.57
550.3,985.68
871.85,995.34
926.16,930.44
553.22,965.19
635.71,990.7
634.49,753.93
789.13,921.39
627.88,923.51
26.12,810.39
758.26,920.27
136.37,922.04
138.15,990.29
828.6,991.49
823.24,990.6
824.58,991.78
867.5,992.69
862.64,993.4
867.79,994.73
872.36,986.44
873.5,996.05
844.13,940.98
880.59,947.23
741.36,990.14
524.25,745.36
710.39,794.59
649.57,887.07
450.43,900.35
117.35,543.64
372.74,557.94
777.42,559.25
840.73,968.93
764.6,983.18
789.93,984.5
774.78,985.52
789.47,992.97
776.85,994.57
796.51,987.08
811.24,996.62
