OpALPlus/BanditTaskLargeSparse,OpALStar/BanditTaskLargeSparse,OpALPlus/BanditTaskSmallRich,OpALStar/BanditTaskSmallRich
20.6,18.5,49.8,53.7
21.2,19.0,50.5,53.8
21.1,19.2,47.9,34.4
21.2,19.8,47.7,27.1
22.0,16.3,45.5,12.8
22.1,18.2,43.1,11.7
18.5,18.2,43.9,6.3
18.5,20.8,15.9,3.6
18.7,21.0,39.1,5.4
18.7,24.3,30.6,3.5
19.0,27.5,11.6,2.3
18.8,30.9,34.4,2.1
17.6,35.9,8.0,1.0
18.3,38.8,4.3,1.0
18.6,41.0,2.9,1.0
16.8,43.3,2.5,1.0
18.7,47.1,2.4,1.0
17.0,49.2,1.4,0.9
19.1,48.1,1.2,0.9
20.9,18.6,49.7,54.7
21.4,19.0,50.4,53.9
21.9,19.0,48.9,44.0
21.7,19.4,47.9,37.0
22.2,16.0,46.8,26.7
22.3,10.6,43.0,13.4
23.2,12.0,42.4,12.1
19.0,19.4,21.0,11.7
19.0,17.8,43.6,11.6
19.0,21.1,38.2,10.6
19.1,20.8,19.0,13.7
18.9,23.2,44.4,11.2
17.6,35.0,45.0,5.6
17.9,31.5,8.8,1.0
16.6,8.8,8.6,1.0
16.5,8.8,8.5,1.0
16.7,8.9,5.9,1.0
16.9,2.2,2.8,0.9
18.3,2.2,2.4,0.9
21.5,24.2,49.5,55.4
22.1,19.5,50.2,54.5
22.5,19.3,48.1,43.2
22.9,19.9,47.9,40.1
23.9,16.4,47.0,32.6
24.3,16.8,42.4,11.2
23.6,10.6,41.9,10.9
23.8,10.2,24.6,6.3
19.5,7.3,40.9,12.2
19.5,19.4,42.3,14.5
19.5,21.2,21.3,14.8
19.4,20.1,47.5,5.7
19.4,23.3,47.4,9.5
19.4,8.4,9.3,1.1
19.4,2.4,9.6,1.1
18.9,2.1,8.6,1.0
19.7,2.0,8.4,1.0
18.4,1.9,8.2,0.9
18.4,1.8,7.2,0.9
21.1,19.2,47.9,33.6
22.0,16.4,44.8,11.9
18.5,18.3,43.9,5.6
18.7,24.3,38.6,4.1
19.0,27.2,11.4,2.1
17.6,36.1,20.7,1.6
18.6,41.3,2.9,1.0
18.7,47.8,2.4,1.0
19.1,64.5,1.2,0.9
16.3,67.5,1.0,0.9
16.3,75.1,1.0,0.9
16.4,77.4,0.9,0.9
18.2,78.1,0.8,0.8
17.8,77.1,0.8,0.8
18.3,78.1,0.7,0.7
19.6,78.4,0.8,0.8
21.8,78.6,0.8,0.8
21.3,78.8,0.7,0.7
22.1,80.1,0.5,0.5
21.9,19.0,48.8,41.4
22.2,16.0,46.8,23.3
23.2,11.9,42.4,11.2
19.1,17.7,43.7,12.0
19.1,21.3,19.0,11.6
17.6,31.0,42.8,5.1
16.6,8.9,8.7,1.0
16.7,8.9,7.6,1.0
18.3,2.2,2.4,0.9
15.9,1.9,2.1,0.9
15.3,2.0,1.4,0.9
10.9,1.7,1.1,0.9
11.8,1.7,1.3,0.8
10.6,1.6,1.0,0.8
10.5,19.2,0.8,0.7
11.5,16.7,0.9,0.8
21.6,9.6,0.9,0.8
24.6,76.6,0.7,0.6
19.9,4.9,0.6,0.5
22.5,19.4,48.1,44.0
23.9,16.5,47.0,32.6
23.6,11.9,42.6,12.4
19.5,7.3,40.9,12.2
19.5,18.0,21.3,15.1
