ActorCritic/BanditTaskLargeSparse,ActorCritic/BanditTaskSmallRich
1.2,98.2
1.1,96.2
0.8,99.4
0.9,99.4
0.9,99.4
1.1,0.1
1.1,29.0
1.1,29.0
1.0,29.0
1.0,29.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.1,0.0
1.1,0.0
1.1,0.0
49.7,0.0
1.2,97.8
0.9,92.9
0.8,20.1
0.9,88.6
0.8,88.3
65.3,88.7
0.9,88.7
0.8,86.9
0.6,86.9
0.7,86.9
0.8,86.9
0.8,86.9
0.8,86.8
0.8,86.8
0.8,86.8
0.8,86.8
0.7,86.8
0.7,86.8
1.6,96.3
0.9,87.2
0.7,97.1
0.7,8.8
0.7,86.6
1.1,86.8
63.3,86.0
0.7,86.0
0.7,86.8
72.2,86.8
0.9,86.8
0.8,86.8
0.7,86.8
0.7,86.8
0.7,86.8
0.7,86.8
0.6,86.8
0.6,86.8
65.2,97.7
0.9,97.7
0.7,97.4
0.7,80.1
0.6,87.3
1.0,84.4
0.9,84.6
0.5,81.0
0.5,81.0
0.9,88.7
0.8,88.7
0.8,83.1
0.8,83.1
0.8,86.8
0.8,86.8
0.6,86.8
0.7,86.8
0.7,86.8
3.5,95.1
0.9,98.6
0.8,85.3
0.8,5.7
0.7,5.4
58.4,82.0
0.6,81.9
0.7,82.2
0.6,44.3
0.9,18.9
0.9,85.1
0.7,85.1
0.8,87.0
0.9,86.5
0.7,83.0
0.7,84.1
0.7,84.1
0.8,84.1
3.6,94.1
0.9,97.3
0.8,13.5
1.0,1.7
0.7,6.3
62.9,83.4
0.7,6.9
0.7,67.1
0.6,55.2
0.8,55.2
0.6,19.1
0.6,85.1
0.8,85.0
0.7,85.0
0.6,86.9
0.5,86.9
0.6,85.7
0.6,85.7
10.6,94.6
1.7,94.5
0.7,1.7
0.9,7.2
0.8,94.4
70.1,79.5
0.7,62.7
0.6,78.8
0.7,59.3
0.8,85.0
0.6,85.0
0.6,85.0
0.6,85.0
0.7,85.0
0.6,75.4
0.7,75.4
0.6,75.4
0.6,75.4
1.7,95.2
42.3,97.8
68.9,58.9
41.6,95.1
0.8,96.0
47.0,96.2
0.8,6.9
0.7,81.4
0.6,87.0
64.6,87.0
0.7,91.7
0.6,93.2
0.6,50.5
0.6,50.5
0.6,86.6
0.6,61.0
0.6,61.0
14.8,75.2
38.8,60.2
1.2,98.3
41.5,94.9
41.8,94.4
68.6,96.8
0.9,89.3
0.9,97.7
0.7,78.4
33.3,76.4
56.0,87.0
0.5,84.9
34.1,84.9
29.2,86.2
0.6,86.6
0.4,86.6
0.3,86.6
0.3,86.6
29.3,86.6
2.6,93.9
1.5,98.3
42.2,93.7
1.8,97.3
85.8,9.1
0.9,97.8
0.8,97.3
0.7,78.5
0.7,85.4
0.5,85.4
0.6,92.7
0.5,84.8
0.5,86.9
0.5,85.3
0.5,86.2
0.3,86.7
0.3,86.7
0.5,86.7
2.1,94.3
29.9,98.3
70.3,59.1
79.6,95.8
69.9,76.9
1.6,72.0
0.8,82.1
0.8,3.7
0.8,72.8
0.8,67.3
67.4,66.5
0.8,87.8
0.8,86.7
0.5,87.5
0.4,73.7
0.4,72.7
0.3,70.0
0.6,70.7
12.7,93.6
0.9,98.3
72.4,59.1
1.1,94.2
77.1,97.3
1.5,9.4
0.7,96.6
40.9,72.9
0.8,81.7
0.6,61.4
0.5,53.3
0.7,58.8
42.7,24.9
0.6,24.9
0.4,17.1
0.4,5.9
0.3,66.0
0.3,73.7
85.5,92.8
7.8,98.4
68.0,53.8
12.7,0.9
80.9,91.2
0.6,9.4
0.9,73.8
0.8,69.3
0.9,90.4
0.7,96.9
0.7,96.9
0.6,96.9
38.9,96.9
42.5,80.7
0.7,69.4
0.5,65.4
0.4,60.9
0.4,24.9
2.0,94.3
42.8,98.4
76.5,57.9
42.1,99.4
1.7,9.4
1.5,9.4
27.0,96.4
0.8,91.1
1.3,91.5
1.4,97.6
0.9,97.6
0.6,93.3
0.6,92.2
39.1,96.2
0.7,96.2
41.1,96.2
38.5,76.6
0.4,76.6
2.0,81.7
0.8,98.3
65.8,98.9
8.0,99.4
78.8,9.4
18.8,9.4
1.1,99.0
7.8,98.6
1.9,98.8
1.7,14.9
1.4,92.7
42.1,93.2
0.7,94.7
0.7,99.0
31.7,99.0
0.8,99.0
0.7,98.8
0.5,98.8
1.0,77.4
39.7,99.4
66.5,99.4
67.4,99.4
19.3,9.4
20.8,9.4
1.1,91.1
28.5,98.8
66.4,95.1
86.0,87.2
1.5,98.6
43.3,98.9
0.8,98.7
73.3,99.0
31.2,99.0
31.9,98.8
0.9,93.7
47.6,93.7
1.0,62.1
42.6,99.4
67.1,99.4
46.3,99.4
22.1,9.4
21.7,83.3
20.6,80.1
18.3,95.8
1.4,93.6
30.0,95.2
31.9,95.6
29.9,95.7
30.0,94.9
1.6,95.1
42.4,99.1
1.7,98.9
42.6,96.5
59.9,96.2
39.9,98.5
0.8,99.4
47.0,99.4
79.2,8.0
19.2,8.8
18.6,31.0
20.7,90.7
29.0,96.6
59.8,98.3
27.5,98.3
73.5,98.5
17.1,98.0
1.2,98.2
25.9,99.1
80.8,98.9
75.8,98.9
80.0,98.5
77.0,98.7
15.3,98.0
0.8,76.1
62.4,99.4
60.8,7.8
24.1,8.8
18.5,30.9
1.1,9.3
0.9,9.4
25.1,41.9
29.7,41.9
23.8,97.7
24.5,98.6
24.6,98.0
30.5,98.2
74.4,98.9
76.4,98.5
78.3,98.7
73.2,99.6
