ActorCritic/BanditTaskLargeSparse,ActorCritic/BanditTaskSmallRich
3.0,98.6
85.0,99.2
86.4,99.0
71.4,99.0
75.6,76.2
71.4,76.2
53.7,76.2
53.8,35.0
53.9,28.8
38.6,28.8
19.6,28.8
54.3,28.8
53.9,28.8
70.5,28.8
54.4,28.8
70.5,28.8
71.0,28.8
90.0,28.8
1.2,95.3
1.7,98.0
69.1,99.0
0.9,98.9
0.9,99.2
0.8,99.2
56.3,99.2
57.1,99.2
0.8,99.2
74.1,99.2
18.8,96.6
18.8,96.6
18.9,96.6
18.8,96.6
19.0,96.6
53.0,96.6
18.3,96.6
18.3,96.6
1.1,97.6
1.0,94.5
1.0,91.6
0.8,92.1
82.3,99.2
0.7,99.2
0.8,99.2
7.2,99.2
0.7,78.2
51.0,78.2
0.7,77.6
0.8,77.6
0.7,77.6
0.7,77.6
0.7,77.6
0.7,77.1
0.7,77.1
0.7,77.1
1.2,94.3
81.5,92.9
0.7,92.7
0.8,99.0
1.2,99.2
50.5,99.2
0.9,80.1
0.9,78.5
57.4,78.3
0.9,64.1
0.9,64.1
1.0,71.6
55.8,71.6
1.0,97.1
5.1,97.1
0.8,97.1
0.8,97.1
32.1,97.1
1.1,91.4
0.9,72.3
0.7,92.1
0.6,98.9
0.7,99.2
75.2,98.9
46.1,98.9
86.8,99.0
6.5,99.2
0.7,99.3
6.5,99.3
7.3,99.3
57.6,99.3
60.0,99.3
90.0,62.9
89.9,62.9
42.9,62.9
75.6,62.9
1.1,90.7
1.0,93.6
0.7,91.6
0.7,65.5
0.7,98.9
0.7,98.9
73.5,99.0
87.5,98.9
53.3,98.9
85.2,99.3
0.9,99.3
52.7,99.3
73.3,99.3
73.0,99.3
53.0,99.3
72.4,64.0
88.0,64.0
72.5,64.0
1.2,88.7
1.0,89.8
0.9,87.9
0.6,72.7
0.6,99.2
0.8,98.9
0.7,98.9
80.4,98.9
76.1,99.0
78.1,99.3
10.8,99.3
43.6,99.3
63.8,99.3
61.4,99.3
61.2,50.3
43.8,50.3
66.7,50.3
45.2,50.3
1.3,90.3
1.0,92.4
1.0,90.7
0.6,98.9
0.7,99.2
0.7,98.9
1.7,98.9
87.1,71.7
12.3,47.9
84.5,99.2
86.6,99.3
69.1,99.3
72.6,99.3
85.8,99.3
0.7,50.2
83.9,44.8
78.5,44.8
70.4,44.8
1.2,88.7
1.1,93.0
1.0,92.9
0.8,99.0
0.7,97.3
87.9,72.8
1.7,99.4
1.5,76.6
1.8,44.7
15.1,44.7
85.9,44.5
22.0,44.5
83.0,44.5
70.7,98.8
83.6,98.8
83.5,98.8
75.6,98.8
87.3,44.8
1.3,90.7
1.1,92.4
0.8,97.2
0.9,99.0
0.7,95.2
16.1,99.4
1.9,83.9
1.7,73.8
1.5,77.9
1.6,75.7
1.7,67.2
88.0,47.4
88.0,64.2
88.2,98.7
95.7,98.7
87.1,98.8
87.4,98.8
84.4,98.8
1.3,78.5
1.1,92.2
0.9,86.1
1.0,99.0
0.7,99.4
16.0,98.8
63.2,85.8
1.7,78.1
1.5,82.8
1.6,79.4
1.5,98.2
1.8,98.2
96.8,98.2
95.2,98.7
90.8,98.7
91.0,98.8
91.0,98.8
78.3,99.0
1.6,83.2
1.4,47.6
0.9,67.9
1.0,99.0
0.8,88.4
15.8,98.8
15.9,92.9
16.0,95.7
1.4,69.3
1.5,89.5
1.5,98.2
1.7,98.2
1.7,98.2
1.7,98.7
96.8,99.0
95.2,99.0
89.8,99.0
89.3,99.0
1.7,83.2
1.1,92.5
48.6,87.2
1.1,82.2
0.9,65.5
81.5,98.8
13.8,89.9
86.7,89.9
18.3,50.1
14.4,50.1
1.5,98.2
1.7,98.2
1.5,99.0
1.6,99.0
1.5,99.0
1.7,99.0
1.6,99.0
96.8,99.0
66.7,82.8
1.2,90.1
1.3,83.0
1.0,82.0
1.1,43.1
8.4,98.8
10.4,76.0
17.9,83.7
18.0,60.9
94.2,82.4
88.2,53.1
90.2,99.0
1.6,99.0
1.6,99.0
1.7,99.0
1.6,99.0
1.5,99.0
1.6,99.4
1.7,78.9
1.1,90.0
1.2,89.9
1.2,93.3
1.0,96.3
10.5,96.3
10.9,93.0
84.6,75.7
18.3,76.1
66.4,40.4
93.7,51.5
90.1,99.0
88.6,99.0
93.4,99.0
1.8,99.0
1.4,99.4
1.4,97.8
1.4,98.0
1.8,82.1
1.6,84.5
2.9,77.3
1.3,91.9
0.9,23.1
9.8,77.5
13.7,21.1
84.1,21.0
10.5,97.0
11.2,97.5
46.2,98.7
92.8,99.0
93.5,99.0
80.0,99.4
15.9,97.5
92.9,97.5
93.7,97.5
94.0,97.6
1.7,89.7
1.7,87.4
1.8,88.1
1.6,91.3
1.1,77.2
9.2,76.6
12.3,64.2
12.4,96.4
80.6,96.8
76.6,97.0
76.3,98.4
10.6,98.7
10.8,97.5
83.7,97.5
16.3,97.5
91.9,97.5
90.3,97.6
93.1,97.6
61.0,87.3
1.8,89.8
48.0,82.1
1.5,97.5
1.2,96.5
55.3,96.3
67.6,96.1
62.1,96.4
44.9,96.5
43.2,96.8
77.1,97.2
80.8,92.9
81.0,96.0
8.8,96.5
11.9,96.8
83.5,96.8
84.1,97.0
85.0,97.4
52.8,85.8
10.7,89.6
1.3,72.7
3.5,97.5
20.8,96.0
6.5,95.8
7.3,95.8
49.7,96.3
50.8,96.1
50.2,96.4
68.6,96.7
67.7,96.7
47.5,96.4
47.1,97.9
49.2,97.9
47.7,98.5
50.1,98.5
51.2,98.8
