OpALPlus/BanditTaskLargeSparse,OpALStar/BanditTaskLargeSparse,OpALPlus/BanditTaskSmallRich,OpALStar/BanditTaskSmallRich
203.05,210.32,648.59,890.97
204.38,219.41,730.7,936.9
205.82,229.17,782.48,955.09
207.64,245.19,808.7,963.55
209.6,271.49,847.31,967.62
209.87,288.85,870.69,977.26
212.07,319.64,903.17,983.32
213.97,344.34,909.36,985.54
217.26,364.45,932.02,987.57
219.73,370.88,937.79,989.75
222.08,400.77,934.48,990.85
226.1,431.8,941.91,991.58
229.58,468.04,959.46,992.19
231.02,469.44,977.77,992.71
240.7,438.24,979.97,993.16
242.47,431.54,983.73,993.01
246.95,448.68,986.88,993.38
252.44,454.01,988.81,993.14
254.55,459.51,990.31,993.49
202.75,208.72,643.86,868.97
204.04,217.96,721.69,921.35
204.91,225.4,770.79,939.24
207.29,226.79,791.01,942.74
208.42,270.13,802.93,973.8
208.96,282.86,831.21,950.82
212.37,295.08,870.57,968.52
213.39,325.07,872.8,978.13
216.71,366.29,897.29,979.63
218.33,404.7,916.13,983.84
220.97,182.74,898.76,985.53
225.71,421.18,915.37,987.09
226.23,277.39,934.59,990.26
228.98,413.95,960.77,991.12
247.32,399.78,965.98,991.8
253.4,408.06,973.63,992.36
262.76,429.5,978.18,992.83
264.21,461.02,980.99,993.23
268.58,425.82,981.82,993.59
202.45,208.68,638.26,852.98
203.34,215.71,713.52,896.69
204.36,217.81,780.51,908.81
206.56,225.51,789.67,936.08
207.47,252.69,795.41,959.68
209.1,277.42,802.53,967.6
212.09,297.19,848.02,940.09
213.29,260.49,842.52,951.77
216.41,324.36,878.29,964.65
217.99,344.76,896.11,985.95
220.56,179.5,864.46,988.56
221.22,183.94,892.18,960.48
218.18,188.14,899.86,981.66
241.49,200.55,915.74,983.38
244.87,406.09,954.43,984.9
247.96,418.85,961.16,989.1
255.02,320.21,963.61,990.06
263.88,25.78,969.05,990.74
266.16,14.19,973.33,991.39
205.89,232.34,782.72,963.79
209.66,266.7,851.09,984.2
212.15,325.65,905.23,984.3
217.34,367.69,930.57,988.42
222.38,406.58,934.53,991.16
229.78,468.79,960.58,992.4
240.92,428.63,981.0,993.33
246.99,453.11,987.29,993.48
254.53,458.97,990.58,993.58
275.76,498.31,987.01,994.16
285.6,532.42,984.53,994.68
312.88,554.69,987.91,995.06
326.52,582.22,990.49,711.42
335.02,589.99,991.68,28.16
337.55,602.61,992.57,21.03
337.9,662.61,993.33,19.4
359.01,675.4,994.53,18.2
355.4,693.74,995.0,16.85
356.69,698.46,995.39,16.3
204.96,224.98,773.17,942.46
208.46,267.11,810.32,977.21
212.41,298.98,871.57,972.0
216.75,376.54,897.93,981.29
220.99,185.55,898.98,986.51
226.25,200.1,934.86,990.6
247.3,402.23,966.62,992.0
256.14,456.55,978.37,992.96
268.51,455.58,982.33,992.35
271.33,460.98,977.83,992.98
286.5,541.04,983.3,993.49
309.9,564.96,899.83,984.05
311.96,570.71,980.11,984.44
338.05,588.99,983.87,677.29
353.82,627.68,986.82,608.64
217.08,619.15,988.82,707.78
348.34,580.43,990.4,704.67
358.65,666.94,991.6,649.85
381.08,10.01,992.53,652.88
204.39,216.48,782.44,913.58
207.49,253.2,794.93,962.46
212.09,297.36,848.12,944.34
216.43,322.5,878.18,966.53
220.57,180.72,863.87,978.32
218.21,175.25,899.35,982.17
244.82,369.58,954.31,985.15
228.46,282.39,963.43,990.17
266.12,14.07,973.19,991.45
269.77,3.7,981.54,992.4
283.34,3.25,974.19,993.11
311.56,2.58,981.3,993.67
318.28,2.58,982.62,993.34
318.71,1.82,976.2,767.74
164.26,1.7,898.31,751.7
163.93,1.54,986.68,715.26
229.8,1.52,979.19,705.63
252.75,1.62,982.44,980.93
269.52,1.61,987.45,981.01
209.75,284.83,861.96,982.81
214.17,360.37,914.6,986.85
222.54,431.52,933.48,991.41
231.08,437.8,977.82,993.04
247.0,456.7,987.92,992.96
272.15,478.33,985.91,993.94
286.29,548.32,984.88,994.67
311.99,576.05,989.89,704.3
335.0,596.89,991.69,24.07
337.09,667.09,993.02,19.32
358.84,690.99,994.55,16.98
356.11,673.57,995.21,16.12
361.7,699.65,978.27,15.27
389.55,707.77,8.67,2.15
404.33,706.98,6.71,1.95
421.12,851.0,5.26,1.71
451.67,889.27,4.19,1.57
853.05,897.7,3.41,1.45
856.08,896.48,2.49,1.34
208.52,265.55,812.0,966.99
213.51,324.3,874.52,980.7
221.03,414.48,899.33,972.61
229.01,393.59,961.61,991.57
256.26,429.35,978.67,993.06
271.52,457.57,985.27,992.69
286.36,563.92,983.37,993.48
311.83,568.11,902.82,984.08
343.56,635.87,983.75,673.2
355.21,631.65,987.8,768.06
347.91,613.76,990.33,759.24
360.41,659.09,992.04,671.01
384.44,673.12,993.17,673.76
169.37,679.35,976.12,768.9
172.95,23.95,544.08,159.33
335.0,12.92,549.42,5.18
448.09,967.7,548.98,4.42
454.39,742.01,583.21,3.56
456.49,742.95,112.46,3.2
207.52,252.34,795.35,962.94
213.35,269.01,843.41,956.74
220.58,172.22,862.88,978.9
241.39,196.72,910.5,971.33
228.44,25.15,963.11,990.22
266.08,4.24,978.97,991.99
283.11,3.11,973.85,993.12
312.11,2.61,979.65,993.9
314.64,1.84,975.71,777.54
162.87,1.55,903.61,772.59
231.18,1.65,982.51,980.7
248.05,1.59,985.03,980.85
275.03,1.54,988.74,980.65
291.18,4.99,984.64,768.38
172.65,4.19,984.29,802.32
405.19,4.5,985.89,807.0
381.22,3.39,987.04,780.66
421.82,3.31,562.19,23.41
453.65,3.49,566.9,21.17
212.41,334.58,914.61,986.71
222.71,442.18,937.34,991.6
241.18,433.52,983.43,993.02
254.69,465.55,991.45,993.68
286.33,553.51,984.12,994.64
318.18,579.01,990.81,30.83
337.29,659.76,992.71,19.4
360.56,701.28,994.57,16.59
356.22,697.22,995.39,15.22
390.56,700.97,10.23,2.29
419.2,708.41,7.25,2.0
417.55,887.62,5.26,1.69
468.81,900.14,3.93,1.52
857.79,895.88,2.64,1.36
879.1,891.78,2.11,1.24
880.72,899.94,1.72,1.12
876.73,925.13,1.26,1.03
462.1,926.43,1.07,0.94
511.08,926.89,0.97,0.86
212.58,296.1,880.62,978.25
219.66,410.94,899.79,975.04
244.66,403.86,969.35,992.27
268.21,456.11,982.85,992.37
288.37,561.58,983.46,993.45
322.56,576.1,987.18,983.99
353.72,612.4,986.58,670.89
347.67,646.82,990.23,761.82
364.45,561.39,992.41,681.5
171.72,21.76,976.24,744.36
172.97,20.55,545.76,302.68
459.67,978.91,556.65,369.26
453.73,730.55,548.69,4.94
457.41,8.6,148.37,4.08
471.7,875.34,110.98,3.2
477.05,880.92,36.41,2.84
457.13,811.58,21.46,2.56
545.57,847.08,11.37,2.35
528.34,884.14,8.41,1.91
211.17,276.2,848.48,946.89
220.6,164.32,861.48,980.56
245.0,302.87,954.22,985.21
266.27,6.18,972.6,991.47
281.73,2.85,973.37,993.1
318.3,1.87,982.04,993.25
165.06,1.71,887.24,802.93
231.16,1.65,981.94,980.57
268.88,1.59,985.9,980.75
312.71,1.39,983.75,743.38
172.54,1.23,984.03,797.18
374.22,3.32,986.13,782.71
415.43,2.99,575.31,771.21
460.25,3.23,569.52,378.42
457.23,3.2,180.28,527.47
521.86,2.96,267.81,37.49
542.52,3.32,641.64,22.05
559.54,3.02,269.51,5.92
563.32,744.17,253.63,2.65
215.26,380.57,937.16,989.36
231.75,432.23,981.79,992.68
253.61,496.8,991.94,993.7
291.9,568.7,985.91,994.77
335.22,638.71,991.94,22.51
356.86,700.53,993.73,16.54
356.84,702.19,995.39,15.01
377.49,878.89,10.37,2.29
419.97,892.68,6.82,1.95
459.03,899.06,4.63,1.6
860.65,903.21,3.29,1.4
699.49,903.0,2.15,1.24
880.51,923.75,1.67,1.1
459.3,924.28,1.18,0.98
541.56,919.62,0.99,0.88
554.67,921.14,0.87,0.8
561.53,921.72,0.78,0.72
571.9,923.3,0.7,0.65
583.86,923.49,0.63,0.59
217.2,363.52,900.72,983.56
229.12,464.01,961.98,991.82
267.99,490.84,983.15,992.33
289.36,563.33,886.11,983.21
337.37,614.72,983.34,690.52
225.43,509.94,989.31,776.23
364.93,119.2,992.3,686.25
168.47,4.87,976.2,759.01
334.46,7.3,568.06,671.23
449.42,979.92,568.42,373.28
456.84,739.66,567.19,5.29
470.23,867.8,131.71,4.23
553.2,888.59,49.38,3.13
462.25,853.01,22.15,2.72
506.38,862.61,11.07,2.42
537.21,916.09,7.84,1.85
561.85,10.91,6.22,1.74
581.28,911.05,5.0,1.65
592.08,919.01,1.95,1.55
214.49,289.64,882.94,971.15
219.96,169.83,909.41,972.61
266.03,4.89,972.13,991.42
285.89,2.81,977.19,993.34
315.12,1.63,973.86,757.84
165.49,1.63,986.76,980.37
268.88,1.44,984.98,980.61
325.39,1.28,984.09,785.57
180.29,1.55,984.85,756.83
381.22,2.79,987.04,779.71
459.0,2.81,584.28,687.85
459.22,3.36,588.26,722.07
526.48,2.94,207.44,718.24
560.09,2.66,263.82,663.12
561.16,3.82,274.65,404.54
570.9,3.6,291.82,7.18
574.39,3.67,34.26,2.51
605.82,3.56,5.06,2.39
31.16,984.11,4.28,2.29
225.42,463.25,944.04,991.89
249.39,460.29,989.49,993.05
286.84,565.38,930.91,994.5
335.11,698.97,992.06,20.19
361.01,697.88,993.98,15.98
363.42,878.55,976.88,14.67
405.5,898.76,9.12,2.17
443.64,905.37,5.67,1.8
855.79,920.43,3.72,1.45
855.82,892.05,2.23,1.24
875.48,917.46,1.66,1.08
457.92,924.32,1.08,0.95
545.66,919.67,0.93,0.84
560.24,917.46,0.8,0.74
580.36,918.15,0.7,0.66
601.75,923.45,0.62,0.59
602.89,923.18,0.93,0.86
632.79,923.27,0.8,0.78
696.17,924.97,0.72,0.7
219.83,422.59,900.89,975.47
255.97,455.38,969.16,993.22
287.67,542.49,984.37,982.7
333.56,472.3,983.03,702.99
347.11,9.46,989.92,697.39
385.1,4.32,992.89,794.23
180.46,115.75,661.44,685.89
445.19,741.76,575.52,682.18
448.59,746.39,577.79,686.36
474.35,746.91,159.71,715.73
461.33,770.32,57.08,4.42
504.45,866.97,29.33,3.08
545.65,916.59,11.34,2.63
563.48,917.57,7.71,1.81
586.09,922.02,5.93,1.69
599.33,919.83,2.03,1.59
620.87,919.26,1.57,1.48
621.88,927.18,1.47,1.41
639.48,987.56,1.39,1.35
220.66,358.88,848.58,980.68
228.38,10.78,965.15,990.04
271.09,2.99,971.88,992.98
325.59,1.55,972.62,854.25
181.75,1.43,987.24,980.28
270.9,1.33,987.39,980.51
172.63,1.15,983.21,850.77
380.06,2.55,986.42,830.84
462.44,2.81,585.27,830.59
460.74,2.81,598.1,775.42
541.08,2.56,252.79,738.19
560.03,3.38,646.64,734.69
566.32,3.35,283.19,740.02
575.53,3.19,299.87,735.84
395.49,3.48,34.18,2.56
30.45,3.48,4.6,2.39
618.3,3.24,2.46,2.27
44.32,3.1,2.31,2.11
26.17,983.73,2.2,2.06
229.83,486.93,973.71,993.01
272.77,553.08,989.19,993.76
318.69,672.68,991.21,28.02
357.61,707.37,993.74,16.04
358.05,879.58,995.65,14.49
416.56,876.27,9.8,2.21
462.97,914.56,5.7,1.79
855.95,891.96,3.54,1.39
879.54,924.38,2.02,1.17
468.84,917.46,1.23,1.01
554.18,918.9,0.96,0.87
563.81,923.14,0.82,0.76
580.38,924.65,0.7,0.66
604.69,923.45,0.61,0.58
642.44,918.47,0.92,0.89
698.75,923.27,0.78,0.76
698.86,924.18,0.69,0.68
702.19,924.4,0.62,0.61
702.41,924.38,0.55,0.55
226.9,349.07,935.06,991.36
269.69,57.25,987.19,985.66
312.05,13.11,907.11,790.67
218.73,9.57,988.86,980.78
383.57,6.62,992.73,806.91
273.21,9.19,541.77,784.49
449.75,732.45,573.83,766.09
462.16,14.77,562.5,749.42
491.8,900.01,189.15,744.37
543.87,869.62,113.1,5.61
545.87,910.97,30.49,4.25
563.02,918.39,10.72,2.89
586.26,918.76,7.06,1.73
606.02,916.78,2.1,1.61
622.85,923.38,1.55,1.5
631.43,923.03,1.44,1.39
702.8,988.02,1.35,1.33
701.86,988.1,1.29,1.27
700.72,988.16,1.23,1.22
224.8,423.17,895.96,955.37
265.06,3.18,975.14,991.71
309.47,1.7,979.91,994.68
166.18,1.4,987.78,980.05
276.28,1.26,985.32,980.35
187.15,1.09,983.32,779.38
378.6,2.8,986.84,832.6
441.53,2.66,582.04,771.95
525.7,2.36,595.78,784.45
556.69,2.92,245.34,824.02
564.8,2.85,267.6,759.31
579.63,3.04,262.26,763.91
499.18,2.81,263.46,742.81
29.65,2.66,4.94,2.67
514.11,2.55,2.45,2.43
28.73,2.47,2.28,2.27
676.96,984.31,2.16,2.04
690.15,984.34,2.07,1.99
10.1,2.87,2.0,1.95
240.23,451.77,985.53,993.01
288.54,630.2,934.18,120.13
335.35,691.16,992.91,17.24
