ActorCritic/BanditTaskLargeSparse,ActorCritic/BanditTaskSmallRich
88.2,98.5
91.0,98.9
80.9,98.7
87.6,19.6
91.0,18.7
38.4,97.8
90.3,97.8
81.7,97.8
88.9,97.8
39.3,97.8
28.4,97.8
35.9,97.8
36.4,98.3
23.6,98.3
36.2,98.3
23.6,98.3
81.7,98.3
81.7,98.3
82.2,98.0
90.4,98.0
2.5,65.0
83.8,76.6
87.0,49.8
77.9,1.4
89.5,0.7
78.0,0.7
0.6,14.5
0.8,0.7
81.1,14.5
81.1,14.5
94.7,14.5
94.7,14.5
94.7,14.5
94.7,14.5
88.1,14.5
94.7,14.5
85.7,97.9
82.8,98.8
48.3,96.3
52.7,96.7
52.9,73.1
54.0,72.0
1.6,77.2
1.6,77.2
0.5,26.9
54.1,26.9
54.0,26.9
76.9,26.9
77.0,26.9
53.1,26.9
78.1,26.9
97.8,26.9
95.0,98.6
80.9,98.6
85.2,97.8
84.0,96.3
47.7,98.5
92.6,96.7
92.3,96.7
22.0,96.2
0.5,71.8
2.1,96.4
0.5,98.6
22.6,98.6
0.4,98.6
53.5,98.6
1.6,98.6
53.9,98.6
53.9,98.6
28.1,98.6
53.8,98.6
0.6,98.6
85.4,97.8
83.6,97.3
91.8,98.5
92.2,92.8
0.7,81.9
0.6,89.4
2.5,27.5
52.1,27.5
48.6,29.4
49.7,29.4
51.6,43.2
48.7,29.3
0.3,7.9
0.3,6.7
51.1,6.7
1.6,6.7
51.6,6.7
0.5,6.7
76.3,97.8
82.5,97.9
0.4,88.2
91.3,93.2
56.3,98.4
92.2,96.2
88.4,96.2
61.1,96.2
53.2,82.0
50.8,91.3
48.4,83.1
1.5,98.7
0.5,98.7
20.1,98.7
20.0,98.7
46.0,98.7
19.9,98.7
0.4,98.7
76.7,98.2
82.2,98.0
46.7,98.5
90.6,92.5
91.1,89.5
91.1,74.5
62.6,88.0
55.2,88.0
53.3,81.9
0.8,92.6
1.7,92.6
2.3,98.7
43.7,98.7
1.8,98.7
0.7,98.7
32.0,98.7
36.5,98.7
47.7,98.7
67.8,98.2
80.0,98.0
74.3,98.5
90.3,95.0
91.3,98.4
90.6,73.7
56.6,73.7
0.3,88.0
4.1,98.6
50.5,98.6
55.4,98.6
45.9,89.3
49.0,89.3
0.7,98.7
43.4,98.7
1.7,98.7
39.8,98.7
44.2,98.7
75.2,98.2
83.0,98.0
67.3,98.5
90.7,95.0
92.3,96.4
91.0,75.5
55.2,52.0
1.4,75.0
0.8,98.6
64.5,98.6
3.7,98.6
0.4,98.6
54.8,98.6
56.8,89.8
51.9,89.8
0.5,98.7
0.4,98.7
1.0,98.7
72.8,98.2
80.7,98.0
46.5,98.5
92.0,94.9
90.5,96.4
92.8,55.9
55.5,52.0
4.4,52.0
1.4,75.7
2.9,98.6
1.1,98.6
33.3,98.6
50.4,98.6
1.0,98.6
50.7,98.6
1.1,98.6
0.3,98.6
1.1,90.2
89.3,98.2
47.1,97.9
0.3,98.5
92.3,98.5
90.5,76.7
51.4,76.3
4.4,75.0
11.8,67.4
91.3,79.6
54.0,79.7
1.3,94.7
3.1,98.6
45.0,98.6
0.5,98.6
0.8,98.6
41.0,98.6
0.9,98.6
2.5,98.6
89.3,98.2
89.7,97.4
48.7,98.5
91.7,98.5
90.3,76.7
87.5,57.1
7.4,73.1
92.5,73.1
92.7,98.2
91.2,98.2
68.5,83.9
0.6,86.9
1.2,83.3
40.8,93.5
0.7,93.7
55.2,98.6
1.2,98.6
0.6,98.6
89.5,98.2
2.0,97.0
0.4,97.9
92.8,98.1
91.5,72.4
85.2,76.8
2.6,76.1
85.6,74.3
88.0,82.9
91.0,85.9
10.1,80.0
49.9,98.2
4.0,98.2
0.6,98.2
0.3,88.2
0.4,87.5
0.3,84.8
0.5,98.5
89.6,98.2
2.8,96.9
69.3,97.1
91.4,98.5
7.3,65.6
2.0,76.8
81.7,76.1
90.8,92.8
5.5,90.0
84.6,90.1
1.5,88.6
3.3,98.1
54.8,81.0
50.0,81.0
49.0,85.7
55.3,89.3
1.5,95.7
0.3,95.7
90.6,98.1
45.1,96.9
64.6,96.4
91.3,98.0
7.8,57.7
11.8,57.8
80.8,76.1
89.7,97.8
88.9,97.8
86.4,88.6
83.2,88.6
87.8,89.8
86.2,92.9
2.0,93.0
83.6,87.7
54.8,93.1
52.4,93.1
42.8,98.1
81.8,98.1
81.9,95.9
82.9,95.2
0.6,85.2
12.2,60.7
62.2,68.6
81.5,49.7
25.0,97.8
89.0,97.8
90.5,98.0
91.1,88.5
87.0,90.1
88.6,84.6
83.9,90.7
83.7,82.5
89.0,84.2
2.9,84.2
1.9,76.9
83.8,98.1
61.0,96.5
0.3,80.1
0.3,85.5
91.8,75.8
5.9,76.0
82.2,96.9
88.9,96.9
84.7,89.7
79.1,77.2
88.8,72.3
90.2,72.3
89.1,72.3
89.0,3.5
89.6,65.7
88.1,65.2
88.8,66.8
58.7,66.3
86.5,97.6
0.8,96.0
84.2,95.5
0.4,81.3
91.6,76.0
79.3,54.6
76.9,84.1
89.1,64.4
80.5,76.5
88.6,76.5
88.9,76.5
89.1,38.4
86.8,49.3
25.5,70.9
75.8,71.2
90.1,62.0
89.4,61.5
88.6,62.6
84.5,95.8
82.5,96.8
65.9,95.3
0.3,91.7
91.4,70.1
78.2,59.5
82.2,78.0
24.3,76.5
20.4,76.5
4.3,76.5
31.1,76.5
31.0,76.5
31.5,50.6
89.4,40.5
86.3,32.3
88.9,9.5
89.4,6.5
88.6,6.5
