OpALPlus/BanditTaskLargeSparse,OpALStar/BanditTaskLargeSparse,OpALPlus/BanditTaskSmallRich,OpALStar/BanditTaskSmallRich
214.49,241.05,547.75,696.28
223.02,254.68,578.22,737.79
233.8,266.27,602.17,687.57
240.76,310.92,620.89,732.03
233.85,387.91,645.16,851.65
244.54,338.15,680.21,883.65
251.37,574.81,646.17,922.01
231.82,601.85,656.04,923.09
288.09,611.07,702.08,958.83
307.12,616.92,651.62,960.25
261.22,647.79,770.58,963.6
266.05,649.77,716.41,966.47
291.65,674.42,712.32,969.65
300.07,701.3,703.07,974.86
325.18,708.99,678.82,976.25
337.37,710.47,687.58,979.48
340.23,791.51,691.72,980.76
386.25,793.16,700.55,980.87
395.07,777.12,699.69,980.97
215.4,241.14,540.6,641.49
227.18,284.31,566.55,667.71
234.73,264.93,587.88,724.55
245.0,298.51,611.92,745.66
239.0,321.74,627.12,835.98
248.86,391.12,641.43,838.98
252.55,576.39,674.46,742.28
257.75,589.62,649.34,846.5
262.07,609.46,662.07,866.01
305.75,622.72,679.64,802.01
320.0,639.71,710.68,874.56
329.01,650.95,702.55,936.11
288.48,669.48,737.08,952.78
291.56,691.64,731.37,952.65
300.39,707.24,721.83,901.65
305.45,651.54,726.48,975.43
311.95,743.98,742.0,978.96
319.26,751.61,732.76,979.8
342.88,795.47,733.16,982.27
215.7,246.12,531.53,632.07
227.82,286.54,547.26,662.4
235.17,256.87,570.34,725.36
245.43,295.75,621.33,751.84
242.91,318.4,616.41,770.22
250.06,391.56,633.07,772.13
253.48,574.7,645.78,729.29
260.86,593.52,679.87,757.58
285.97,612.3,653.71,768.82
308.68,513.2,660.87,802.84
318.51,633.78,675.24,724.78
329.84,655.03,742.84,772.6
399.89,658.64,725.62,787.37
407.73,678.19,722.97,775.29
293.88,689.44,727.73,886.59
302.36,634.97,729.01,953.84
308.37,639.74,703.22,960.58
320.34,641.89,732.58,955.59
324.42,646.26,742.64,839.18
234.18,273.36,604.09,699.18
233.86,391.05,647.34,889.27
251.39,575.38,646.16,922.75
288.08,611.86,694.93,961.71
261.22,648.27,772.26,968.15
291.64,697.1,722.39,976.25
325.15,738.04,679.04,977.77
339.66,792.28,694.78,979.48
394.98,806.82,702.08,981.34
433.59,819.73,726.22,981.48
425.24,925.13,875.19,982.44
446.6,926.24,925.42,982.48
447.58,934.19,901.56,982.52
620.79,866.56,938.38,982.55
629.81,939.15,948.51,982.58
638.24,932.54,945.77,982.6
647.05,932.16,972.05,982.62
649.96,930.08,977.11,982.63
687.08,936.39,977.98,976.17
234.72,265.05,588.19,721.24
238.99,321.95,627.79,775.17
252.53,574.33,675.19,756.79
262.05,604.73,663.41,808.7
319.8,632.73,712.12,934.91
288.42,668.54,737.64,953.6
300.42,706.49,722.47,949.79
311.85,665.68,743.23,978.95
342.74,800.23,733.84,982.96
