OpALPlus/BanditTaskLargeSparse,OpALStar/BanditTaskLargeSparse,OpALPlus/BanditTaskSmallRich,OpALStar/BanditTaskSmallRich
201.49,206.07,564.63,677.48
202.18,208.48,587.94,696.8
202.88,209.9,616.05,745.23
203.45,215.63,656.19,836.44
204.4,171.88,674.7,937.27
205.04,177.4,681.4,967.9
205.84,199.48,690.72,978.79
206.62,194.42,694.62,984.24
206.99,195.92,705.98,990.34
208.0,372.06,724.16,992.54
206.68,373.55,707.57,993.67
207.64,365.21,699.36,995.25
208.6,363.11,728.02,996.24
209.23,315.91,727.92,996.89
210.79,320.19,744.2,997.31
212.8,297.65,733.67,997.62
214.6,164.6,948.87,999.46
214.55,341.98,963.39,999.48
175.92,347.1,967.75,999.5
201.91,207.63,546.51,614.29
202.84,211.16,573.07,605.0
203.76,185.91,584.38,619.6
205.01,180.82,603.8,647.0
205.89,192.96,628.35,670.41
206.75,187.32,674.0,861.21
207.48,178.56,695.04,835.66
208.33,149.94,694.92,912.91
209.74,149.79,698.86,926.01
210.59,157.55,699.3,948.19
211.37,378.63,639.99,960.88
213.15,354.91,619.46,977.56
214.24,354.98,632.09,982.27
216.11,354.16,727.7,986.29
180.77,370.33,623.87,987.47
182.09,335.04,630.01,991.51
176.99,455.75,851.4,999.33
175.11,451.53,887.6,999.4
174.72,454.61,889.48,999.45
201.8,206.96,538.85,598.81
202.66,184.31,554.39,593.66
203.52,175.44,571.63,587.75
204.66,170.71,572.1,611.71
205.59,160.86,587.34,583.91
206.54,166.64,604.04,584.65
207.21,154.23,612.88,650.12
207.52,193.72,676.41,526.24
208.71,148.68,698.24,487.02
209.71,193.07,679.78,671.56
183.89,218.07,700.85,670.4
177.59,141.14,707.71,663.04
176.33,163.52,624.94,553.84
174.75,417.43,709.49,616.97
173.09,450.22,721.98,722.93
179.69,468.72,625.04,939.45
175.98,494.72,640.99,997.69
174.67,509.27,642.24,998.22
174.1,517.58,752.48,998.61
202.94,212.42,618.89,824.68
204.48,179.69,676.74,953.02
205.95,202.22,692.62,980.31
207.12,201.78,707.55,992.14
206.84,364.13,715.24,995.23
208.78,312.43,729.34,996.92
211.0,329.72,747.14,997.66
214.83,170.79,950.37,999.47
176.06,340.91,968.37,999.51
172.58,187.4,987.62,999.54
171.98,347.29,991.39,999.57
322.97,116.85,993.7,999.59
332.97,356.06,994.77,999.61
304.37,129.54,996.19,999.63
308.49,100.17,997.17,999.64
314.22,67.26,997.85,999.66
354.28,77.82,998.31,999.67
362.64,83.83,998.66,999.68
369.26,70.93,998.9,999.69
203.79,185.87,584.67,623.01
205.93,194.97,628.79,717.32
207.54,185.96,695.74,892.72
209.81,156.64,699.39,932.35
211.5,164.68,640.16,976.68
214.27,363.6,632.25,985.33
180.86,422.57,623.92,991.18
176.21,760.79,851.94,999.39
174.54,338.84,890.05,999.48
192.45,457.42,966.71,999.53
191.22,436.14,974.47,999.56
182.37,441.36,974.98,999.59
182.23,318.44,980.89,999.61
359.53,75.35,987.83,999.63
368.19,773.13,990.78,999.64
366.44,598.02,992.61,999.66
376.82,771.63,994.29,999.67
354.32,80.93,995.65,999.68
355.0,907.64,995.69,999.69
203.54,175.81,571.66,603.75
205.61,168.75,587.34,578.93
207.14,155.93,612.88,653.6
208.76,207.15,698.31,497.68
183.95,224.91,700.85,636.59
176.4,166.68,624.79,622.06
173.18,449.72,620.61,892.24
176.08,499.86,639.97,998.0
174.19,320.96,761.51,998.75
161.57,101.0,840.08,999.16
158.09,876.73,905.74,999.38
156.49,746.09,928.69,999.49
156.8,748.55,941.6,999.56
151.6,772.04,967.5,999.6
173.59,900.84,971.55,999.63
173.87,692.0,977.31,999.65
182.52,928.9,981.57,999.66
383.62,935.37,978.97,999.68
385.13,888.34,985.58,999.69
204.62,179.49,677.66,968.81
206.62,200.43,698.81,991.42
207.09,301.18,713.55,996.24
209.74,353.62,730.59,997.67
215.22,351.06,952.96,999.47
174.95,188.3,975.03,999.53
172.26,346.64,992.09,999.57
327.52,140.26,994.31,999.6
304.99,87.27,996.51,999.63
311.63,91.0,997.74,999.65
357.23,78.02,998.43,999.67
364.63,69.83,998.86,999.69
370.66,73.3,999.13,999.7
375.16,67.96,999.3,999.72
390.62,62.57,999.41,999.73
377.82,61.97,999.49,999.74
384.49,43.09,999.55,999.76
370.26,44.2,999.6,999.77
338.4,44.42,999.64,999.78
206.01,197.47,629.53,810.89
208.52,152.29,696.48,928.25
211.65,165.0,640.44,979.37
216.43,745.78,733.17,990.64
176.4,444.14,852.96,999.42
173.7,460.05,904.53,999.52
191.88,543.72,974.3,999.57
182.61,382.27,978.73,999.6
359.66,772.58,988.22,999.63
367.88,678.77,992.23,999.65
