ActorCritic/BanditTaskLargeSparse,ActorCritic/BanditTaskSmallRich
7.4,99.5
16.1,99.8
86.1,99.9
0.7,99.9
2.1,100.0
0.7,100.0
0.7,100.0
1.0,100.0
1.0,100.0
1.0,100.0
1.0,100.0
1.1,100.0
1.1,100.0
22.4,100.0
1.0,100.0
1.0,100.0
79.6,100.0
1.0,100.0
8.5,99.2
86.0,99.4
10.3,99.6
1.6,99.8
0.6,99.9
0.6,99.9
0.6,99.9
0.5,100.0
0.5,100.0
0.6,100.0
0.6,100.0
0.4,100.0
0.5,100.0
0.5,100.0
0.4,100.0
0.4,100.0
0.4,100.0
0.4,100.0
9.8,99.1
89.1,99.1
10.1,98.3
3.2,99.8
0.6,99.8
0.5,99.8
0.5,99.8
0.5,99.9
0.5,99.9
0.5,99.7
0.4,99.9
0.3,99.9
0.4,99.9
0.3,99.9
0.3,99.9
0.3,67.5
0.3,67.5
0.3,67.5
61.3,98.2
63.2,99.3
9.9,99.6
85.4,96.5
2.6,99.8
1.0,99.8
0.4,99.8
0.4,99.8
0.4,99.8
0.4,99.9
0.4,99.9
0.4,99.9
0.3,99.9
0.3,99.7
0.3,99.7
0.4,99.7
0.2,99.7
0.3,99.7
52.6,98.2
90.0,99.0
43.8,99.6
83.4,99.7
2.8,99.7
0.7,99.8
0.5,99.8
0.6,99.8
0.5,99.8
0.4,99.8
0.3,99.8
0.4,99.8
0.3,99.9
0.3,99.9
0.3,99.9
0.2,99.9
0.2,99.9
0.2,99.9
81.8,98.4
41.6,98.7
90.5,99.4
69.9,99.7
2.8,99.7
2.8,99.4
0.6,99.8
0.6,99.8
0.5,99.8
0.4,99.8
0.4,99.8
0.4,99.8
0.5,99.8
0.4,99.8
0.3,99.8
0.4,99.8
0.4,99.8
0.3,99.9
82.3,98.8
51.8,98.7
84.5,99.1
4.4,99.5
0.7,99.7
3.0,99.7
0.8,99.1
0.6,99.8
0.6,99.8
0.4,99.8
0.5,99.8
0.5,99.8
0.5,99.8
0.4,99.8
0.3,99.8
0.3,99.8
0.3,99.8
0.3,99.8
81.3,98.6
62.0,98.3
2.8,96.6
26.7,99.5
1.3,99.7
1.1,99.7
1.0,97.7
36.2,97.7
40.1,97.7
0.7,99.8
0.6,99.8
0.6,99.8
0.6,99.8
0.5,99.8
0.5,99.8
0.4,99.8
0.3,99.8
0.4,99.8
82.5,98.5
66.6,94.4
77.9,93.6
1.1,98.4
18.2,99.2
85.3,99.7
1.0,99.7
68.0,97.7
27.8,97.7
31.6,97.7
41.0,97.2
4.1,99.8
3.8,99.8
0.6,99.8
0.6,99.8
0.5,99.8
0.4,99.8
0.3,99.8
50.1,98.7
39.0,93.3
0.7,98.3
40.7,94.9
1.2,99.2
1.2,99.2
0.9,99.7
1.0,99.7
46.5,96.9
58.4,14.4
1.8,14.4
4.5,14.4
3.6,14.4
4.2,14.4
0.7,14.4
0.6,99.8
0.4,99.8
0.6,99.8
53.7,98.2
76.0,97.5
61.2,77.3
57.7,91.9
0.8,80.9
1.0,64.3
59.7,58.8
57.4,99.7
56.7,99.7
40.9,99.7
68.2,14.4
0.6,14.4
1.6,14.4
0.8,14.4
3.7,14.4
4.1,14.4
0.7,99.5
0.6,99.5
60.5,98.2
45.6,98.2
34.8,95.4
1.2,97.4
0.8,93.5
0.7,98.9
40.0,59.6
1.0,50.4
30.7,14.1
15.5,99.7
2.4,99.7
2.3,99.7
0.6,13.9
0.6,99.4
0.5,99.5
0.4,99.5
0.4,99.5
0.4,99.5
65.7,98.0
43.4,98.2
57.5,87.6
2.2,13.6
0.7,79.9
0.8,98.9
44.6,98.9
2.5,12.7
31.7,12.7
45.3,98.5
1.2,13.6
0.9,98.6
2.4,99.0
61.8,99.1
4.9,99.1
5.4,98.8
0.4,98.4
3.4,98.4
65.3,94.9
9.0,98.2
1.4,98.3
0.8,92.8
1.3,54.1
0.7,54.2
30.0,53.4
19.9,12.2
46.3,9.8
10.0,9.8
2.8,9.8
59.2,84.6
2.7,83.9
50.5,83.9
25.4,83.9
0.5,83.9
1.4,84.0
1.2,84.0
81.1,94.3
51.0,98.2
5.3,54.2
0.8,42.3
0.8,1.6
0.7,94.5
51.5,50.3
28.3,55.2
30.1,9.7
17.1,9.1
42.9,9.1
50.5,9.1
3.5,94.1
3.5,91.9
31.6,92.8
25.7,94.5
26.2,94.5
54.0,91.9
48.4,94.1
63.0,99.0
57.6,58.9
0.9,36.0
0.7,1.6
63.8,94.5
27.4,51.5
0.7,9.3
19.3,71.0
24.9,71.0
2.7,62.2
44.4,62.2
30.9,83.1
13.7,83.1
53.7,83.1
33.4,83.1
4.8,83.1
13.6,83.1
45.1,95.3
2.1,96.3
52.8,43.5
0.4,96.9
0.9,94.0
35.3,1.7
2.0,83.8
0.7,83.7
8.2,61.7
1.9,61.7
0.8,61.7
1.2,61.7
2.9,61.7
15.2,61.7
42.0,7.9
8.8,7.9
30.5,65.6
50.2,66.0
24.3,98.6
24.7,43.2
0.9,96.3
87.7,87.5
15.5,93.6
0.7,1.3
1.3,83.6
1.9,83.7
12.7,83.7
0.7,67.9
0.7,61.0
3.8,61.0
0.9,47.9
60.2,27.7
14.5,27.7
6.9,27.7
2.2,27.7
2.2,4.0
89.6,98.6
0.8,61.4
1.6,95.6
1.1,95.1
22.8,1.3
0.8,1.3
1.1,83.6
2.0,83.7
2.2,83.7
2.2,60.0
1.0,57.3
52.3,57.0
13.3,55.9
28.1,55.7
7.2,9.2
53.0,2.2
56.6,2.1
51.4,2.1
