OpALPlus/BanditTaskLargeSparse,OpALStar/BanditTaskLargeSparse,OpALPlus/BanditTaskSmallRich,OpALStar/BanditTaskSmallRich
235.26,389.94,660.98,811.35
256.42,512.18,722.46,899.29
293.39,617.75,753.19,925.95
326.33,690.99,768.24,960.48
345.45,755.99,812.08,969.92
409.67,736.68,841.55,982.26
491.09,794.52,871.21,987.94
521.84,833.94,889.73,991.22
527.34,842.13,897.68,992.34
567.43,862.83,900.36,992.99
595.07,863.77,915.72,993.38
629.86,884.21,919.9,993.63
668.73,890.47,949.56,993.81
701.11,892.86,951.43,993.95
665.33,890.72,977.32,995.3
710.84,893.94,982.46,995.36
725.71,901.13,985.43,995.41
743.03,899.49,986.53,995.47
752.3,906.1,988.47,995.51
236.92,396.82,653.13,788.33
261.39,532.14,712.98,848.54
297.7,625.23,743.69,903.33
324.64,733.77,762.2,924.07
392.17,785.91,788.46,950.0
459.16,816.26,807.3,958.64
501.54,858.07,836.78,970.81
553.46,883.78,869.75,980.79
578.05,888.75,871.86,986.76
593.77,890.29,874.81,989.53
632.69,895.32,876.11,990.59
643.9,906.79,887.14,991.21
707.34,915.91,904.0,992.24
678.38,909.05,922.91,992.95
729.11,918.44,956.06,995.22
745.71,935.89,958.5,995.32
751.28,912.84,962.84,995.4
768.4,918.6,966.79,995.46
802.1,918.74,971.71,995.52
237.95,400.06,653.16,781.81
262.33,548.07,712.5,835.37
306.58,625.45,747.22,869.97
324.89,742.05,761.57,891.47
394.9,846.54,784.98,927.36
464.4,868.08,789.99,941.75
510.67,883.81,826.65,947.8
553.03,891.03,841.54,955.57
580.87,891.68,871.79,970.94
608.93,913.78,855.47,972.95
633.1,918.09,876.1,975.13
648.44,939.09,874.53,980.86
709.66,944.37,881.94,986.28
714.11,941.59,931.39,993.26
739.43,948.65,932.43,993.99
742.96,945.66,938.94,994.54
785.56,948.43,952.8,994.88
744.91,950.44,955.07,995.13
800.13,964.12,958.98,995.31
293.38,615.87,756.09,945.19
346.41,755.18,811.1,973.59
491.46,806.42,873.79,990.73
527.32,842.53,899.81,992.86
594.97,871.32,918.02,993.55
668.34,890.96,951.69,993.88
667.73,892.87,978.23,995.31
724.98,902.44,986.09,995.42
751.36,909.77,988.95,995.52
730.97,906.21,991.03,995.6
761.4,912.35,992.84,995.68
786.32,910.03,993.96,995.75
821.62,908.82,994.72,995.81
811.74,908.75,995.17,995.87
853.83,909.06,995.47,995.92
865.45,914.75,995.67,995.97
816.98,912.98,995.81,996.02
815.75,910.92,995.92,996.05
868.01,923.03,995.99,996.09
297.73,617.39,745.1,897.58
391.39,784.47,789.48,951.41
502.31,859.45,837.45,971.95
578.67,888.37,872.51,988.45
630.42,897.52,876.61,990.67
707.39,916.74,905.16,992.74
727.79,921.33,956.63,995.26
750.74,917.2,963.24,995.42
801.38,924.77,972.01,995.53
801.39,917.51,978.65,995.62
858.52,948.83,985.28,995.7
869.32,930.18,987.13,995.77
868.22,931.97,989.79,995.84
884.24,929.88,990.83,995.9
872.04,932.34,992.37,995.95
888.32,935.22,993.49,996.0
871.78,930.44,994.28,996.04
885.44,943.52,994.88,996.08
904.47,955.45,995.28,996.12
306.7,616.53,747.51,878.64
