OpALPlus/BanditTaskLargeSparse,OpALStar/BanditTaskLargeSparse,OpALPlus/BanditTaskSmallRich,OpALStar/BanditTaskSmallRich
20.7,29.8,59.5,76.9
22.4,34.0,62.6,80.4
23.8,41.7,66.3,83.4
25.7,49.5,69.9,94.1
28.8,57.9,69.3,96.8
30.2,61.1,71.6,97.6
31.2,69.5,75.9,96.6
32.9,75.3,76.9,92.8
34.3,77.2,77.9,18.4
36.9,77.9,83.0,0.8
37.5,81.3,87.9,0.8
39.8,82.0,90.7,0.7
43.0,82.6,91.3,0.7
44.1,83.8,91.7,0.6
50.3,84.5,92.6,0.6
51.6,86.4,91.5,0.6
53.2,87.6,82.1,0.5
54.6,87.9,85.5,0.5
57.4,88.1,85.9,0.5
20.7,29.6,58.4,75.8
22.1,33.9,61.9,80.1
23.5,40.8,65.4,81.7
25.1,49.0,68.4,86.4
27.3,57.8,68.2,93.4
29.9,61.3,70.8,95.2
31.7,63.3,75.4,96.4
33.0,72.9,76.1,97.4
34.3,76.7,76.7,97.0
36.2,80.4,78.4,97.4
37.8,80.6,78.8,96.7
40.1,82.0,80.6,97.0
43.1,82.5,81.9,2.1
44.2,85.3,91.7,1.1
48.3,86.0,91.9,1.1
52.1,86.9,92.4,0.9
53.2,87.3,92.7,0.8
56.9,87.9,92.2,0.8
57.9,88.0,93.2,0.8
20.6,29.6,57.9,75.0
22.0,34.0,61.1,79.2
23.5,40.8,64.7,81.7
24.4,48.5,67.2,86.5
27.3,54.4,67.7,93.6
29.9,60.8,70.1,94.1
31.8,63.3,75.0,95.1
33.3,73.4,76.0,95.4
34.3,76.1,78.5,95.5
36.4,77.7,79.5,95.8
38.2,79.3,79.4,94.7
40.2,83.9,81.3,95.5
42.5,84.3,79.8,97.1
47.9,86.8,88.1,96.6
49.2,87.0,89.2,98.1
52.8,87.2,89.9,98.3
54.0,87.8,92.1,98.4
56.9,88.2,92.4,98.3
58.1,89.2,92.4,98.3
23.8,43.0,66.4,86.6
28.8,58.0,69.9,97.1
31.2,71.8,76.0,97.2
34.3,77.3,78.0,19.6
37.5,81.5,88.4,0.8
43.0,84.5,91.3,0.6
50.3,85.4,92.7,0.6
53.2,87.7,82.5,0.5
57.3,88.2,86.2,0.5
61.8,89.3,1.1,0.4
64.3,90.8,1.0,0.4
65.7,91.6,0.9,0.4
68.5,91.8,0.7,0.4
72.2,92.2,0.7,0.4
78.5,92.6,0.6,0.4
79.1,92.2,0.6,0.4
81.7,92.2,0.6,0.4
82.8,92.7,0.5,0.4
83.2,92.9,0.5,0.4
23.5,40.8,65.4,82.3
27.3,57.9,68.2,94.3
31.7,63.1,75.4,97.1
34.3,76.1,76.7,97.1
37.4,81.2,78.7,97.1
43.1,82.6,81.9,2.1
48.3,86.1,91.9,1.1
53.2,87.4,92.9,0.8
57.9,88.8,93.3,0.8
60.1,89.9,7.1,0.4
64.5,90.6,4.8,0.4
65.9,91.1,3.1,0.4
70.6,92.3,2.4,0.4
72.1,93.1,1.3,0.4
78.4,92.9,1.1,0.4
78.9,93.3,1.0,0.4
80.1,90.5,1.0,0.4
82.3,90.5,0.7,0.4
82.7,90.9,0.7,0.4
23.5,40.8,64.7,82.5
27.3,57.7,67.7,93.7
31.8,63.2,75.0,94.5
34.3,76.4,78.5,95.6
38.2,83.5,79.4,95.7
42.5,86.2,79.7,97.2
49.2,87.1,89.2,91.3
54.0,89.0,92.1,98.5
58.1,88.5,92.4,96.4
60.1,88.2,43.9,0.7
62.4,88.7,42.3,0.6
66.2,88.8,35.6,0.6
67.6,88.7,15.7,0.5
71.3,89.7,10.8,0.5
74.8,90.1,6.6,0.4
78.9,89.3,4.2,0.4
79.3,89.2,3.5,0.4
80.2,66.6,3.0,0.4
82.2,67.2,1.8,0.4
28.8,58.6,70.4,97.8
32.9,76.1,77.6,97.3
37.5,81.6,88.9,0.7
44.1,85.8,92.2,0.6
53.2,87.8,83.7,0.5
58.8,88.9,1.3,0.4
63.4,91.1,1.0,0.4
66.1,91.8,0.7,0.4
72.2,92.5,0.7,0.4
