OpALPlus/BanditTaskLargeSparse,OpALStar/BanditTaskLargeSparse,OpALPlus/BanditTaskSmallRich,OpALStar/BanditTaskSmallRich
18.9,22.7,51.9,60.8
19.2,28.5,53.9,75.0
20.0,35.3,56.2,75.4
20.4,61.2,58.4,79.6
21.9,55.4,60.1,84.1
22.7,70.4,60.9,84.6
24.9,74.8,62.7,85.7
26.7,76.1,64.6,86.7
28.7,78.5,66.6,94.1
30.3,80.1,71.1,93.2
43.8,81.6,73.3,95.1
50.2,82.5,75.0,95.6
51.8,83.7,74.6,89.6
61.8,84.2,80.6,88.4
58.1,85.0,80.8,89.3
64.9,85.3,83.0,99.2
66.8,85.7,85.1,99.3
69.5,86.1,85.9,99.3
55.9,87.0,85.8,0.3
18.7,22.6,52.8,62.9
19.1,28.4,56.5,69.6
19.9,34.7,57.3,79.3
20.3,43.6,59.4,85.1
21.8,49.6,62.3,87.6
22.6,61.6,63.5,84.4
24.8,71.4,65.7,86.4
26.5,56.0,66.2,90.3
27.8,78.2,67.7,92.4
29.4,79.7,71.0,88.3
32.1,81.0,73.9,91.6
34.9,82.5,74.3,91.8
35.6,83.3,79.1,92.1
38.4,81.2,80.5,94.7
43.4,84.7,80.7,95.9
45.0,85.1,80.9,95.9
46.7,83.6,81.3,98.9
51.3,84.0,81.7,98.9
52.2,86.3,83.3,99.0
18.5,22.3,52.8,63.0
19.0,27.2,54.6,69.5
19.9,33.7,58.1,78.6
20.3,40.0,59.5,79.3
21.0,49.4,62.9,83.0
22.5,41.2,64.7,84.4
23.8,52.1,65.8,87.2
26.4,55.0,68.1,88.7
27.3,72.8,69.4,90.4
28.4,74.2,72.6,91.4
32.0,76.0,74.4,92.7
32.5,78.6,74.7,90.4
36.6,79.6,76.0,90.1
38.8,80.6,77.2,95.1
43.2,81.5,78.5,95.5
44.5,82.0,80.3,95.9
46.7,82.4,79.9,96.1
50.7,83.5,80.7,98.6
52.1,83.9,81.5,98.6
20.0,35.4,56.2,77.5
21.9,63.6,60.1,84.0
24.9,74.4,62.7,88.2
28.7,78.5,66.7,92.8
43.8,81.6,74.0,95.6
52.0,83.5,75.1,89.0
58.1,85.0,81.3,99.2
66.9,85.8,85.2,99.3
55.9,86.9,86.0,0.3
73.7,87.3,87.2,0.2
75.3,87.8,91.6,0.2
77.2,88.2,92.8,0.2
76.9,89.6,92.9,0.2
79.9,89.8,83.1,0.2
81.2,90.1,85.8,0.2
82.8,90.3,3.8,0.2
82.7,90.7,3.7,0.2
83.2,90.6,3.1,0.2
84.4,90.8,2.5,0.1
19.9,34.7,57.7,82.5
