OpALPlus/BanditTaskLargeSparse,OpALStar/BanditTaskLargeSparse,OpALPlus/BanditTaskSmallRich,OpALStar/BanditTaskSmallRich
209.81,231.88,546.57,617.96
215.22,261.37,548.85,403.88
219.26,291.25,544.27,469.2
222.14,320.56,607.26,239.22
211.5,231.09,606.26,58.33
214.01,237.21,609.93,17.36
219.52,266.94,456.05,6.9
222.18,296.9,415.9,4.51
223.66,215.17,431.97,3.2
224.14,277.35,451.58,2.45
217.76,546.66,439.34,2.02
255.42,584.28,430.11,1.74
261.43,592.16,237.56,1.57
263.45,622.09,195.09,1.44
248.23,643.49,141.81,1.35
250.41,650.43,50.82,1.27
271.5,664.0,40.79,1.21
290.08,688.05,15.93,1.16
296.5,577.64,12.4,1.11
209.61,232.38,556.99,646.08
215.14,263.26,555.12,563.35
219.53,289.7,555.5,564.69
222.85,315.98,565.85,624.43
211.36,225.52,613.89,600.87
215.24,250.47,637.24,622.0
222.45,200.81,560.29,22.99
223.44,198.44,561.94,18.1
225.21,342.43,563.8,12.41
225.75,294.03,567.63,7.9
228.68,305.29,581.46,5.58
191.96,347.57,470.46,4.07
192.64,111.41,500.32,3.09
265.45,341.34,604.99,2.44
270.26,380.12,575.67,1.99
282.35,378.47,517.99,1.7
265.29,88.42,395.01,1.49
257.64,74.67,191.59,1.34
226.75,58.11,42.78,1.23
210.32,230.95,558.54,661.98
216.0,263.92,557.5,624.08
220.48,292.18,568.71,669.11
224.55,319.92,584.2,681.42
215.03,231.58,598.96,751.84
219.11,249.38,680.46,700.73
223.96,294.31,660.6,694.49
225.48,270.07,598.99,106.36
226.56,108.53,609.06,58.09
228.43,251.06,617.22,26.46
234.53,314.78,628.08,25.98
195.0,86.34,648.09,17.89
194.65,67.51,677.93,14.22
195.0,60.93,535.89,10.96
282.01,61.3,532.91,6.98
306.97,115.39,652.26,5.41
311.42,94.93,620.44,4.25
245.57,67.7,642.31,3.39
247.73,71.24,643.86,2.76
219.31,294.85,545.16,463.36
211.58,234.34,605.55,47.35
219.64,290.7,456.49,5.42
223.77,211.67,431.75,2.7
217.87,579.72,440.42,1.85
261.4,612.39,237.36,1.5
248.31,652.53,141.29,1.32
271.79,701.22,40.72,1.2
