OpALPlus/BanditTaskLargeSparse,OpALStar/BanditTaskLargeSparse,OpALPlus/BanditTaskSmallRich,OpALStar/BanditTaskSmallRich
22.4,26.1,64.8,86.7
23.5,32.3,69.0,92.2
25.2,47.7,78.0,94.8
24.2,55.6,81.3,97.0
25.4,58.3,84.1,97.8
27.3,62.1,85.7,98.0
28.9,66.7,89.3,98.8
31.5,76.8,89.8,98.5
31.1,78.2,90.2,98.7
31.8,78.8,89.6,94.9
41.0,79.7,90.4,6.7
43.3,81.1,90.6,1.4
50.5,83.1,90.5,0.9
52.7,83.3,91.2,0.9
57.6,83.5,92.8,0.8
58.1,84.1,93.7,0.7
59.1,84.7,95.0,0.7
59.9,85.1,96.5,0.5
62.8,85.7,90.4,0.2
22.5,27.3,63.8,85.1
23.9,38.6,68.7,89.5
25.0,50.0,74.7,92.6
25.0,55.2,80.6,94.6
26.0,58.3,82.3,96.6
28.0,64.4,84.1,97.6
30.9,75.4,87.7,97.7
31.1,77.4,88.7,97.9
31.9,78.7,89.4,97.8
40.6,80.1,88.5,93.0
47.4,81.6,89.6,94.5
51.3,83.4,89.1,95.6
54.4,83.5,90.3,95.6
57.1,84.1,90.3,95.7
58.0,84.4,91.0,95.5
58.6,84.9,91.8,12.3
60.9,84.7,92.7,13.3
64.5,85.7,93.8,8.5
68.7,85.9,94.5,2.2
22.8,27.4,63.8,83.1
24.2,38.7,68.7,86.9
25.3,50.0,73.6,91.6
25.1,55.5,79.2,92.3
27.3,57.9,81.5,94.8
28.6,69.3,82.9,96.6
29.3,75.3,86.6,97.5
31.7,78.1,88.6,97.0
39.1,78.9,88.9,97.7
41.1,80.7,88.6,95.2
47.7,81.4,88.8,94.9
51.7,82.9,89.3,95.2
56.4,84.2,88.8,95.8
57.2,84.1,90.5,95.7
58.0,84.5,91.2,95.9
58.7,85.0,91.7,95.9
66.7,84.8,91.1,96.0
68.6,85.1,91.3,96.0
74.1,85.7,92.1,96.0
25.2,49.3,78.2,96.1
25.4,58.2,84.8,97.9
28.8,66.8,89.4,98.3
31.1,78.4,90.4,99.0
40.9,79.6,90.3,2.3
50.8,82.9,90.6,0.9
57.6,83.6,92.9,0.8
59.1,84.6,95.0,0.5
62.7,85.6,90.7,0.2
64.2,86.0,91.9,0.2
77.0,86.7,94.8,0.2
78.1,86.5,95.0,0.2
78.6,87.2,94.9,0.2
79.4,87.7,1.6,0.2
79.9,87.4,95.7,0.2
80.2,87.4,95.8,0.2
78.9,88.8,95.9,0.2
81.3,88.7,96.0,0.2
83.6,88.0,96.0,0.2
25.0,49.7,75.3,91.5
26.0,58.0,82.5,96.9
30.9,75.3,87.9,97.7
31.9,78.6,89.5,98.0
47.4,80.8,89.7,95.6
54.7,83.3,90.3,95.7
58.0,84.3,91.0,95.7
61.3,85.0,92.7,12.8
68.7,85.8,94.5,2.2
76.9,86.4,91.2,2.0
78.2,86.6,92.7,1.2
79.0,87.0,90.2,0.3
79.3,87.5,92.3,0.4
81.0,88.4,88.8,0.2
79.2,88.4,89.4,0.2
81.8,88.7,90.2,0.2
80.9,88.9,2.4,0.2
82.0,89.0,2.3,0.2
83.7,89.9,95.8,0.2
25.3,49.5,73.7,91.0
27.3,58.6,81.9,95.1
29.3,75.1,86.6,97.6
39.0,78.6,88.9,97.7
47.7,81.3,88.8,95.1
55.3,84.1,88.8,95.7
58.0,84.5,91.2,95.9
65.6,84.7,91.1,96.0
74.1,85.6,91.9,96.1
76.5,85.3,93.4,96.0
77.5,86.7,90.0,96.1
78.2,87.0,90.8,95.0
79.0,87.3,92.5,95.0
79.7,87.5,92.2,95.0
80.8,88.1,92.7,95.3
81.0,88.5,93.2,94.7
81.3,88.4,94.4,0.3
80.0,91.7,91.4,0.3
82.7,91.1,92.8,0.3
25.4,58.1,85.2,98.0
31.5,76.4,90.0,99.0
40.9,79.6,90.0,2.2
52.7,83.2,92.2,0.8
59.1,84.7,95.1,0.5
65.8,85.9,91.7,0.2
76.8,86.8,94.8,0.2
78.4,87.2,94.8,0.2
79.4,88.3,1.6,0.2
79.9,87.4,95.8,0.2
79.1,87.7,95.9,0.2
82.3,89.4,96.0,0.2
83.7,89.6,0.3,0.2
83.3,88.3,0.2,0.2
83.5,89.9,0.2,0.2
84.7,90.0,0.2,0.2
82.1,86.7,0.2,0.2
86.0,89.6,0.2,0.2
86.0,91.9,0.2,0.2
26.0,58.6,82.6,97.0
31.1,76.7,88.9,97.8
47.4,80.7,89.7,95.6
57.0,84.0,90.3,95.7
59.6,85.1,92.7,94.4
76.3,86.1,95.1,2.7
78.1,86.6,92.7,1.2
79.2,87.2,91.7,0.3
80.9,87.8,88.8,0.2
80.5,88.6,90.0,0.2
80.8,89.0,2.4,0.2
82.8,89.5,95.8,0.2
84.2,91.7,96.2,0.2
84.4,90.3,1.5,0.2
84.5,90.4,0.9,0.2
84.9,92.7,0.4,0.2
85.1,93.7,1.0,0.2
85.7,94.1,0.9,0.2
85.9,0.6,0.3,0.2
27.3,57.5,81.5,95.4
31.7,76.3,88.6,97.1
47.7,81.0,88.8,95.2
57.2,84.0,89.9,95.9
65.2,84.6,91.1,96.0
76.0,85.8,92.9,96.0
77.7,86.7,90.0,96.1
77.8,87.3,91.8,95.3
79.6,87.8,92.1,95.1
81.2,88.1,93.2,95.1
81.0,88.3,93.9,94.7
82.4,89.0,91.9,0.3
82.7,88.9,92.8,0.3
83.9,91.0,95.1,0.3
84.1,90.1,94.7,0.3
84.1,90.8,94.1,0.3
84.1,91.4,93.7,0.3
85.1,0.1,94.1,0.3
85.4,0.1,94.0,0.3
28.2,72.3,89.8,98.8
40.8,78.6,90.4,2.1
57.5,84.0,93.3,0.7
60.2,84.9,91.1,0.2
77.2,86.9,94.8,0.2
78.8,87.7,95.0,0.2
79.8,88.0,95.7,0.2
79.1,88.9,95.9,0.2
82.9,88.2,96.1,0.2
83.2,89.6,0.2,0.2
82.3,90.0,0.2,0.2
83.9,90.1,0.2,0.2
83.4,90.9,0.2,0.2
86.0,93.7,0.2,0.2
86.1,93.4,99.9,99.9
86.3,93.5,99.9,99.9
86.5,93.5,99.9,99.9
86.7,93.6,99.9,99.9
87.0,93.6,99.9,99.9
30.9,74.7,88.5,97.2
47.4,80.6,88.8,95.7
58.0,84.3,91.0,95.8
68.5,85.3,94.5,94.8
78.0,86.7,92.7,59.4
79.3,87.2,92.2,0.3
79.2,88.2,89.4,0.2
80.8,89.6,2.6,0.2
82.9,89.7,95.8,0.2
84.4,90.7,1.9,0.2
84.6,92.5,1.0,0.2
85.0,93.8,0.4,0.2
85.4,95.1,1.0,0.2
86.0,0.6,0.3,0.2
86.4,0.5,99.0,99.9
85.8,94.1,99.2,99.9
86.4,0.5,99.5,99.9
87.5,0.5,99.6,99.9
87.6,0.5,99.6,99.9
28.8,74.4,86.6,96.5
47.7,80.8,88.8,95.2
58.2,84.3,91.1,96.0
73.0,84.7,91.8,96.0
77.6,86.3,90.0,96.0
78.6,87.4,92.1,95.4
80.6,88.1,92.5,95.5
81.7,88.7,94.1,95.0
82.7,88.9,92.5,0.3
82.9,88.9,94.8,0.3
84.0,90.7,94.6,0.3
83.9,91.0,94.1,0.3
84.2,0.1,93.7,0.3
85.3,0.1,94.2,0.3
85.2,0.2,96.8,1.2
85.6,0.5,96.9,1.2
85.6,0.1,96.3,1.2
85.2,0.1,96.6,99.7
85.3,0.1,96.7,99.3
29.9,77.7,91.5,99.2
52.6,83.4,93.0,0.7
60.1,85.0,91.7,0.2
77.1,86.6,95.1,0.2
79.2,87.5,1.6,0.2
80.3,89.0,95.9,0.2
82.6,89.6,96.1,0.2
83.1,89.8,0.2,0.2
82.3,90.2,0.2,0.2
83.0,89.1,0.2,0.2
85.5,93.4,0.2,0.2
86.1,93.5,99.9,99.9
86.3,93.5,99.9,99.9
86.9,93.6,99.9,99.9
86.9,1.8,99.9,99.9
85.8,2.0,99.9,99.9
86.7,50.7,99.9,99.9
86.9,1.5,99.9,99.9
88.4,1.5,100.0,100.0
31.7,77.8,89.8,98.0
