ActorCritic/BanditTaskLargeSparse,ActorCritic/BanditTaskSmallRich
929.47,996.55
948.34,998.48
953.62,999.18
953.31,999.5
941.91,999.68
945.78,998.74
946.12,998.95
948.72,999.12
950.16,999.25
949.28,999.36
956.14,999.45
956.62,999.52
957.4,999.58
957.78,999.64
957.73,999.68
955.33,999.72
955.62,999.76
955.89,999.79
897.13,991.7
687.88,996.69
611.32,998.23
676.93,998.76
949.89,999.23
948.42,999.49
954.77,999.65
617.55,999.75
643.49,999.82
954.23,999.87
977.53,999.91
969.79,999.93
969.66,13.43
971.25,13.44
970.3,13.46
650.5,13.47
942.5,13.49
943.45,13.51
653.07,993.86
597.79,998.17
609.4,998.63
690.12,997.47
695.06,998.11
583.11,998.52
660.42,998.66
512.47,998.93
634.89,999.13
669.02,999.27
689.25,999.39
701.49,999.48
707.72,999.55
705.59,999.61
788.38,999.66
811.87,999.7
791.43,999.74
720.09,999.77
860.38,991.71
668.52,996.76
656.15,998.26
595.77,998.67
656.87,999.22
443.56,999.48
535.82,999.63
639.86,999.72
106.0,997.61
646.39,997.46
131.62,997.65
694.96,997.79
698.1,997.9
759.69,997.99
727.7,998.05
652.85,998.11
573.41,998.15
721.48,998.18
664.92,987.34
621.33,994.76
97.92,998.24
643.76,998.69
677.16,998.44
708.74,998.95
515.29,999.21
611.53,999.37
568.12,999.48
237.09,999.55
640.01,999.6
223.95,999.64
686.38,999.67
130.23,998.66
129.97,998.76
168.9,998.83
599.65,998.9
2.66,998.95
596.66,986.4
842.31,997.1
184.89,997.38
604.53,997.68
557.45,998.83
447.9,999.32
831.18,999.57
595.61,998.72
556.38,998.91
645.19,999.03
213.85,999.11
242.32,999.17
217.29,999.2
257.69,999.23
678.35,999.25
2.27,999.26
104.28,999.27
1.69,999.27
872.41,987.29
625.76,995.22
938.94,996.16
76.5,997.97
588.92,997.87
649.4,998.76
711.9,999.22
810.92,999.47
684.48,999.63
694.76,999.73
695.43,999.8
723.65,998.44
585.08,998.54
697.83,998.62
2.76,998.68
2.05,998.72
1.95,998.76
1.5,998.79
288.25,986.68
645.37,992.77
935.84,997.45
884.36,997.07
516.29,996.11
838.52,997.69
848.82,998.51
848.5,998.97
682.33,999.26
554.43,999.44
711.29,999.56
693.74,999.65
848.18,999.71
49.08,999.76
1.49,999.8
1.43,999.83
0.89,999.86
1.13,999.88
892.25,974.96
191.71,986.19
150.78,996.36
841.15,989.25
753.73,997.29
877.55,988.54
836.32,997.15
863.73,997.99
830.44,998.52
167.6,998.85
724.74,999.08
580.35,999.24
1.87,999.36
1.55,999.45
1.32,999.52
1.76,999.57
1.05,999.61
1.07,999.64
160.54,983.34
251.21,990.45
947.37,995.54
944.61,997.1
846.89,996.1
668.18,997.65
683.59,727.91
865.29,994.6
814.89,997.04
3.25,997.68
2.97,998.13
2.77,998.44
1.64,998.67
1.37,998.84
1.03,998.97
0.93,999.07
0.81,999.15
0.57,999.21
268.16,981.54
165.39,989.58
930.12,978.79
845.27,975.78
769.34,982.82
114.66,994.18
8.1,996.92
587.65,997.81
37.13,998.34
4.17,993.23
581.15,994.06
2.42,994.68
2.68,997.22
1.99,997.58
1.43,997.86
1.04,998.07
0.94,998.25
0.79,998.39
307.79,969.95
586.84,967.42
934.2,989.79
820.46,988.69
151.15,979.34
900.06,992.85
185.48,639.53
9.42,993.49
4.12,994.67
3.76,997.25
2.5,997.78
3.14,998.14
1.79,998.4
1.2,998.58
1.2,998.7
9.81,993.19
0.86,993.58
0.81,993.91
934.08,974.12
646.61,981.79
165.34,986.1
136.12,984.16
911.65,994.34
615.21,975.05
7.68,864.02
6.06,736.26
1.93,993.05
584.61,994.07
2.12,992.23
1.77,993.16
1.64,993.87
1.42,994.41
1.81,997.16
0.84,997.48
0.99,997.73
0.72,997.93
243.41,959.43
255.06,981.08
134.52,977.51
689.66,985.15
8.95,694.98
8.06,685.85
598.22,610.29
5.22,615.51
2.16,616.7
3.48,497.39
2.95,497.9
2.04,991.78
1.14,991.29
1.28,992.09
1.16,992.72
0.76,993.23
0.87,993.65
0.41,996.39
746.63,956.74
726.54,978.25
176.18,976.58
9.41,982.12
5.3,980.68
14.08,837.66
551.97,617.54
868.03,617.99
2.35,989.55
4.56,495.71
0.86,990.17
1.76,991.19
1.57,458.72
1.9,463.39
0.88,545.35
0.55,557.11
0.54,548.24
0.6,576.21
936.58,928.11
694.77,936.87
462.19,972.68
8.86,978.07
7.4,984.37
55.22,606.88
32.33,599.61
9.3,601.51
2.02,514.11
3.55,460.59
2.95,460.36
2.92,461.2
1.39,461.9
1.54,462.47
1.0,983.48
0.74,985.17
0.59,985.84
0.61,982.81
879.38,954.66
932.64,924.24
169.37,941.08
7.22,934.72
57.5,935.71
387.45,936.02
445.05,935.92
8.88,935.66
6.39,935.34
1.73,935.0
3.66,406.81
2.83,371.81
1.96,120.41
1.79,115.78
0.9,100.5
1.0,505.86
0.73,510.03
0.55,508.71
660.15,921.89
187.23,919.94
548.61,660.45
6.85,931.41
11.63,934.45
11.42,934.56
8.27,934.38
5.79,934.11
4.73,921.65
1.67,362.49
1.18,362.75
2.87,881.76
2.09,877.24
1.53,878.99
1.33,887.58
1.47,902.79
0.79,905.04
0.65,792.5
635.11,908.18
939.19,919.09
132.01,894.94
36.58,927.56
521.88,931.23
9.04,931.61
6.18,921.05
4.77,920.67
3.57,920.3
1.56,921.05
1.13,920.68
3.77,619.57
3.24,620.38
2.45,437.76
1.54,143.03
1.11,116.45
1.08,121.24
0.7,43.73
