ActorCritic/BanditTaskLargeSparse,ActorCritic/BanditTaskSmallRich
924.2,803.95
922.38,996.28
929.43,999.14
939.56,999.54
202.13,999.7
393.92,999.79
192.85,999.85
204.13,999.89
206.7,999.91
354.04,999.93
353.79,999.95
354.37,999.96
919.48,999.97
941.47,999.98
941.78,999.98
941.86,999.99
341.76,999.99
12.81,999.99
895.48,977.62
904.87,992.81
916.34,995.86
918.84,999.12
926.33,779.82
188.48,780.32
196.57,993.55
919.06,994.05
917.4,997.96
360.34,964.26
955.67,998.98
918.12,998.54
919.57,998.64
920.3,998.71
356.8,998.77
514.35,998.82
967.79,998.86
968.2,998.89
674.6,980.84
676.2,985.44
911.73,726.22
648.03,992.47
898.24,915.24
213.5,999.3
179.48,783.92
198.62,783.99
212.12,844.6
915.72,844.89
213.78,845.09
930.73,870.79
934.64,852.25
966.4,852.37
966.7,998.35
968.31,998.5
981.63,998.62
981.89,998.71
682.88,977.97
259.15,730.15
906.17,975.03
711.6,962.57
606.42,973.89
624.08,954.24
188.66,999.04
196.65,999.34
188.24,924.59
182.96,779.71
906.97,780.02
908.04,850.39
908.68,945.06
909.51,945.2
910.84,945.32
911.03,945.42
975.58,945.5
975.61,945.58
933.25,978.56
902.53,951.8
900.61,996.54
715.88,954.78
220.89,949.26
892.58,939.86
618.92,938.94
218.64,998.76
190.19,999.05
831.51,999.25
605.05,751.77
906.83,753.67
912.3,893.79
909.3,893.99
904.98,894.15
945.55,894.29
908.62,894.4
908.77,879.69
721.78,981.9
684.05,991.6
890.12,995.89
896.1,985.62
645.01,972.83
660.39,947.74
642.13,946.77
357.7,998.05
664.12,998.44
648.0,998.71
977.42,998.89
701.69,999.02
979.16,984.53
915.7,984.84
917.39,985.08
907.36,997.32
253.26,996.3
762.17,996.46
938.63,982.24
656.16,991.23
890.19,995.38
617.54,967.92
670.98,953.69
661.1,948.87
607.46,938.5
664.28,997.32
610.72,997.79
952.21,998.11
950.75,998.32
251.4,998.47
868.57,998.58
356.03,998.66
286.94,998.72
619.39,960.83
922.67,996.38
915.44,996.41
937.52,988.22
522.91,990.86
627.08,994.98
202.25,967.33
665.6,966.13
220.24,928.16
617.15,798.94
198.81,799.2
208.97,994.01
653.7,728.69
843.49,941.53
828.74,942.09
774.87,976.8
298.03,970.98
934.72,971.32
299.32,971.6
190.05,951.07
844.62,951.24
919.48,907.68
719.95,991.28
901.84,921.72
918.19,994.58
201.33,964.41
902.74,977.32
638.65,870.73
514.31,855.99
270.69,947.9
196.87,948.39
780.38,959.5
835.0,971.49
890.67,971.88
776.23,972.17
772.33,971.69
772.88,971.96
748.99,972.17
770.53,972.34
918.79,954.21
690.9,991.77
903.0,995.15
802.49,994.25
381.54,976.56
739.79,728.73
606.56,619.24
760.54,491.97
774.85,744.62
92.5,576.24
145.22,902.63
983.1,880.65
768.85,947.23
650.47,938.25
645.95,937.84
232.84,904.45
743.79,913.24
778.08,913.41
854.53,990.15
821.19,992.21
770.44,994.85
906.44,994.0
795.04,978.63
788.17,910.2
802.59,763.33
608.99,768.41
157.84,997.25
184.08,997.4
188.24,997.5
196.51,997.57
85.7,914.18
210.42,897.04
576.22,897.65
227.51,898.16
390.13,898.59
761.23,898.95
901.39,990.96
636.39,991.27
907.55,992.12
201.05,993.81
748.01,995.82
789.02,981.09
689.78,995.89
737.27,996.37
645.43,996.63
165.41,996.79
761.59,996.89
213.38,996.95
565.52,996.99
594.76,997.02
610.66,959.31
515.49,959.92
425.96,960.44
943.79,960.87
753.84,984.14
623.27,988.91
722.02,991.99
82.55,988.31
580.97,994.26
721.3,993.76
539.46,994.22
629.41,992.97
616.67,993.39
700.28,850.92
416.16,926.3
585.91,936.08
276.88,936.22
901.05,832.49
667.7,900.17
731.6,900.64
932.88,901.0
931.84,901.29
901.78,978.18
731.64,988.72
851.95,992.35
847.43,983.71
729.2,987.04
202.0,993.33
816.17,993.86
835.83,994.12
780.75,675.06
682.17,960.87
486.28,836.42
423.97,895.58
627.36,947.68
627.86,959.74
906.33,656.76
945.03,656.5
740.11,657.3
556.47,927.2
258.99,987.3
612.34,969.01
570.21,992.23
824.44,849.68
726.88,987.03
871.88,992.96
835.8,824.22
165.85,670.46
761.67,636.69
23.32,486.21
23.08,664.43
630.64,937.65
821.62,945.71
588.89,853.63
129.44,946.02
836.52,951.83
796.13,941.22
156.69,417.2
804.94,988.31
639.14,988.64
456.69,992.15
628.93,723.25
722.63,987.2
874.75,828.64
757.41,828.35
875.85,822.29
611.2,835.99
610.62,818.84
185.2,244.76
616.88,243.05
697.47,647.43
697.47,847.55
571.79,791.92
667.56,791.02
893.74,791.57
895.44,530.67
848.66,989.15
228.5,989.12
778.08,992.09
711.08,356.19
719.32,735.58
865.64,856.54
811.97,913.74
877.81,873.17
298.07,827.7
610.27,581.57
610.05,581.44
624.9,936.22
871.13,939.54
644.76,940.89
894.38,942.02
482.01,788.18
717.64,797.29
878.1,595.84
811.67,989.84
906.06,989.54
625.91,992.04
843.84,429.88
621.13,973.67
296.29,837.46
368.4,830.51
867.91,607.45
568.16,631.3
609.21,465.63
609.28,776.24
701.38,776.87
579.57,595.07
601.34,596.6
597.76,617.31
597.23,597.45
595.63,624.33
857.32,586.01
474.11,990.4
848.51,989.88
141.52,991.99
761.56,393.65
709.76,808.0
881.7,785.49
864.49,338.94
579.14,569.52
603.21,382.5
605.09,371.0
5.22,361.68
679.16,165.98
276.76,98.52
205.27,85.46
386.02,72.0
626.43,32.28
801.27,24.77
842.86,23.71
