OpALPlus/BanditTaskLargeSparse,OpALStar/BanditTaskLargeSparse,OpALPlus/BanditTaskSmallRich,OpALStar/BanditTaskSmallRich
219.85,278.28,519.28,550.11
230.62,348.43,529.17,659.85
240.58,399.56,540.63,670.05
258.43,458.79,552.61,593.28
267.6,520.21,511.1,646.35
282.88,540.77,528.3,476.45
303.79,560.51,527.87,228.39
321.2,573.74,638.37,651.31
360.87,588.93,646.39,655.34
374.83,574.59,662.97,288.34
381.75,579.29,562.6,55.53
393.7,587.53,565.12,39.94
429.02,614.1,561.95,40.5
440.69,648.81,599.09,32.25
469.69,616.86,607.54,27.1
478.36,621.57,614.89,17.61
487.15,627.07,589.07,11.3
528.6,625.94,582.86,11.35
542.78,633.29,590.58,8.28
218.52,269.68,534.61,531.38
228.97,342.58,543.85,646.1
238.3,391.41,553.39,693.67
255.15,446.72,569.29,705.35
263.51,505.34,531.86,717.39
275.14,533.59,602.97,730.45
296.95,559.31,607.48,762.1
315.8,574.93,641.98,762.94
333.72,588.93,659.91,760.13
367.37,597.58,668.74,749.79
379.15,600.62,680.59,767.85
387.0,643.44,684.62,339.61
421.37,645.06,695.91,164.01
435.15,637.48,695.85,859.54
457.88,653.78,697.67,827.42
471.62,657.7,698.09,832.81
480.91,672.6,700.17,809.02
485.57,688.07,704.91,803.26
536.68,685.15,718.13,40.23
218.16,267.48,543.19,582.24
228.37,318.11,567.36,629.47
237.74,376.27,593.35,688.72
245.78,438.58,611.94,717.17
262.25,467.97,604.8,740.29
273.32,526.9,619.73,730.39
292.49,554.16,614.16,766.88
312.99,576.13,648.52,788.13
331.03,587.21,669.25,828.97
342.58,594.78,673.09,833.99
378.4,619.52,680.65,841.52
386.34,633.03,697.66,830.85
395.24,647.58,697.05,846.94
434.24,649.24,697.05,852.13
442.9,653.1,699.78,869.75
462.98,657.64,704.96,840.32
472.11,679.39,704.5,869.0
482.86,671.2,727.54,837.01
488.46,671.67,740.42,842.4
240.22,405.72,541.44,677.92
267.58,508.11,511.58,578.37
303.74,563.2,527.63,196.3
360.73,591.21,648.13,342.86
381.65,613.87,568.74,40.87
428.83,643.08,565.17,31.82
469.45,620.74,610.1,18.68
486.94,623.26,600.06,11.94
541.68,638.19,591.59,7.17
570.61,639.58,635.63,4.39
577.06,649.81,479.73,3.26
582.96,662.93,321.26,2.4
589.91,655.83,106.35,2.19
594.67,662.57,53.04,2.05
571.79,657.64,46.4,1.95
584.54,688.17,47.84,1.88
598.47,700.39,39.26,1.82
601.62,668.15,21.87,1.77
602.06,685.18,18.36,1.73
238.25,394.97,553.43,699.13
263.41,505.18,532.0,710.51
296.78,566.44,605.4,759.46
333.49,589.83,660.35,746.18
378.98,632.87,681.06,771.4
397.54,622.78,696.45,167.76
457.55,589.56,698.24,853.6
480.95,599.01,700.85,810.66
535.97,612.68,713.41,40.6
554.95,640.8,729.99,69.03
574.06,613.74,656.16,872.93
582.56,711.12,700.71,861.91
590.02,773.69,652.58,879.11
595.05,777.11,422.89,857.72
418.08,650.24,334.08,869.06
424.27,661.04,117.16,228.18
431.11,658.36,827.77,146.46
471.68,664.69,830.19,140.48
489.95,682.17,851.52,157.32
237.66,384.52,592.42,695.34
262.11,469.31,604.53,719.0
292.28,550.53,613.91,771.46
330.76,588.28,668.93,828.24
378.11,625.16,680.31,824.28
394.72,644.34,696.73,852.04
442.36,653.7,700.49,837.12
