OpALPlus/BanditTaskLargeSparse,OpALStar/BanditTaskLargeSparse,OpALPlus/BanditTaskSmallRich,OpALStar/BanditTaskSmallRich
218.16,270.55,460.14,291.18
227.82,286.63,431.34,310.2
246.89,301.04,374.74,263.91
258.94,353.85,335.46,121.1
267.89,373.23,287.7,111.57
276.98,302.3,265.13,62.59
279.56,310.97,285.7,31.73
282.67,294.67,240.35,19.05
287.01,322.33,204.1,18.7
291.71,354.88,361.8,332.81
298.58,523.7,322.64,81.54
303.89,530.12,329.42,47.79
312.17,536.85,338.26,34.24
352.12,549.21,418.92,995.13
356.79,567.84,422.15,995.42
362.15,757.74,358.49,995.62
302.86,920.79,250.04,995.78
276.93,921.7,287.58,997.78
278.38,927.56,254.1,997.82
218.27,275.07,464.34,344.64
227.84,289.19,441.01,348.02
247.53,308.93,411.72,373.49
261.86,354.76,423.42,286.91
271.85,389.55,342.37,361.29
280.03,316.63,306.43,315.03
293.18,344.56,287.16,253.93
285.29,352.76,304.57,134.71
290.83,355.21,288.67,83.27
297.36,353.52,468.62,607.17
306.97,525.59,465.64,657.66
344.32,536.77,394.16,724.86
351.56,542.63,334.64,740.0
359.19,559.91,431.89,754.0
362.38,931.22,371.3,927.72
383.3,939.03,334.33,979.95
272.44,939.77,380.04,997.47
274.51,943.79,527.77,997.61
279.16,946.21,529.21,997.71
218.45,271.19,462.67,358.86
227.97,289.43,443.99,312.54
247.36,312.36,415.15,373.46
262.47,358.05,372.55,460.12
268.45,388.65,379.52,286.45
280.6,319.69,344.8,526.16
278.48,345.58,301.99,384.39
285.55,248.36,307.67,576.71
291.78,308.42,306.6,311.86
298.26,387.97,367.02,612.54
308.11,389.07,326.2,658.48
344.73,536.01,504.33,701.73
351.57,876.85,483.22,564.04
361.9,880.45,497.2,726.95
367.44,942.22,428.94,579.1
384.04,945.69,380.83,989.94
280.31,947.25,360.6,991.87
304.07,952.81,507.86,993.51
308.4,951.1,509.03,994.6
246.85,303.17,373.6,199.51
267.81,373.44,284.88,63.64
279.47,294.16,281.78,22.36
286.92,342.66,197.51,13.98
298.48,538.14,321.4,53.3
312.07,532.37,336.33,995.22
356.67,756.54,422.92,995.68
302.82,919.19,249.5,997.76
278.35,930.68,253.81,997.84
312.51,933.53,992.35,998.16
324.06,913.64,994.41,998.18
349.89,931.48,995.67,998.21
369.9,934.62,996.38,998.23
357.63,927.48,996.95,998.25
362.16,845.22,997.33,998.26
383.15,658.28,997.59,998.28
526.32,844.69,997.74,998.29
525.91,860.15,997.88,998.3
538.86,850.95,997.99,998.32
247.47,309.97,411.65,423.71
271.73,396.31,342.28,275.33
293.04,343.94,287.07,157.12
291.06,348.93,288.83,70.36
306.76,531.83,466.05,727.17
351.28,543.02,334.91,772.02
362.16,932.36,371.34,978.01
272.46,941.59,380.99,997.6
279.1,945.59,530.21,997.78
282.98,945.87,974.16,998.16
335.07,947.33,980.84,998.19
348.95,965.56,985.01,998.21
370.1,965.36,988.73,998.23
380.37,964.99,990.51,998.25
520.59,965.08,992.59,998.27
517.0,53.41,994.19,998.29
532.2,861.97,995.31,998.3
537.17,863.63,996.11,998.31
532.54,877.54,996.5,998.33
247.3,312.28,415.35,373.08
268.34,388.81,379.88,373.4
278.34,345.49,304.32,443.02
291.6,308.31,307.21,312.58
308.05,385.04,327.54,677.76
