ActorCritic/BanditTaskLargeSparse,ActorCritic/BanditTaskSmallRich
837.13,972.4
932.25,998.56
842.1,999.37
859.94,999.62
861.44,999.74
853.54,999.81
861.2,999.86
822.85,999.89
759.2,999.92
821.35,999.93
867.32,999.95
867.97,999.96
868.61,999.97
874.3,999.98
874.39,999.98
874.66,999.99
871.3,999.99
871.3,999.99
879.48,989.14
905.77,993.82
842.07,983.49
807.98,992.37
818.12,997.04
534.75,996.96
404.36,997.61
4.84,998.02
413.32,998.29
386.01,998.53
816.8,998.64
4.38,998.73
4.14,998.8
755.77,998.85
84.88,998.89
3.9,998.92
3.74,998.95
3.44,998.97
849.96,970.12
362.39,992.92
927.77,981.43
775.96,995.29
531.53,998.69
551.53,769.92
744.39,777.52
528.05,929.59
545.69,930.23
625.26,844.15
326.05,844.07
5.54,844.0
368.8,843.95
6.68,843.91
313.51,994.99
6.04,995.1
322.44,995.2
6.01,995.28
794.12,960.61
804.15,45.83
913.69,28.25
776.28,982.08
832.09,987.98
411.65,871.65
780.73,998.45
432.22,998.95
506.92,999.26
542.96,999.46
526.66,999.6
528.13,999.7
630.59,999.77
561.95,40.87
410.69,40.76
572.47,40.66
532.83,980.41
557.63,980.41
301.1,974.32
847.67,989.4
918.82,813.03
625.0,25.56
693.37,24.62
667.94,997.03
783.48,997.83
784.99,996.92
779.22,997.63
780.33,998.12
750.89,998.47
484.87,998.73
772.09,998.92
772.06,999.07
547.18,999.19
743.3,999.28
744.84,999.36
743.99,999.43
338.69,51.4
709.83,963.98
766.44,31.94
495.3,19.81
248.67,836.18
764.35,22.65
540.01,105.86
393.34,19.63
766.32,997.03
778.74,997.45
777.76,997.76
780.14,997.99
781.23,998.17
404.73,998.3
584.31,998.41
775.44,998.5
49.38,997.71
48.64,997.84
452.3,47.56
907.48,970.34
386.3,992.22
710.82,823.87
639.09,20.17
614.61,17.84
498.24,17.15
611.11,850.15
776.91,998.07
775.19,998.35
775.26,998.55
778.8,998.69
771.49,998.79
769.61,996.47
505.69,996.67
774.25,996.84
772.31,996.97
483.4,997.09
790.78,34.94
784.7,960.71
690.68,991.22
36.01,896.99
580.84,988.46
685.48,991.68
834.02,989.29
681.03,988.3
898.69,996.46
844.12,996.99
41.49,997.36
908.55,997.63
802.03,997.82
235.7,997.98
652.32,998.1
770.46,998.19
911.83,998.27
497.28,998.34
342.85,30.96
451.42,970.97
854.33,986.8
690.28,969.5
250.34,933.5
442.65,990.1
81.82,974.13
828.88,987.49
908.02,995.35
124.22,995.9
783.41,822.93
820.74,995.66
813.8,996.06
904.28,996.37
812.44,996.61
426.87,996.81
877.06,996.97
630.88,997.1
108.41,29.68
944.28,976.79
839.56,985.64
682.17,991.0
654.02,943.56
701.62,376.92
149.56,376.55
274.91,47.84
909.09,47.85
769.96,991.95
822.99,992.63
826.23,986.12
830.88,994.51
811.26,994.85
841.38,995.11
831.9,995.32
934.77,995.48
877.13,995.62
34.11,26.99
907.33,968.38
912.23,970.82
80.27,983.74
119.58,840.05
88.24,357.83
111.67,37.97
832.87,37.78
44.38,37.75
754.55,304.67
797.47,269.46
764.63,269.59
801.27,280.19
806.5,862.82
806.28,719.71
826.49,719.88
660.15,720.02
662.92,720.13
36.77,27.63
934.57,969.96
916.09,983.14
851.56,988.26
122.83,354.84
174.54,26.07
576.0,25.67
95.04,25.64
897.54,856.26
642.02,794.74
85.42,795.24
56.54,265.01
762.11,265.13
839.47,265.21
708.28,799.23
102.02,799.39
807.86,806.45
674.34,806.49
748.09,25.63
939.53,979.35
925.87,970.53
872.56,591.17
173.58,24.97
70.78,24.38
183.38,216.45
148.78,664.89
895.98,675.46
885.13,667.43
120.07,268.26
660.12,263.18
761.5,64.88
753.6,32.15
754.23,31.71
638.29,888.88
762.55,889.16
764.68,847.58
452.6,30.12
939.12,974.97
922.93,921.28
881.3,982.0
571.27,23.54
81.01,873.25
149.52,879.11
122.29,652.92
129.34,665.39
39.68,133.42
899.64,132.03
224.84,31.0
901.0,834.72
896.66,768.96
85.18,769.19
88.5,853.1
649.83,626.87
53.13,627.0
36.4,28.8
106.07,968.55
891.76,975.77
879.41,970.65
132.02,959.69
188.17,876.15
141.74,925.2
713.08,897.98
224.77,861.49
53.47,56.56
661.09,852.81
891.1,791.58
892.66,832.31
898.2,733.5
768.32,737.51
204.93,737.7
899.48,731.52
201.73,731.58
32.43,27.71
913.82,970.76
798.71,965.59
874.88,967.5
608.2,971.44
153.15,903.68
221.58,894.08
206.08,897.66
229.55,914.42
211.7,732.01
757.75,731.11
749.53,730.35
569.19,565.29
819.66,564.93
559.59,564.6
688.24,240.25
920.76,188.86
898.37,729.03
27.66,26.75
590.75,673.33
887.15,910.65
874.96,584.09
226.83,966.54
75.51,515.92
78.33,867.4
175.86,855.59
228.91,654.15
218.3,729.83
338.27,729.04
773.91,728.38
750.02,727.84
718.99,360.74
806.92,52.7
750.64,51.01
752.79,58.58
756.93,742.52
33.71,25.84
897.57,946.69
38.32,925.4
872.16,570.49
481.46,572.86
927.01,928.6
180.31,851.61
158.3,647.94
169.33,627.35
167.37,733.02
749.26,727.92
733.71,727.34
882.03,726.88
908.3,61.12
823.58,630.22
739.72,484.64
896.77,611.64
887.54,608.15
838.4,24.99
20.8,926.72
376.4,585.58
932.43,944.74
842.22,985.03
816.4,906.43
925.45,848.89
70.4,564.48
150.47,560.56
155.11,732.77
158.44,727.55
163.16,727.0
687.43,89.27
753.34,313.56
677.53,418.04
769.63,410.7
764.09,61.61
776.5,54.49
