ActorCritic/BanditTaskLargeSparse,ActorCritic/BanditTaskSmallRich
94.05,997.76
173.6,998.95
870.12,998.7
12.06,999.1
26.49,999.29
11.95,999.48
11.56,999.61
12.28,999.71
14.44,999.77
11.97,999.82
12.62,999.86
16.09,999.89
14.41,999.92
226.64,999.93
11.87,999.95
11.48,999.96
799.8,999.97
11.64,999.97
100.05,992.81
867.57,995.66
120.63,997.1
21.52,998.84
7.3,999.07
7.56,999.34
4.85,999.25
7.35,998.64
7.0,998.97
7.82,999.21
8.48,999.38
9.52,999.5
8.01,999.6
8.31,999.67
8.83,999.73
6.57,999.77
6.37,999.81
5.64,999.84
110.12,992.7
903.23,992.71
114.72,982.03
37.4,998.29
6.67,998.85
5.17,999.16
4.42,999.35
5.37,999.3
4.96,999.46
4.9,998.84
5.97,998.48
5.48,998.65
2.44,998.79
3.41,998.89
2.34,998.98
2.36,672.48
3.29,672.51
3.33,672.53
613.52,987.58
637.78,995.34
109.59,997.97
859.85,965.17
29.94,998.31
16.81,998.79
3.63,999.08
3.19,999.27
2.76,999.4
4.0,998.98
4.75,999.14
3.97,999.27
3.25,999.38
3.07,996.9
5.95,997.03
3.35,997.14
4.43,997.23
6.19,997.31
531.56,987.25
907.99,993.53
451.08,997.39
843.35,998.55
29.9,998.99
7.07,998.29
4.22,998.7
4.37,998.96
3.48,999.14
4.62,999.27
3.28,999.28
4.18,999.38
2.44,998.62
2.0,998.74
2.6,998.83
4.16,998.91
3.87,998.98
2.9,999.05
825.39,988.35
431.57,991.16
910.15,996.59
713.47,998.23
30.56,998.8
29.57,996.72
6.94,998.59
4.91,998.93
4.47,999.15
3.1,998.95
2.32,999.08
6.16,999.17
3.69,999.12
2.51,999.21
2.16,999.28
3.66,999.34
3.52,999.38
3.61,998.3
830.49,990.73
519.79,989.79
853.49,994.74
42.22,997.46
9.06,998.57
32.93,998.92
7.15,993.81
5.54,998.54
5.98,998.83
3.16,999.03
5.0,999.17
4.1,999.27
2.7,999.05
3.66,999.17
2.39,999.26
2.08,999.33
2.79,999.39
3.22,999.43
817.89,989.59
615.27,986.72
32.77,966.76
274.44,996.53
14.88,998.27
11.17,998.72
13.36,978.69
365.14,978.91
411.68,978.99
6.59,998.67
5.28,998.86
3.87,999.0
3.55,999.1
2.61,998.69
3.26,998.84
3.19,998.95
1.95,999.04
3.28,999.11
824.3,988.45
667.43,941.94
783.78,935.91
16.13,987.32
189.39,995.57
857.39,998.44
11.38,998.75
685.56,977.64
281.57,977.86
322.36,977.9
419.42,973.64
45.41,998.61
39.65,998.76
5.14,998.87
3.76,998.15
2.69,998.33
2.12,998.48
2.63,998.6
495.99,990.13
388.02,930.48
13.4,986.87
411.74,946.84
12.9,993.36
13.44,994.88
11.82,998.47
12.45,998.71
472.3,968.51
594.46,144.06
16.25,143.73
50.88,143.51
36.65,143.37
47.17,143.28
6.41,143.21
5.39,997.24
2.66,997.49
4.62,997.7
535.5,984.48
765.57,971.05
606.35,768.96
586.72,922.37
10.78,805.13
12.51,642.93
601.98,589.83
576.26,998.39
578.19,998.6
414.81,998.73
689.42,142.05
7.68,142.11
15.38,142.18
7.52,142.25
37.53,142.33
44.83,142.4
4.96,996.55
5.38,996.73
613.94,985.52
458.93,984.92
349.74,958.4
23.59,980.67
11.18,940.57
11.46,993.4
392.68,594.01
9.07,501.51
320.76,140.42
159.99,998.4
28.93,998.53
27.72,998.25
6.87,138.28
6.52,994.85
4.83,993.12
4.08,993.64
3.44,994.08
2.93,994.44
660.36,982.94
448.7,984.0
585.64,875.16
28.77,137.8
10.58,802.58
11.33,992.47
444.69,992.78
24.45,127.8
317.31,127.83
446.84,989.45
11.95,136.49
8.11,989.35
23.7,992.06
627.34,991.93
54.92,992.41
60.28,990.16
4.63,982.64
38.07,983.19
655.78,953.47
98.69,984.28
15.3,985.41
11.91,932.37
12.75,543.15
10.11,541.31
293.19,533.14
198.28,122.52
453.9,99.23
97.74,98.91
38.17,98.71
591.24,849.85
23.84,845.03
500.77,844.72
254.68,844.45
6.61,844.33
12.92,845.92
11.94,845.73
815.09,944.89
504.89,984.15
56.75,542.64
12.02,425.22
12.76,16.93
9.02,951.32
513.36,502.93
279.5,551.81
310.25,98.24
167.93,93.03
437.59,92.84
502.87,92.7
35.04,945.5
36.54,922.35
323.74,930.78
258.82,946.97
265.11,947.22
537.76,920.66
487.89,941.66
631.77,992.22
580.2,586.32
10.87,357.06
8.93,15.66
646.95,949.38
276.18,515.38
7.73,92.87
203.26,716.97
249.17,716.85
29.26,629.71
453.44,628.43
320.06,835.5
141.34,834.97
533.71,834.5
342.95,834.08
51.14,833.71
139.32,833.38
459.16,951.02
27.35,958.05
532.75,432.76
7.52,966.58
10.39,943.27
360.37,19.75
25.56,846.73
7.99,845.41
76.83,625.75
23.67,623.94
13.22,622.33
16.24,620.9
36.83,619.63
154.51,618.5
417.25,79.56
92.28,78.36
308.12,650.58
505.82,653.65
245.32,986.55
251.99,441.06
13.81,954.56
888.79,873.06
161.8,939.01
8.41,15.62
15.56,845.21
22.75,843.68
126.14,842.63
7.75,681.68
6.89,615.93
36.34,614.37
16.02,483.11
589.33,287.73
138.97,286.24
67.67,284.93
27.41,283.78
25.42,39.9
900.79,986.21
10.66,611.75
22.65,949.51
12.67,950.08
226.4,16.33
9.92,14.4
13.22,843.83
25.97,842.35
28.98,841.38
27.98,604.87
17.13,577.16
521.53,572.86
143.17,561.92
281.13,559.94
77.67,94.26
523.58,21.26
551.33,22.46
507.96,21.58
