ActorCritic/BanditTaskLargeSparse,ActorCritic/BanditTaskSmallRich
854.68,995.97
153.61,997.71
140.88,999.43
844.78,999.65
855.06,999.75
101.98,999.82
9.75,999.86
9.27,999.89
8.31,999.92
7.74,999.94
7.22,999.95
7.73,999.96
7.13,999.97
7.64,999.98
7.47,999.98
7.91,999.99
7.75,999.99
6.56,999.99
811.23,988.93
793.11,339.12
811.08,997.52
811.49,988.61
36.96,999.02
7.69,999.39
6.54,999.6
5.78,999.73
5.0,999.81
4.04,999.87
3.96,999.9
3.57,999.93
3.05,999.95
4.62,999.96
4.69,999.97
4.25,999.98
3.94,999.98
3.75,999.99
754.54,988.11
817.39,990.61
582.49,992.74
853.67,996.27
8.95,970.29
8.27,930.39
7.8,971.33
10.16,999.08
9.05,999.32
4.83,999.49
3.75,999.61
4.42,999.69
3.22,999.76
7.49,999.81
7.06,999.85
7.16,999.88
4.19,999.9
3.74,999.92
811.42,985.64
775.95,751.72
825.77,37.09
807.64,993.36
782.73,707.51
634.06,373.46
9.88,970.93
10.11,998.13
4.04,998.59
6.16,998.9
5.28,999.13
5.22,999.29
4.39,999.42
4.06,999.52
4.78,999.6
4.47,999.66
3.92,999.71
3.76,999.75
824.6,988.51
824.2,37.48
818.45,32.78
151.77,31.47
85.76,302.24
22.93,370.75
74.72,689.1
9.34,955.54
26.07,956.1
5.15,956.49
5.66,998.52
5.69,998.76
5.03,998.94
4.02,999.09
4.09,999.2
3.98,999.29
3.74,999.36
3.3,999.42
704.91,981.97
831.44,33.88
497.98,33.86
796.34,30.22
428.56,993.39
74.16,949.62
134.79,995.38
7.16,996.57
124.73,955.21
188.47,957.78
4.86,958.07
23.47,958.28
3.97,958.43
3.29,998.72
4.46,998.86
3.69,998.98
3.95,999.07
3.34,999.15
812.35,979.85
813.64,32.33
853.02,33.17
801.7,815.59
104.51,816.17
300.84,31.11
23.48,907.66
279.41,928.98
531.87,930.23
393.78,964.42
125.08,964.88
29.56,958.25
3.68,958.46
3.74,958.62
3.23,998.64
5.68,998.79
3.42,998.91
3.05,999.0
649.88,976.95
419.76,31.54
481.58,33.43
419.54,814.66
444.91,815.47
798.64,816.32
128.46,30.62
853.16,923.78
845.15,966.82
29.65,927.07
171.61,955.24
68.22,966.81
46.43,967.14
22.88,967.4
21.03,998.48
23.56,998.67
22.71,998.82
22.86,998.94
715.77,961.38
857.18,31.37
452.38,28.36
611.23,814.64
371.3,815.06
790.89,816.32
863.06,30.32
853.73,913.58
701.47,951.67
854.65,957.61
30.37,934.82
404.01,955.45
100.4,955.89
453.28,998.06
318.33,998.36
4.15,998.59
82.9,998.78
24.65,998.93
638.57,959.72
444.46,27.84
706.35,29.02
775.74,815.2
81.92,815.66
407.0,644.3
767.05,30.11
682.1,995.01
861.84,923.69
130.75,935.38
129.61,928.27
136.04,955.24
211.36,997.45
411.21,997.9
116.35,998.26
116.49,998.54
148.65,998.76
342.68,998.94
698.75,971.75
864.51,859.89
885.77,29.39
402.19,816.09
69.1,32.56
780.7,32.4
796.19,29.99
58.67,994.28
704.72,995.78
822.23,926.0
848.03,931.2
374.84,955.11
867.78,997.23
109.69,997.76
109.55,998.17
427.05,998.49
99.05,998.74
230.35,998.95
303.88,955.64
856.71,844.76
420.25,30.35
780.07,34.87
68.19,33.31
857.23,34.15
70.63,30.01
62.51,29.98
853.56,995.21
849.92,996.41
737.76,954.21
121.84,996.26
101.57,997.03
102.05,997.62
292.12,998.08
113.67,998.44
355.15,998.73
526.67,998.95
388.64,972.41
835.25,838.77
449.19,814.69
390.76,37.12
333.74,38.23
421.87,35.04
66.97,30.3
74.16,30.12
860.69,994.62
848.82,995.96
865.06,996.94
842.79,995.97
906.54,996.82
119.13,997.48
804.64,997.99
3.59,998.39
541.89,998.71
42.93,998.95
819.09,955.72
844.07,859.78
400.35,859.62
405.23,815.15
42.45,816.87
779.45,818.24
81.97,35.2
27.05,35.1
817.38,997.48
709.27,995.49
868.95,996.58
852.68,997.39
888.87,996.61
896.25,997.34
120.6,997.9
817.79,998.34
862.12,998.68
904.58,998.95
676.71,951.77
505.7,860.89
95.49,930.96
101.83,37.06
526.66,37.19
37.88,34.05
462.76,820.2
588.6,634.63
32.93,996.7
33.01,992.84
902.87,996.19
697.17,997.1
909.13,997.78
884.74,997.18
412.0,997.8
858.45,998.28
818.53,998.64
832.47,998.93
37.5,877.49
757.95,859.3
59.85,871.71
573.79,869.1
36.28,816.95
483.21,77.21
56.69,772.31
26.13,36.96
84.8,995.43
46.92,996.2
30.37,993.25
903.03,996.74
885.19,997.52
906.89,998.1
912.49,997.67
901.79,998.19
477.83,998.59
893.43,998.9
367.38,978.82
856.97,992.01
125.99,936.94
26.96,134.01
30.86,68.96
749.82,70.5
30.17,41.69
135.34,773.71
24.45,994.54
81.08,995.34
86.2,992.46
87.39,996.28
916.7,997.17
886.86,997.84
904.24,998.35
898.08,998.06
858.8,998.5
910.46,998.83
374.39,975.61
842.53,923.35
937.26,856.62
774.65,936.13
509.0,105.48
315.2,103.03
786.04,974.46
63.9,987.56
280.93,990.18
437.42,993.64
457.28,994.48
78.65,992.83
878.42,996.66
897.19,997.45
876.68,998.06
906.37,998.51
883.95,998.36
872.77,998.73
606.41,965.38
24.87,984.84
30.45,871.71
854.7,258.34
32.52,714.79
17.71,285.94
17.35,966.34
38.53,974.48
53.91,984.83
68.17,983.43
65.25,985.07
76.98,989.14
77.41,992.96
759.62,996.81
812.99,997.55
823.87,998.12
857.56,998.55
861.08,998.58
