OpALPlus/BanditTaskLargeSparse,OpALStar/BanditTaskLargeSparse,OpALPlus/BanditTaskSmallRich,OpALStar/BanditTaskSmallRich
196.19,198.59,495.75,538.84
194.83,199.01,494.02,341.12
193.6,202.65,491.35,312.31
193.69,208.01,411.27,88.38
194.43,224.07,412.17,51.17
194.91,229.6,337.13,11.05
198.94,198.04,323.46,6.41
198.83,202.91,311.13,3.8
198.93,203.89,252.78,405.53
200.86,200.75,227.78,211.85
201.16,157.99,184.02,173.55
201.17,159.77,243.27,103.09
202.87,159.98,150.37,8.76
203.15,158.79,140.78,1.79
207.12,174.4,88.91,1.62
206.97,168.66,105.34,1.5
208.41,93.52,105.05,1.42
209.34,148.4,51.14,1.35
209.99,160.63,11.77,1.29
196.91,196.34,493.99,442.4
195.37,199.43,490.44,369.02
195.04,203.13,484.77,346.79
194.29,198.48,419.17,215.25
194.35,189.36,435.36,136.35
196.25,197.54,356.59,44.59
196.68,197.87,356.97,16.52
196.4,198.71,355.83,18.46
196.06,198.61,340.58,452.6
200.05,156.2,313.42,471.12
201.78,159.25,278.02,465.47
202.96,329.5,301.8,462.6
204.55,333.16,257.26,531.59
205.09,340.16,332.51,528.6
204.75,342.36,329.75,6.34
205.95,330.77,157.48,4.76
205.98,324.44,140.85,3.47
205.94,350.75,145.29,2.84
205.32,357.27,123.33,2.38
197.88,196.49,488.07,445.7
195.95,199.62,479.94,409.81
195.99,205.12,470.35,399.62
195.16,205.5,410.86,367.2
194.89,201.5,452.28,306.69
196.56,228.5,419.3,335.53
197.48,239.96,362.94,131.03
198.18,204.77,356.22,43.7
199.17,566.4,356.07,24.58
199.83,511.35,361.89,585.46
199.55,374.65,358.86,505.98
202.58,533.18,353.65,513.06
202.57,821.26,344.49,511.47
205.17,902.41,304.92,554.51
206.33,903.57,345.89,495.6
206.84,907.38,318.99,561.1
207.31,911.37,285.06,640.39
209.44,910.16,323.48,163.39
208.23,915.55,255.98,151.67
193.61,204.19,491.3,231.34
194.44,226.19,410.99,27.0
198.95,199.58,319.21,4.65
198.94,197.29,251.24,313.87
201.16,160.91,177.65,119.14
202.88,160.36,148.83,6.94
207.16,179.55,85.77,1.54
208.37,103.92,103.89,1.38
209.99,108.23,10.72,1.28
224.53,92.45,4.84,1.2
228.74,233.46,4.73,1.13
229.25,99.19,3.32,1.08
237.54,89.31,2.41,1.03
186.43,56.2,4.86,0.98
175.29,35.21,3.76,0.94
204.27,31.12,2.98,0.91
202.83,31.83,2.43,0.87
171.06,30.15,1.98,0.84
156.72,31.04,1.69,0.8
195.06,203.56,484.75,354.38
194.36,189.11,435.49,133.16
196.69,199.47,357.07,30.47
