ActorCritic/BanditTaskLargeSparse,ActorCritic/BanditTaskSmallRich
76.0,88.4
76.1,83.7
1.0,56.9
65.7,56.8
47.9,56.8
50.3,56.8
50.8,57.1
56.7,57.1
55.7,57.1
56.6,57.1
56.4,57.1
56.6,0.1
57.0,0.1
56.9,0.1
56.9,0.1
56.7,0.1
51.5,0.1
56.7,0.1
80.7,86.4
79.0,88.1
84.6,89.3
1.0,89.7
80.4,89.7
83.9,57.2
78.8,57.2
50.7,57.2
54.8,57.2
54.3,57.2
53.9,0.2
49.9,0.2
49.9,0.2
50.0,0.2
50.0,0.2
49.9,0.2
50.0,0.2
50.0,0.2
2.1,96.1
1.0,86.8
0.9,89.0
1.5,89.3
2.1,89.6
1.7,89.7
81.8,83.9
84.0,70.5
0.8,70.5
87.0,70.5
85.1,70.5
85.5,70.5
63.1,70.5
66.1,70.5
63.4,70.5
62.7,70.5
53.9,70.5
54.0,70.5
1.8,96.0
0.9,95.6
1.2,96.0
52.3,95.8
81.6,95.8
1.1,93.2
78.0,96.2
74.0,96.8
85.3,96.8
0.7,96.8
85.0,97.0
86.0,97.0
85.8,97.0
89.3,97.0
87.5,97.0
86.3,97.0
0.6,97.0
85.6,97.0
1.6,94.9
1.6,95.4
1.0,97.4
1.3,95.4
64.6,95.7
77.5,96.2
76.8,96.2
78.7,95.7
76.4,95.7
76.6,96.8
78.1,96.8
81.6,96.8
85.4,96.8
54.5,96.8
81.7,97.0
0.7,97.0
82.3,97.0
0.7,97.0
1.6,90.1
2.1,94.9
2.3,96.9
2.2,96.0
1.4,93.2
78.5,91.3
3.2,95.9
2.5,95.9
79.1,91.8
80.3,90.8
72.7,90.8
77.6,90.8
71.7,96.8
78.8,96.8
47.9,96.8
71.9,96.8
78.4,96.8
86.3,96.8
1.4,88.3
1.6,94.9
1.8,96.9
0.8,93.1
65.0,86.6
2.3,87.3
75.1,84.9
66.2,85.0
78.7,85.0
73.1,85.3
15.1,85.3
77.6,85.3
76.5,66.3
76.0,66.4
78.5,84.1
82.4,84.1
82.1,84.1
86.5,84.1
1.9,87.8
66.9,96.7
1.3,96.9
44.7,76.6
2.0,96.9
2.2,87.3
69.3,84.9
77.2,84.9
83.0,84.9
73.4,85.0
73.8,85.0
0.5,80.7
65.5,80.7
0.5,82.8
78.0,84.1
79.3,84.1
81.8,84.1
82.0,84.1
1.6,93.9
1.7,96.7
0.9,96.8
2.7,92.2
2.6,88.8
2.6,96.0
68.2,84.6
2.4,84.8
4.3,84.8
0.4,84.9
13.1,84.9
3.2,84.9
0.5,84.9
49.8,84.9
20.0,69.3
70.5,84.0
72.9,84.0
80.1,84.4
1.6,91.0
1.5,96.8
1.0,96.9
3.3,97.7
2.9,95.7
65.9,92.2
4.4,82.7
69.0,79.5
4.4,79.5
73.2,79.7
79.0,79.6
68.9,79.6
64.7,79.8
63.6,38.4
81.8,62.9
80.1,62.9
4.8,83.9
2.2,83.9
2.0,92.7
1.4,96.8
1.0,96.9
1.2,97.7
2.6,88.0
67.2,97.2
4.7,62.2
2.8,72.5
4.1,62.4
63.8,68.3
1.1,85.8
78.9,85.8
64.5,86.0
73.2,86.0
70.2,86.0
72.1,63.1
80.7,32.7
64.0,30.8
4.5,93.8
0.5,96.8
1.0,96.9
1.0,97.7
1.1,70.3
2.5,97.2
2.9,86.2
6.2,74.6
4.3,66.0
4.6,66.1
79.3,84.3
82.2,85.6
81.0,85.6
75.3,85.6
63.0,85.9
81.2,85.9
2.3,64.4
2.3,86.5
4.5,93.5
0.8,96.8
0.6,94.9
1.1,97.7
0.6,92.9
5.1,97.7
3.1,81.5
4.3,72.3
5.0,62.7
4.9,76.5
4.9,76.5
79.3,75.6
79.4,28.5
81.2,32.3
82.3,73.1
81.7,62.5
82.1,31.0
81.3,68.6
1.1,94.6
1.0,96.9
0.8,92.8
5.6,97.7
0.6,96.7
1.2,97.7
76.8,44.1
78.5,54.1
3.6,76.1
78.8,81.4
80.0,74.3
82.2,11.3
81.6,28.5
79.4,42.7
79.7,69.6
79.5,55.4
80.2,56.0
82.5,47.0
1.2,92.5
0.9,97.0
1.5,86.3
7.7,97.7
0.9,97.7
0.9,85.3
12.5,86.7
14.9,13.0
4.8,82.3
6.3,75.0
80.0,53.7
71.1,11.3
71.0,28.3
71.1,45.4
79.1,60.3
80.0,62.5
80.3,62.5
80.3,14.3
1.6,94.4
1.0,92.5
0.7,97.6
8.0,97.7
0.9,97.7
0.9,85.4
7.0,32.8
7.2,77.7
7.6,66.0
73.5,87.3
83.7,32.2
86.6,70.5
88.0,57.9
82.9,46.3
81.9,18.6
82.0,19.6
74.5,19.8
7.3,0.1
1.4,97.5
0.9,97.2
0.4,97.6
91.5,97.7
3.0,97.7
0.9,24.1
0.9,80.5
7.1,62.1
7.3,84.9
7.8,84.7
7.8,84.7
83.9,84.7
83.6,84.7
83.5,84.7
83.7,84.7
83.9,84.7
67.5,0.3
82.7,0.3
1.3,97.5
0.9,97.6
0.4,97.6
91.2,97.7
68.8,97.7
1.6,81.2
7.3,59.8
0.9,84.9
7.3,85.0
7.4,84.8
7.6,84.7
82.9,84.7
83.3,84.7
83.6,84.7
84.0,84.7
84.4,0.5
84.4,0.5
83.7,0.3
1.8,92.1
0.8,98.2
0.4,97.6
16.4,97.7
78.1,76.6
68.2,87.8
2.1,64.2
6.0,84.9
40.0,85.0
72.4,85.1
81.0,84.6
81.1,84.7
81.0,84.5
82.6,84.2
82.5,84.2
83.3,0.5
82.9,0.5
83.3,0.5
