ActorCritic/BanditTaskLargeSparse,ActorCritic/BanditTaskSmallRich
819.45,966.97
879.15,998.82
674.32,999.42
680.63,999.63
660.77,999.74
136.07,999.81
882.89,999.86
647.4,999.89
873.37,999.92
136.08,999.94
830.96,999.95
832.94,999.96
833.58,999.97
941.84,999.98
749.52,999.98
751.61,999.99
751.83,999.99
695.6,999.99
905.35,895.16
847.62,978.28
887.56,992.72
881.39,998.5
216.47,999.27
893.38,999.6
149.15,999.76
149.06,999.84
149.07,999.89
151.86,999.92
153.7,999.94
148.7,999.96
152.02,999.97
845.41,999.97
150.12,999.98
151.37,999.98
151.39,999.99
585.28,999.99
897.34,866.19
834.19,885.95
208.49,986.92
871.78,971.4
204.52,959.72
205.42,996.42
202.04,998.6
206.58,999.05
899.04,999.33
918.58,999.51
153.0,999.65
155.18,999.73
156.48,999.79
157.52,999.83
151.16,999.86
155.53,999.89
845.25,999.91
156.24,999.92
815.11,908.1
853.83,984.92
827.85,991.01
201.11,936.13
183.61,946.21
208.89,373.2
210.86,789.08
249.81,274.94
214.39,981.41
828.96,996.88
215.47,997.31
899.6,998.6
152.86,998.82
151.97,998.99
152.94,999.4
153.36,999.47
154.74,999.54
152.48,999.59
760.75,856.25
142.38,991.93
869.92,913.24
929.16,233.28
210.38,971.17
203.65,271.03
877.84,274.56
799.66,962.91
212.89,982.24
165.99,923.82
216.34,924.15
215.0,996.01
820.31,996.44
861.02,996.8
148.86,988.41
149.18,988.57
151.84,988.71
771.97,988.82
753.01,908.01
775.3,769.76
860.29,992.38
181.84,315.71
919.02,860.65
878.68,957.66
184.68,961.79
879.89,963.98
86.64,964.78
886.63,965.33
895.64,965.72
70.51,316.42
870.57,558.88
73.08,938.0
75.02,998.87
203.97,987.62
151.56,987.79
150.82,987.94
885.46,887.0
83.68,811.71
888.46,982.95
896.48,982.55
959.08,807.06
190.08,941.68
189.32,942.74
131.96,890.99
173.69,931.35
158.36,932.19
94.77,928.67
907.08,996.19
144.72,985.98
115.72,986.32
182.6,986.58
69.47,986.8
258.36,966.26
123.38,966.41
830.75,875.8
114.41,717.59
846.31,873.97
156.52,995.44
849.81,868.3
858.13,969.62
166.49,957.74
935.02,963.17
851.88,952.32
155.5,896.4
142.75,407.82
138.22,935.82
149.81,936.12
770.93,953.79
194.75,951.24
116.12,951.46
101.21,951.64
70.17,951.8
834.48,702.88
736.57,868.04
615.25,977.6
892.19,915.61
197.33,748.88
780.84,900.11
629.33,781.01
305.07,408.49
188.95,971.32
927.19,924.73
840.74,981.19
817.41,981.79
479.18,982.09
88.31,982.48
143.11,982.78
866.22,980.88
74.04,922.46
117.58,922.61
829.44,680.16
896.98,74.36
96.42,928.36
853.48,976.65
46.26,987.36
242.46,756.77
168.95,994.04
205.15,997.75
941.68,963.76
308.06,965.04
864.25,960.9
848.25,414.92
94.38,410.75
889.41,410.56
775.03,410.41
789.55,410.27
141.68,410.16
516.16,410.06
876.98,834.62
843.77,885.41
88.45,832.54
84.02,760.9
14.68,993.96
149.17,221.35
35.31,984.19
264.73,985.27
948.23,952.13
881.01,897.79
801.38,891.76
780.92,892.46
80.83,917.96
138.79,898.41
137.74,920.35
858.31,920.72
71.19,921.03
892.07,921.28
830.26,840.75
725.34,775.62
747.47,919.8
79.3,887.69
301.2,988.25
125.88,990.74
24.51,980.45
225.58,981.67
964.05,976.85
169.19,910.55
960.16,911.75
252.17,909.12
900.61,909.71
877.8,906.51
903.1,935.52
901.15,935.92
862.6,978.96
962.01,979.41
815.95,899.79
797.42,818.81
758.6,744.76
13.08,923.79
17.99,985.01
653.58,979.76
170.16,953.24
57.17,954.32
227.78,947.22
296.33,947.58
905.65,943.63
228.32,946.2
135.8,943.24
184.02,943.94
237.43,941.61
180.77,942.19
969.25,979.86
188.32,980.28
819.11,901.51
7.69,739.43
826.71,740.21
71.71,822.97
9.82,898.55
465.46,974.25
488.64,966.91
8.25,967.63
3.61,968.59
6.68,969.24
837.81,969.7
298.06,979.09
248.4,982.0
224.99,979.72
257.75,980.54
973.2,981.48
969.67,865.24
214.91,865.43
853.66,932.41
6.27,818.94
13.72,862.79
10.7,833.87
9.03,941.17
472.79,946.5
30.33,929.89
3.19,961.58
3.03,962.56
646.1,963.19
2.92,943.04
572.53,943.24
838.53,932.63
671.24,919.65
829.27,920.21
238.47,915.67
783.74,870.58
242.77,995.92
830.7,917.03
7.7,884.0
12.36,837.19
8.85,737.95
9.88,212.8
37.9,938.31
10.68,909.73
25.73,870.85
2.79,959.9
2.64,960.88
2.57,961.56
2.52,962.04
2.55,962.39
2.53,903.25
2.54,904.14
979.28,993.08
628.01,993.26
980.86,995.72
769.75,901.18
23.1,840.05
541.91,811.08
3.79,770.33
9.51,906.84
36.67,105.96
2.81,866.39
2.61,945.43
2.76,891.17
2.38,992.21
2.4,995.91
2.37,996.58
2.36,997.05
2.38,997.87
905.78,992.03
908.95,992.71
980.68,993.11
982.24,995.55
794.44,920.34
71.41,829.45
521.52,799.8
6.75,597.32
3.58,645.03
31.72,102.79
2.48,869.15
2.35,972.2
2.26,883.92
2.22,310.92
2.2,311.13
2.21,995.01
2.23,995.69
17.72,996.18
880.76,996.52
870.53,991.63
403.19,995.01
972.89,995.46
668.09,902.8
59.2,789.28
11.28,759.73
46.73,623.18
481.94,644.06
3.25,97.16
2.42,831.83
2.18,965.42
2.11,969.01
2.09,974.83
2.09,985.62
773.37,989.74
770.62,987.95
690.69,994.65
787.09,995.27
804.9,995.72
834.18,994.83
811.36,995.31
