ActorCritic/BanditTaskLargeSparse,ActorCritic/BanditTaskSmallRich
822.79,482.52
823.95,151.64
794.88,984.2
432.85,986.99
449.06,937.09
455.06,511.13
451.43,511.7
457.98,511.65
466.14,511.63
918.52,511.61
920.06,511.59
511.41,511.57
512.06,511.56
589.2,511.55
916.94,511.53
561.33,511.52
918.52,510.68
918.74,510.66
784.78,737.15
797.21,886.42
672.08,969.35
854.01,979.14
413.25,981.08
402.19,699.63
851.02,449.9
850.3,358.9
283.4,523.08
873.38,681.0
897.82,680.9
899.73,680.82
395.92,589.19
443.79,832.53
796.25,832.57
455.41,709.33
898.69,709.33
898.96,709.33
610.47,637.1
622.64,853.14
627.34,767.46
702.92,798.41
664.8,868.72
208.06,938.54
750.65,782.2
752.37,689.53
775.81,801.44
756.82,514.64
808.62,515.04
750.21,514.85
730.2,514.7
866.03,514.57
323.52,514.47
733.75,514.38
605.58,514.31
649.56,514.25
488.91,622.84
647.18,778.9
599.02,752.61
339.84,783.19
652.6,629.35
520.01,628.32
251.33,550.02
551.23,623.73
519.94,522.33
767.05,521.95
765.86,521.65
767.76,707.38
769.5,707.25
324.26,618.21
770.56,618.05
294.41,617.9
241.89,634.07
242.52,648.11
602.83,807.8
595.62,874.47
618.81,743.65
109.12,544.95
464.3,668.1
463.8,747.15
541.29,603.1
498.67,623.67
501.33,608.82
434.36,484.33
575.92,484.35
537.49,484.36
356.24,816.11
838.39,833.0
765.42,669.38
321.74,730.8
324.33,527.69
327.99,527.67
616.25,653.52
615.89,835.44
179.86,936.68
573.9,724.82
542.76,385.3
466.65,582.47
473.38,669.39
454.73,670.79
0.98,670.57
573.44,646.61
642.68,741.65
661.03,644.15
798.17,643.81
312.06,690.04
201.26,690.02
248.75,690.01
603.96,985.93
380.71,986.0
632.67,796.39
629.12,892.45
517.01,888.2
569.52,525.13
561.64,558.19
104.87,480.49
2.03,796.55
1.71,634.18
0.97,668.2
87.91,667.71
636.45,655.34
462.67,33.21
303.27,15.05
370.47,6.53
370.82,6.26
360.73,6.03
320.25,363.03
800.02,362.82
613.45,922.78
595.21,871.3
594.73,950.61
3.52,487.63
4.28,549.68
2.56,514.83
2.7,497.23
2.41,623.23
0.8,677.07
339.06,543.23
377.89,573.62
371.77,391.38
358.81,422.39
315.95,35.37
317.4,16.96
231.04,16.67
240.19,328.68
292.92,8.07
587.41,802.63
589.98,928.69
10.76,712.92
3.58,374.79
3.64,386.86
10.96,292.87
2.04,623.65
0.97,769.46
0.85,367.18
494.48,376.36
828.93,646.27
340.66,645.96
197.61,541.59
169.48,541.51
181.01,541.45
172.47,685.54
181.83,658.24
333.55,658.19
528.31,757.56
587.05,670.78
9.17,725.12
2.83,575.08
2.38,352.01
2.44,534.46
1.1,528.86
0.88,488.32
0.53,232.53
794.37,212.92
537.64,815.45
522.63,480.76
345.95,480.71
324.13,481.45
461.28,481.5
166.83,481.55
167.48,352.34
645.64,36.19
609.91,951.79
451.78,712.52
517.65,689.77
482.81,459.47
2.92,365.76
2.91,677.22
1.92,494.48
0.76,277.0
0.43,293.74
106.14,198.37
755.42,533.86
851.44,219.38
249.7,187.22
293.65,186.5
300.35,529.85
314.35,529.6
294.63,536.67
311.48,536.17
12.53,969.25
9.15,508.65
10.69,909.73
3.63,647.22
16.93,480.07
1.96,953.34
1.49,526.76
0.83,520.65
0.45,662.04
190.18,218.05
377.64,631.14
380.01,172.81
419.34,233.3
308.39,163.31
309.88,750.74
191.94,750.98
229.73,274.56
731.47,274.2
559.97,966.74
530.19,555.91
3.6,535.55
3.13,488.53
0.94,381.01
0.65,366.57
1.36,574.97
0.71,576.33
0.51,556.79
254.17,271.87
373.98,271.49
372.4,541.16
276.14,229.38
205.82,231.71
243.11,694.0
276.38,689.67
252.34,689.98
527.19,650.49
7.82,900.99
538.27,661.06
17.29,529.04
2.84,489.87
0.9,571.11
0.94,378.5
0.49,745.84
0.64,976.65
0.34,968.98
684.45,967.35
80.69,799.96
365.86,640.03
273.41,618.12
769.23,615.97
246.62,634.76
193.96,640.55
203.86,640.93
200.44,202.96
10.79,936.15
546.08,857.16
4.86,418.0
2.58,782.59
1.38,509.1
0.86,417.73
0.5,39.58
0.34,978.45
0.25,978.98
493.58,978.08
278.37,978.39
96.68,978.61
110.04,970.67
181.95,970.8
183.74,970.9
185.25,780.73
232.32,980.25
732.5,984.58
18.53,882.05
14.11,838.62
4.75,442.75
1.81,482.38
1.21,446.48
2.21,355.82
1.04,39.86
0.34,980.01
0.22,542.39
219.96,409.42
118.91,882.31
112.29,979.02
191.86,981.59
206.35,982.93
202.83,983.97
388.37,984.84
384.77,984.64
192.39,985.35
547.16,805.21
19.89,750.34
3.6,500.81
2.55,388.17
0.77,193.57
1.09,318.09
0.48,986.69
0.34,986.39
0.35,398.59
0.19,929.18
47.29,920.83
48.97,979.86
250.7,982.69
141.89,983.98
260.45,984.44
149.42,985.37
504.37,986.14
198.44,985.31
21.23,811.29
8.32,878.67
2.95,312.0
1.57,387.4
2.27,254.59
0.53,986.8
0.43,986.44
0.4,967.51
0.21,978.27
0.19,931.23
145.04,974.17
144.58,982.63
149.85,983.35
235.02,984.41
191.08,984.94
149.22,985.87
525.44,986.63
259.24,987.25
429.41,510.66
12.08,882.55
2.14,324.19
1.95,519.05
0.76,984.27
0.95,987.15
0.47,986.81
0.3,968.78
0.2,971.86
0.15,969.33
0.16,971.44
123.68,982.71
130.9,984.25
106.85,985.18
458.74,986.18
180.29,986.98
176.23,987.61
478.35,988.11
