ActorCritic/BanditTaskLargeSparse,ActorCritic/BanditTaskSmallRich
31.87,285.34
55.03,6.58
47.46,4.86
747.16,2.51
73.16,3.08
852.53,1.67
963.55,1.26
964.06,0.99
964.26,0.78
972.72,0.63
973.21,0.51
973.63,372.12
974.08,372.07
974.43,372.02
974.76,371.99
972.29,371.96
972.34,371.94
970.97,371.93
72.61,405.06
57.44,729.82
281.39,778.91
78.93,768.97
75.25,150.65
693.73,374.43
73.25,3.78
854.08,372.08
923.23,897.12
937.01,897.1
965.74,897.08
964.14,897.07
977.33,897.06
928.11,897.05
969.93,897.04
970.07,897.03
970.13,897.03
974.52,897.02
133.83,810.27
78.56,708.6
59.82,441.65
84.65,312.21
63.97,820.1
738.47,827.13
62.14,694.81
61.98,731.79
148.4,733.48
751.82,845.04
71.05,867.18
72.56,867.14
77.36,897.63
775.64,897.55
745.12,897.48
794.45,897.43
794.91,897.38
717.92,897.34
410.39,789.36
86.98,685.87
60.03,700.03
96.21,504.7
84.66,806.4
85.75,379.49
63.36,552.29
65.38,842.21
567.36,841.97
57.33,733.74
66.32,704.79
58.1,704.68
57.13,333.65
56.68,386.53
54.0,386.5
692.37,386.47
226.95,832.75
573.79,832.77
396.39,863.43
408.17,771.43
68.56,685.54
67.74,521.52
84.18,866.12
119.48,897.54
93.24,891.01
69.87,636.59
72.45,636.96
66.78,636.4
65.21,635.97
61.57,635.62
808.47,670.93
809.19,682.92
51.01,682.9
51.98,682.89
52.11,682.88
51.5,684.16
98.15,856.91
101.31,741.55
84.03,763.82
67.63,734.75
72.83,678.01
99.27,760.09
53.89,510.26
771.73,491.65
59.19,765.56
58.25,621.02
59.64,793.11
64.01,793.18
61.14,793.23
539.98,793.25
81.12,886.53
30.62,886.58
14.45,886.62
19.13,886.65
75.27,775.43
537.34,172.31
133.93,689.19
70.86,172.8
67.94,700.73
68.33,744.67
56.51,682.95
56.6,818.84
65.57,832.95
789.51,837.74
801.84,838.02
803.4,671.39
26.76,671.16
27.31,679.77
26.52,815.11
25.14,815.1
747.0,726.15
26.59,726.79
429.7,854.46
489.43,758.82
77.27,717.05
69.21,547.75
93.12,53.53
66.91,207.58
70.02,208.6
55.05,249.95
548.0,823.3
56.22,824.08
787.76,823.31
27.21,764.27
28.63,679.15
751.89,755.98
751.32,668.68
747.56,668.55
408.86,25.94
275.55,25.81
632.48,855.41
479.49,373.33
226.97,641.17
68.86,561.4
69.95,513.62
466.18,24.89
59.03,341.49
197.93,351.06
59.32,801.75
25.4,897.54
530.66,898.1
37.31,665.74
34.76,665.62
33.96,671.27
748.88,671.11
31.35,670.97
32.57,26.1
672.8,25.93
34.34,827.15
652.55,791.65
339.61,742.51
107.49,588.43
214.89,526.7
72.57,24.58
310.22,342.29
56.96,909.55
41.9,828.01
50.81,828.33
540.45,660.21
29.04,810.51
29.38,810.73
32.7,693.93
33.62,698.61
30.92,698.68
29.92,704.92
22.65,704.91
490.65,843.52
460.64,89.56
446.67,644.46
531.29,53.15
645.37,617.68
64.04,24.53
68.92,894.61
660.75,976.27
439.84,976.5
453.92,58.51
67.93,861.27
32.68,818.53
37.19,620.09
68.84,726.93
122.0,659.61
108.44,659.52
26.3,659.44
29.49,665.36
633.33,839.39
435.57,634.15
338.34,667.6
679.81,53.8
709.14,512.02
740.7,24.62
167.55,976.55
35.57,976.84
257.15,976.98
25.92,26.71
34.61,902.78
33.2,903.56
31.35,876.52
37.98,876.9
46.74,610.08
45.23,609.84
70.83,601.18
71.31,758.05
633.94,865.37
561.66,899.49
666.91,675.08
517.0,59.68
680.53,59.11
682.9,24.78
396.81,24.68
606.82,983.87
628.48,552.68
133.07,654.84
32.11,654.81
23.96,27.16
78.15,26.66
25.78,26.3
50.28,840.74
24.11,836.95
40.08,700.18
39.58,677.98
450.7,870.21
430.33,712.68
286.51,694.83
519.39,58.7
723.67,63.54
710.39,24.99
669.9,24.87
722.52,977.38
160.18,977.49
577.85,977.54
29.95,855.5
233.8,749.14
30.21,741.04
37.9,251.66
26.76,27.96
27.37,27.49
22.11,27.12
23.87,26.83
472.35,851.32
627.89,822.35
446.17,241.97
750.42,605.51
433.31,63.24
342.45,25.25
36.64,25.09
680.25,984.64
697.92,864.74
38.76,869.85
568.84,859.38
31.68,807.11
27.81,807.83
37.33,620.82
37.65,876.94
38.54,877.0
29.86,788.3
44.64,795.51
35.39,835.11
624.74,700.86
493.46,245.51
286.76,643.59
765.9,24.82
285.95,24.71
225.61,25.49
346.59,25.47
607.13,667.74
359.12,975.1
168.29,975.85
32.42,734.06
30.25,735.55
29.88,726.8
29.83,942.94
37.67,944.03
115.4,969.94
41.45,970.75
473.83,764.36
278.86,880.9
591.1,907.04
42.95,695.03
593.12,766.71
351.09,25.14
493.16,915.74
615.12,759.71
354.11,759.18
346.41,760.58
629.38,758.59
30.74,694.79
684.61,909.51
625.19,918.88
694.77,928.19
71.98,918.81
83.88,966.57
49.05,968.21
41.27,796.58
191.68,775.97
647.29,696.57
16.94,77.0
511.58,542.71
386.63,412.94
257.64,759.36
362.74,739.99
360.39,756.4
358.28,757.73
269.12,906.3
275.62,920.33
321.96,947.45
585.82,930.55
654.24,959.12
636.63,960.44
414.0,973.14
125.96,974.97
140.19,795.49
229.35,693.62
131.19,490.12
563.03,101.62
531.71,99.65
48.82,950.75
326.28,738.55
362.09,745.14
357.38,749.22
364.03,750.12
186.42,957.92
330.35,953.15
175.32,969.77
453.09,973.46
575.87,975.82
58.43,976.84
669.41,984.23
567.33,994.71
