ActorCritic/BanditTaskLargeSparse,ActorCritic/BanditTaskSmallRich
95.2,99.8
97.3,99.8
96.6,99.8
96.3,99.8
95.0,99.8
96.8,99.8
96.7,99.8
97.2,99.8
90.8,99.8
90.8,99.8
90.9,99.8
88.5,99.8
90.9,99.8
88.6,99.8
90.8,99.8
78.3,99.8
90.9,99.8
84.3,99.8
96.7,91.9
97.6,99.8
97.2,99.8
96.8,99.8
98.1,99.8
91.2,99.8
94.0,99.8
96.3,99.8
97.6,99.8
87.0,99.8
89.7,99.9
83.6,99.9
83.5,99.9
89.4,99.9
89.4,99.9
89.4,99.9
89.4,99.9
89.4,99.9
96.6,99.2
97.6,99.5
97.0,99.8
97.3,99.8
98.2,99.8
97.5,99.8
96.8,99.9
95.5,99.9
95.0,99.9
86.0,99.9
98.4,99.9
90.0,99.9
91.7,99.9
91.7,99.9
88.1,99.9
91.7,99.9
88.1,99.9
89.4,99.9
97.1,97.3
97.7,98.6
97.7,99.7
96.6,99.8
97.2,99.8
98.3,99.8
97.3,99.9
98.3,99.9
94.1,99.9
97.4,99.9
97.4,99.9
94.7,99.9
96.9,99.9
93.8,99.9
92.7,99.9
83.3,99.9
83.4,99.9
88.0,99.9
97.0,41.9
97.6,99.4
96.9,99.7
94.8,99.7
95.4,99.8
97.2,99.8
97.5,99.8
95.7,99.0
97.2,99.1
97.1,99.9
97.3,99.9
97.3,99.9
98.5,99.9
96.2,99.9
96.3,99.9
86.6,99.9
70.0,99.9
80.5,99.9
97.0,97.6
97.6,99.4
97.6,99.1
97.8,99.7
96.5,99.7
96.8,99.8
96.8,99.8
96.7,99.8
96.6,98.9
96.3,98.9
97.3,85.7
95.6,99.9
95.6,99.9
96.5,99.9
98.4,99.9
95.2,99.9
96.6,99.9
95.1,99.9
97.0,96.8
97.8,99.0
97.5,99.5
97.9,99.7
96.7,99.7
96.0,99.8
96.6,99.4
97.0,99.8
96.6,99.8
95.2,99.8
96.3,98.9
94.6,98.9
94.6,98.9
95.2,99.9
95.3,99.9
93.4,99.9
93.4,99.9
95.1,99.9
96.9,84.6
97.8,98.6
97.7,98.7
97.8,99.3
98.0,99.7
96.6,99.7
95.9,99.4
96.9,99.4
96.3,99.8
94.5,99.8
94.6,99.8
95.0,98.9
93.6,98.9
93.7,98.9
95.1,98.9
95.2,99.9
95.2,99.9
87.7,99.9
96.9,98.5
97.9,98.7
97.7,99.1
98.0,99.5
98.0,99.7
98.1,99.7
98.2,99.4
97.7,99.4
89.9,99.4
93.4,99.4
93.4,99.8
67.3,99.8
67.1,99.8
68.3,98.9
71.8,98.9
75.5,98.9
95.4,99.9
95.2,99.9
97.1,98.4
97.8,99.3
97.7,99.1
98.1,97.8
98.1,99.3
98.3,99.7
98.2,99.6
98.5,99.6
97.7,99.6
95.8,99.4
96.5,99.4
94.4,99.8
67.0,99.8
91.6,99.8
85.7,98.9
81.5,98.9
86.5,98.9
95.1,99.9
97.1,98.3
97.7,99.3
97.6,99.1
98.0,97.8
98.2,99.3
98.2,99.7
98.3,99.6
97.7,99.6
97.9,31.1
98.1,82.3
97.7,92.1
98.0,93.9
91.2,99.8
62.0,99.8
59.9,98.9
89.7,98.9
65.7,98.9
60.6,99.9
96.9,98.2
97.6,99.3
97.3,98.7
97.8,97.7
98.1,99.3
98.2,99.3
97.7,96.5
97.5,95.7
97.7,91.0
97.7,26.4
97.8,26.4
97.8,23.8
98.0,94.2
98.3,99.8
97.9,99.8
98.0,98.9
62.9,98.9
91.3,99.9
97.3,98.1
97.8,99.1
97.4,93.4
97.6,97.7
97.9,95.0
97.6,99.3
97.8,96.5
97.8,99.0
97.8,86.2
97.4,86.2
97.7,97.1
97.8,26.4
53.8,26.4
97.9,99.8
98.1,99.8
98.2,99.8
98.2,99.9
98.3,99.9
97.3,98.5
97.8,99.0
97.4,96.6
97.9,97.8
97.8,99.5
98.1,99.5
97.4,91.1
97.5,96.4
97.8,53.5
97.3,99.0
97.8,95.0
97.3,66.9
97.3,67.3
97.6,99.8
93.2,99.8
97.8,99.8
97.9,99.8
95.4,99.9
97.2,98.5
97.8,98.4
98.2,99.3
97.3,97.8
98.0,99.1
98.0,99.5
98.1,97.0
97.5,96.0
97.4,97.2
97.6,64.4
97.6,96.0
97.6,41.6
97.2,41.6
97.2,99.8
97.9,99.8
97.2,99.8
97.3,99.8
97.4,99.9
97.2,98.5
97.6,98.3
98.0,99.3
97.3,98.0
97.7,54.5
98.1,53.5
98.2,97.8
97.2,95.7
97.2,95.6
97.4,51.6
97.0,76.4
97.2,67.4
97.4,54.6
97.5,99.8
97.5,99.8
97.6,99.8
97.6,99.8
97.8,99.8
91.0,98.5
97.7,98.2
98.1,98.9
92.3,96.0
97.6,95.6
97.7,58.7
98.0,92.6
98.2,36.3
97.1,77.5
97.3,95.7
96.6,85.1
97.2,70.3
97.2,83.8
97.3,99.8
97.5,99.8
18.0,99.8
97.0,99.8
97.1,99.8
84.6,98.5
97.6,98.6
98.0,98.6
81.8,92.6
90.2,30.2
8.5,97.3
95.0,66.6
97.9,94.9
95.0,73.9
95.0,73.1
95.1,72.6
96.2,86.4
94.1,99.8
94.9,99.8
97.2,99.8
97.4,99.8
97.3,99.8
94.1,99.8
85.1,98.4
96.1,98.6
97.5,98.5
85.2,91.6
86.8,34.0
87.6,95.3
84.6,96.8
7.4,95.5
7.7,94.7
80.4,95.9
80.1,97.9
88.1,99.8
90.9,99.8
92.8,99.8
93.2,99.8
94.3,99.8
94.4,99.8
94.2,99.8
