ActorCritic/BanditTaskLargeSparse,ActorCritic/BanditTaskSmallRich
87.6,95.3
78.6,92.6
2.8,87.7
38.3,89.3
39.7,81.7
37.8,81.7
57.2,73.8
50.6,33.0
50.7,33.0
50.5,33.0
53.1,33.0
62.8,33.0
62.8,33.0
60.7,33.0
1.8,33.0
60.5,33.0
60.5,33.0
1.9,33.0
87.4,95.6
88.8,96.8
69.7,94.0
42.4,85.0
3.2,84.3
3.1,84.3
30.8,63.8
27.0,94.0
36.4,94.0
44.1,94.0
40.4,94.0
44.0,94.0
34.5,94.0
2.6,94.0
2.4,94.0
39.8,94.0
2.4,94.0
2.5,94.0
86.3,95.6
86.3,97.9
85.8,94.1
85.5,87.0
69.8,89.4
77.5,62.8
74.9,64.5
75.0,64.4
75.2,95.3
43.6,95.3
4.0,95.3
35.2,67.4
48.9,95.5
44.2,69.8
44.3,69.8
44.3,69.8
40.6,69.8
3.2,69.8
85.8,98.3
86.4,92.0
0.8,94.5
85.6,95.4
89.6,71.6
98.1,94.9
35.7,95.5
94.9,95.5
94.9,95.5
4.3,95.5
63.6,95.5
4.3,95.5
4.4,69.9
4.4,95.5
4.4,95.5
43.9,95.5
72.8,95.5
67.5,95.5
85.2,98.3
1.7,98.5
0.8,96.0
85.1,96.1
97.9,96.4
98.1,96.6
97.6,96.2
98.2,70.6
98.3,70.6
98.4,70.6
94.9,70.6
98.4,70.6
95.0,70.6
33.8,70.6
95.5,56.6
96.8,56.6
3.4,56.6
66.0,56.6
85.1,98.3
72.9,98.5
0.8,94.5
79.1,95.8
92.1,95.5
93.7,95.7
98.1,95.7
94.7,94.2
98.2,86.8
98.3,96.3
98.4,96.3
98.4,96.3
98.4,82.2
98.5,82.2
98.5,56.6
35.5,56.6
94.7,56.6
98.5,56.6
88.2,98.2
1.9,98.5
1.7,95.8
83.4,96.9
90.7,96.1
91.0,94.4
94.5,95.6
97.2,96.1
98.1,97.0
98.2,97.0
98.2,97.0
98.3,97.0
98.5,97.0
98.5,97.0
98.5,97.0
98.6,97.0
98.6,79.7
98.5,79.7
88.0,98.1
83.8,96.0
0.8,95.8
80.2,96.9
0.4,95.7
0.6,95.4
89.9,95.4
93.3,96.9
93.3,97.0
0.8,97.1
98.1,97.1
98.1,97.1
98.2,97.1
98.3,97.1
98.4,97.2
98.5,97.2
98.5,82.4
98.6,82.4
85.5,98.1
58.2,95.9
0.8,95.8
0.7,95.9
0.5,95.9
0.4,95.2
0.5,94.8
92.3,92.3
89.8,95.7
90.0,95.7
89.3,95.7
93.7,95.7
92.8,95.7
98.1,95.8
98.1,95.8
98.1,95.8
98.2,95.8
98.3,97.2
81.5,95.6
10.8,95.6
0.9,51.2
0.9,96.1
80.9,96.2
0.4,94.0
0.6,50.0
0.5,95.8
0.4,95.7
89.5,95.7
93.1,95.8
88.0,95.8
92.3,95.8
93.6,95.8
93.5,95.8
94.2,95.8
94.4,98.8
98.1,98.8
82.7,95.6
71.7,98.8
1.7,98.8
6.2,99.1
0.6,97.9
0.5,98.8
0.4,87.4
0.2,93.8
0.5,93.8
0.4,93.9
92.6,95.4
92.7,95.4
92.5,83.0
89.2,83.0
92.1,82.9
91.9,82.9
92.2,94.3
94.0,94.3
2.6,95.3
58.7,98.8
1.5,99.0
2.5,99.1
0.6,98.8
83.9,95.7
0.4,81.1
0.6,86.3
0.5,83.0
0.3,50.2
0.5,96.6
0.4,96.6
92.2,96.6
92.0,96.6
90.7,97.1
92.5,97.1
91.3,97.1
91.4,97.1
2.7,98.4
1.6,88.5
79.8,99.1
1.9,99.1
41.9,96.4
0.8,95.9
0.4,91.4
0.7,96.1
0.6,39.3
0.5,85.0
0.5,85.0
0.3,95.2
0.4,95.6
0.3,95.6
0.4,95.6
90.6,96.1
88.4,94.6
86.6,94.6
80.1,98.4
0.8,51.6
1.6,99.1
0.3,96.9
27.6,96.8
74.2,96.4
0.5,97.1
0.9,63.4
0.7,85.0
0.8,83.0
0.5,96.2
0.3,96.6
0.5,97.8
0.3,38.1
0.3,97.1
0.5,97.1
0.4,97.1
0.3,97.5
72.6,98.4
0.7,98.7
0.4,99.1
0.4,97.6
2.9,97.7
3.4,96.8
3.4,84.8
0.5,98.2
6.9,98.2
1.0,98.1
0.8,98.1
0.7,98.1
0.8,97.3
0.7,97.3
0.6,97.3
0.3,99.0
0.4,99.0
0.6,99.0
9.0,98.4
0.7,98.8
0.4,98.1
0.3,98.1
5.8,97.9
1.8,97.2
2.9,85.9
4.9,98.3
87.9,98.1
87.7,98.1
84.9,98.1
0.9,97.1
0.8,99.0
0.7,99.0
0.8,99.0
0.7,99.0
1.3,88.7
0.6,88.9
1.9,98.4
0.8,98.8
29.1,98.1
0.3,98.1
0.3,96.7
2.3,97.2
4.8,97.0
40.6,51.7
40.8,98.2
42.6,98.1
46.8,97.3
85.1,99.0
87.9,99.0
1.4,94.4
1.3,94.2
1.0,94.5
0.9,94.5
0.9,94.4
1.1,98.6
1.1,98.8
87.1,98.1
6.6,98.2
2.6,96.6
2.4,96.8
3.3,97.1
39.6,97.5
5.1,97.4
5.1,98.8
77.6,98.2
84.6,98.8
83.0,98.6
80.2,95.6
83.2,95.8
83.2,96.2
88.7,94.7
36.0,98.9
3.2,98.6
0.6,98.9
31.4,98.1
22.4,98.2
8.3,96.5
3.4,96.7
3.3,96.8
3.3,97.0
3.6,98.5
66.6,98.0
64.9,98.6
65.6,98.6
74.0,95.3
83.4,96.4
86.5,98.9
84.9,98.9
85.8,98.9
83.6,99.1
