OpALPlus/BanditTaskLargeSparse,OpALStar/BanditTaskLargeSparse,OpALPlus/BanditTaskSmallRich,OpALStar/BanditTaskSmallRich
205.37,213.5,509.05,584.66
208.02,243.52,518.0,574.1
212.48,257.63,524.28,645.49
216.75,262.31,546.42,661.21
219.23,293.47,567.21,892.19
245.69,388.68,569.78,979.45
251.08,433.89,587.13,991.76
264.36,456.01,567.35,994.77
273.44,497.25,588.74,997.17
280.94,530.92,593.66,998.22
299.64,536.73,601.34,998.69
244.16,540.64,606.57,999.22
253.94,562.02,612.05,999.3
259.83,583.95,618.76,999.36
262.1,598.06,623.29,999.4
377.5,601.92,636.39,999.43
396.44,603.51,640.9,999.46
423.24,621.25,673.42,999.48
439.06,627.93,693.75,999.5
205.32,219.08,514.51,534.37
208.03,235.82,518.61,544.08
212.39,253.86,522.04,584.91
216.97,302.65,527.57,636.84
219.21,335.89,551.31,660.59
240.16,393.95,561.58,675.96
249.67,435.83,543.39,881.73
259.87,448.89,544.04,882.13
268.5,484.65,543.61,980.3
276.74,531.03,581.47,987.91
256.82,538.79,596.26,991.85
239.48,555.96,599.71,994.27
320.02,561.19,602.36,998.0
347.44,580.49,605.98,998.53
364.01,597.84,607.1,998.87
376.41,602.51,612.19,999.09
393.04,610.77,613.54,999.24
396.59,608.73,613.29,999.34
437.9,610.8,658.83,999.41
204.9,220.66,511.48,548.94
207.38,257.68,527.26,550.03
211.71,283.07,533.22,564.37
216.33,273.47,538.75,592.3
230.13,391.31,545.49,587.75
237.83,417.19,551.55,603.62
242.57,447.47,544.61,672.23
258.63,466.25,568.96,683.24
260.26,499.95,570.17,974.6
292.45,533.33,574.44,943.45
300.34,545.82,584.29,979.86
331.09,549.24,569.46,987.58
340.97,556.37,585.45,991.17
337.54,595.45,587.89,990.97
364.89,616.9,587.61,993.2
377.46,620.55,550.86,994.84
395.77,646.31,585.45,996.08
405.4,651.35,585.52,994.59
441.79,664.94,590.48,995.81
212.47,260.55,526.06,649.82
219.21,365.59,568.45,954.84
251.02,438.59,588.17,993.96
273.38,495.89,589.88,998.06
299.56,538.25,601.7,998.92
253.95,560.85,612.14,999.33
262.08,598.89,623.35,999.41
396.25,613.54,641.48,999.47
438.84,631.49,693.78,999.51
456.42,655.24,889.13,999.54
460.58,665.22,890.29,999.57
453.44,653.43,894.48,999.59
481.37,679.51,941.97,999.61
499.22,687.44,984.58,999.63
456.19,684.02,992.33,999.64
535.5,675.54,996.0,999.66
537.22,714.36,997.18,999.67
522.1,730.22,997.79,999.68
579.95,744.44,998.23,999.69
212.36,254.32,522.05,583.29
219.18,336.22,551.37,653.94
