OpALPlus/BanditTaskLargeSparse,OpALStar/BanditTaskLargeSparse,OpALPlus/BanditTaskSmallRich,OpALStar/BanditTaskSmallRich
22.9,32.3,57.3,80.3
25.1,37.3,62.0,85.9
26.6,45.0,69.0,86.5
29.2,39.0,73.1,94.3
31.3,49.7,73.7,98.0
32.9,52.5,77.6,98.9
35.1,54.7,80.5,98.3
35.9,65.1,81.6,98.8
37.4,67.1,83.6,99.4
41.6,68.9,91.8,99.4
41.8,70.8,93.3,99.6
43.0,66.8,95.2,99.6
46.4,72.0,96.5,99.6
38.4,73.6,97.6,99.6
39.0,69.3,97.8,99.6
40.8,67.7,98.0,99.6
45.9,68.6,98.2,99.6
46.7,71.5,98.3,99.7
48.8,72.9,98.9,99.7
23.5,33.6,56.7,77.8
25.5,42.9,61.4,81.7
27.6,50.7,66.9,89.6
30.3,48.0,70.8,88.4
32.6,50.5,71.8,93.2
34.9,53.1,74.0,97.5
36.3,64.7,78.7,91.6
39.8,67.4,80.3,96.9
42.9,69.9,80.8,99.3
47.4,75.6,82.6,99.4
48.2,76.4,91.4,99.5
49.3,81.4,89.0,99.6
50.1,83.1,91.8,99.6
57.2,83.3,92.3,99.6
59.8,85.0,93.7,99.6
47.8,84.6,95.3,99.6
50.0,85.9,95.9,99.6
51.5,86.2,96.4,99.6
52.2,86.5,97.2,99.6
23.9,34.9,56.1,77.7
26.0,45.9,61.0,80.0
28.9,53.7,64.8,84.4
31.9,60.8,69.5,82.7
34.4,54.7,68.8,84.7
36.2,61.4,72.9,92.4
40.0,65.8,74.7,95.2
44.1,66.8,76.8,98.6
46.8,70.2,80.2,98.9
48.6,71.4,81.3,99.4
50.9,71.9,86.4,99.4
56.2,72.6,88.9,99.5
59.3,83.1,83.2,99.5
61.5,83.4,89.8,99.5
62.3,84.5,89.8,99.5
63.0,85.5,91.3,99.5
64.2,85.9,91.7,99.6
64.9,86.2,93.2,99.6
66.4,86.8,93.5,99.6
26.6,45.3,69.3,89.4
31.3,50.0,73.9,98.9
35.1,63.6,80.6,98.8
37.4,67.9,87.1,99.4
41.3,71.1,93.4,99.6
46.4,72.2,97.1,99.6
38.9,67.1,97.9,99.6
45.9,71.2,98.2,99.7
48.8,69.8,99.0,99.7
52.8,88.1,99.3,99.7
53.7,88.7,99.3,99.7
55.3,72.5,99.3,99.7
57.3,89.2,99.4,99.7
64.7,89.7,99.4,99.7
65.4,82.6,99.4,99.7
65.1,11.5,99.6,99.7
66.1,13.0,99.6,99.7
65.6,13.1,99.6,99.7
67.2,15.5,99.6,99.7
27.6,50.6,67.1,83.1
32.6,50.5,71.8,95.6
36.3,65.0,78.8,96.8
42.9,69.8,81.5,99.4
48.2,76.7,91.4,99.6
50.1,83.1,91.9,99.6
59.6,84.9,93.7,99.6
50.0,85.9,95.9,99.6
52.2,86.5,97.2,99.6
53.6,88.4,98.2,99.6
65.5,88.9,98.5,99.7
67.4,89.1,98.8,99.7
68.4,89.3,99.0,99.7
69.4,83.3,99.2,99.7
71.6,80.3,99.4,99.7
71.4,82.8,99.5,99.7
71.9,91.6,99.5,99.7
83.7,90.5,99.5,99.7
73.8,92.4,99.5,99.7
28.9,53.4,64.8,85.3
34.4,57.0,68.8,88.3
40.0,65.3,74.7,95.3
46.8,69.9,80.2,99.4
50.9,77.9,81.6,99.5
59.3,82.6,83.2,99.5
62.3,85.0,89.8,99.5
64.2,85.8,91.7,99.6
66.4,86.4,93.5,99.6
59.4,88.4,94.9,99.6
67.2,88.8,96.9,99.6
68.1,89.2,97.6,99.6
70.9,89.6,97.9,99.6
71.6,89.9,98.9,99.6
72.0,85.5,99.1,99.6
72.5,90.0,99.3,99.6
73.2,89.6,99.3,99.7
73.9,91.8,99.0,99.7
84.1,89.1,99.1,99.7
31.3,50.0,74.4,98.9
35.7,65.3,82.2,98.7
40.6,71.1,94.5,99.6
38.4,72.8,97.8,99.6
45.8,71.2,98.3,99.7
50.0,72.1,99.2,99.7
53.7,88.7,99.3,99.7
62.4,81.5,99.4,99.7
64.7,82.6,99.4,99.7
65.0,3.6,99.6,99.7
66.1,4.6,99.6,99.7
66.9,4.6,99.6,99.7
71.3,15.1,99.6,99.7
68.4,4.5,99.6,99.7
69.2,4.5,99.6,99.7
68.1,92.8,99.7,99.7
75.2,93.5,99.7,99.7
70.5,93.6,99.7,99.7
70.0,94.2,99.7,99.7
32.6,50.5,72.2,96.8
38.1,66.0,80.4,98.1
48.2,76.3,91.6,99.6
57.8,83.5,92.8,99.6
50.0,85.9,96.0,99.6
52.8,88.0,97.6,99.6
65.6,88.9,98.5,99.7
67.7,89.4,98.9,99.7
69.1,89.7,99.2,99.7
71.7,90.2,99.5,99.7
72.9,89.7,99.5,99.7
83.9,92.4,99.5,99.7
84.4,93.2,99.6,99.7
85.0,93.3,99.6,99.7
85.9,93.4,99.6,99.7
87.8,93.3,99.6,99.7
88.2,93.4,99.6,99.7
87.3,93.6,99.6,99.7
88.9,93.6,99.6,99.7
