ActorCritic/BanditTaskLargeSparse,ActorCritic/BanditTaskSmallRich
73.6,98.7
37.5,99.3
83.5,99.6
50.6,99.7
39.7,99.7
39.2,99.7
39.3,99.7
39.3,99.7
39.2,99.7
39.2,99.7
44.3,99.7
39.2,99.7
44.3,99.7
44.3,99.7
44.6,99.7
44.9,99.7
44.9,99.7
44.9,99.7
75.4,97.9
35.4,98.3
34.6,97.9
36.6,99.5
74.9,99.5
39.3,99.5
10.8,99.5
39.0,99.5
39.2,99.5
39.1,96.8
39.1,96.8
5.0,96.8
39.0,96.8
38.9,96.8
38.9,96.8
38.9,96.8
38.9,96.8
44.3,96.8
72.7,97.5
76.3,97.6
33.3,94.5
35.8,98.9
30.1,98.9
32.2,99.4
34.7,99.4
10.7,99.5
38.8,99.5
23.8,99.5
5.0,99.5
5.1,99.5
39.0,99.5
39.0,99.5
37.9,99.5
10.4,99.5
10.8,99.5
10.5,99.5
72.0,97.5
31.7,98.4
33.9,98.0
19.2,97.3
32.3,99.3
32.1,99.3
31.5,99.3
34.1,99.3
31.9,99.3
33.9,98.9
34.5,98.9
13.4,98.9
10.1,98.9
13.6,98.9
5.0,96.3
5.0,96.3
10.1,96.3
10.4,99.6
70.9,97.5
33.6,88.8
34.1,91.8
31.8,36.0
14.5,99.3
13.5,99.3
33.1,99.3
33.8,99.3
33.4,99.3
33.5,99.3
33.8,99.3
10.3,99.3
10.4,99.3
10.4,99.3
10.5,99.3
33.8,99.3
13.3,99.6
14.0,99.6
72.7,97.5
71.5,96.9
34.6,96.2
32.7,95.4
22.0,98.2
34.1,99.0
10.5,99.3
33.7,98.9
34.3,98.9
16.6,98.7
14.9,99.3
33.5,99.3
10.7,99.3
9.9,99.3
10.2,99.3
10.1,99.6
33.8,99.6
33.4,99.6
71.9,97.3
33.4,97.8
69.4,96.8
32.3,97.3
36.4,98.0
38.8,98.4
34.7,98.9
16.6,99.2
33.8,99.2
10.9,99.2
33.5,99.2
33.5,98.8
12.5,99.3
32.3,99.3
9.4,99.6
10.9,99.6
9.7,99.6
9.7,99.6
71.4,97.2
72.6,97.8
81.1,96.8
76.8,98.1
81.0,96.2
38.6,94.9
38.7,98.0
37.7,99.2
14.0,99.2
12.4,99.2
16.1,99.3
10.3,99.3
16.9,95.5
12.5,99.6
16.5,99.6
9.5,99.6
13.0,99.6
13.2,99.6
64.7,97.7
72.1,97.7
74.7,99.0
76.9,93.0
83.1,97.3
82.5,96.4
83.8,96.3
7.9,97.8
51.1,97.8
34.9,98.2
34.2,98.9
33.3,98.9
15.2,98.5
33.6,98.5
10.9,99.6
19.4,99.6
8.4,99.6
7.5,99.6
71.9,97.7
71.0,97.4
36.3,97.9
77.7,92.0
73.8,95.8
82.7,98.8
4.2,98.6
79.2,98.6
79.9,98.2
79.7,95.9
33.5,50.2
5.1,97.0
33.4,54.9
3.4,88.3
10.5,98.4
33.0,99.6
35.0,99.6
34.3,99.6
44.0,97.7
78.4,97.4
75.1,98.9
79.6,92.6
66.3,95.6
82.3,98.0
4.8,98.8
38.1,96.5
84.3,96.9
83.8,97.8
5.3,98.2
33.1,99.5
33.2,97.4
33.1,97.4
33.2,93.8
4.6,99.6
4.8,99.6
4.7,99.6
6.2,97.7
48.1,88.4
28.8,97.6
75.2,89.2
2.9,96.6
51.9,97.7
12.8,49.6
84.4,94.6
78.5,98.1
14.9,98.1
9.0,99.5
34.1,99.5
34.0,99.5
9.3,98.4
59.6,98.4
4.7,93.8
4.8,99.6
8.5,99.7
2.3,97.8
48.5,97.2
49.0,93.8
77.4,64.1
3.0,97.3
1.6,97.6
4.3,98.2
13.6,96.1
13.5,97.0
15.0,98.0
14.9,98.0
9.4,99.5
10.8,99.5
80.3,99.5
35.5,98.3
67.5,98.3
81.0,99.7
75.3,99.7
1.3,96.9
1.2,90.5
1.4,44.3
1.8,69.6
2.2,66.7
1.6,97.9
23.5,98.2
3.7,96.1
12.6,97.3
13.7,84.0
13.1,95.5
33.5,95.5
81.2,99.5
80.7,99.5
80.4,99.5
80.0,56.6
80.5,99.7
35.0,99.7
1.7,3.7
47.1,95.3
50.4,17.8
73.8,97.5
2.2,97.6
77.7,98.0
46.2,94.9
4.2,97.9
9.3,91.8
8.3,91.8
13.3,93.8
84.8,93.8
84.7,94.4
86.3,95.5
5.3,99.5
5.5,99.5
5.6,55.8
5.5,99.7
2.2,97.9
5.6,95.2
71.5,23.2
1.7,97.5
44.6,97.8
3.8,94.2
46.1,97.6
4.1,96.1
10.3,96.5
10.3,86.8
11.3,93.5
32.0,90.0
17.9,90.4
13.5,93.8
9.2,94.4
13.0,94.2
14.0,94.4
74.8,99.7
2.2,98.0
5.7,93.8
3.8,18.8
1.9,97.8
61.5,94.3
40.3,94.3
9.8,97.0
59.7,66.5
10.3,31.1
10.4,95.7
57.5,96.4
31.0,77.4
15.9,92.1
16.4,97.5
74.1,97.7
68.3,98.2
81.2,97.9
13.4,99.0
6.7,97.9
6.2,95.9
35.6,97.9
54.7,69.0
8.0,65.0
27.5,18.1
10.0,18.1
10.0,19.1
34.5,44.8
9.5,44.5
9.1,44.5
17.8,97.6
74.4,97.7
63.0,97.8
52.1,98.0
56.6,98.0
74.7,98.0
79.0,83.8
6.7,97.1
0.6,89.6
10.7,68.6
8.5,68.0
40.5,65.0
8.0,96.8
8.4,97.6
22.9,98.1
9.2,98.5
9.4,44.5
63.4,44.5
26.3,97.7
74.7,97.7
73.7,98.0
69.7,98.0
24.8,98.0
71.2,98.0
52.9,98.1
