ActorCritic/BanditTaskLargeSparse,ActorCritic/BanditTaskSmallRich
73.8,96.0
73.1,96.0
88.7,59.8
92.2,95.6
92.4,95.6
92.9,99.9
1.8,99.9
1.6,99.9
0.8,99.9
0.8,99.9
0.8,99.9
0.8,99.9
0.7,99.9
0.7,99.9
0.7,99.9
0.7,99.9
0.7,99.9
0.8,99.9
69.7,96.2
78.8,95.6
86.0,96.1
86.5,96.6
88.3,96.7
0.9,99.9
4.2,99.9
1.7,99.9
0.9,99.9
0.8,99.9
0.8,99.9
0.8,99.9
0.8,99.9
0.6,99.9
3.3,99.9
0.7,99.9
0.6,99.9
0.6,99.9
71.9,96.1
60.5,95.3
4.2,95.5
84.5,96.2
19.2,96.3
0.8,99.9
0.7,99.9
0.8,99.9
0.9,99.9
0.8,99.9
0.7,99.9
0.7,99.9
0.7,99.9
3.5,99.9
1.0,99.9
1.1,99.9
0.7,99.9
0.7,99.9
74.1,95.5
73.6,95.2
69.7,95.6
0.9,95.6
1.0,97.0
1.0,99.8
1.0,99.9
0.7,99.9
0.9,99.9
0.9,99.9
0.7,99.9
0.9,99.9
0.8,99.9
0.6,99.9
3.7,99.9
1.3,99.9
3.6,99.9
3.9,99.9
72.4,94.7
50.1,94.4
70.3,95.6
0.9,95.4
78.2,97.5
0.8,99.8
1.0,99.8
1.0,99.8
1.6,99.9
0.7,99.9
0.7,99.9
0.7,99.9
0.6,99.9
0.6,99.9
0.6,99.9
1.2,99.9
1.3,99.9
3.8,99.9
73.7,94.8
45.4,94.9
42.6,95.5
0.9,95.6
0.8,97.4
1.0,97.9
0.9,97.9
0.8,99.8
1.1,99.8
0.8,99.8
0.6,99.9
0.6,99.9
0.7,99.9
0.7,99.9
0.7,99.9
0.6,99.9
0.6,99.9
88.9,99.9
55.0,93.6
39.4,94.2
36.1,95.5
1.0,95.2
1.0,95.5
56.7,97.8
1.6,97.9
4.1,97.9
1.0,98.0
0.8,99.8
0.7,99.8
0.7,99.8
0.7,99.9
0.7,99.9
0.7,99.9
0.6,99.9
0.6,99.9
0.6,99.9
43.9,89.9
41.1,94.3
64.9,95.7
1.0,96.7
0.9,95.5
40.2,97.8
31.6,97.8
0.9,97.9
0.8,97.9
0.8,97.9
0.8,99.8
0.7,99.8
0.7,99.8
0.8,99.9
0.6,99.9
0.6,99.9
0.6,99.9
0.6,99.9
88.4,92.3
61.4,71.2
59.4,96.0
0.9,96.6
1.2,96.7
57.2,97.8
0.9,97.9
0.9,97.9
0.9,97.9
64.8,98.0
79.2,98.0
53.5,99.8
27.0,99.8
47.3,99.9
54.5,99.9
94.8,99.9
41.7,99.9
44.4,99.9
42.0,69.3
40.5,94.9
47.9,2.2
0.9,96.6
0.7,96.7
56.7,97.9
10.1,97.9
0.8,97.9
0.8,97.9
47.9,98.0
49.3,98.8
83.4,98.8
89.1,99.8
95.7,99.9
93.0,99.9
45.7,99.9
52.6,99.9
94.8,99.9
43.1,3.5
42.6,98.3
25.0,11.6
0.9,96.2
0.7,96.7
74.8,97.8
32.8,97.9
0.9,97.9
0.7,97.9
35.4,97.9
52.9,98.8
47.1,98.8
24.2,99.9
38.1,99.9
33.7,99.9
41.3,99.9
68.2,99.9
36.3,99.9
85.2,3.5
42.9,98.3
1.1,69.4
0.8,75.1
0.7,96.6
69.9,97.8
36.1,97.9
0.9,97.9
0.7,97.9
0.6,98.7
75.8,98.7
35.8,98.8
38.4,99.9
54.7,99.9
42.3,99.9
40.2,99.9
88.4,99.9
85.5,99.9
40.6,69.1
38.8,95.1
1.0,69.3
0.8,69.2
0.7,96.6
67.4,77.0
32.0,97.8
0.6,97.9
0.6,98.7
0.6,98.7
17.4,98.7
75.4,98.7
37.2,99.9
52.0,99.9
63.7,99.9
43.9,99.9
82.9,99.9
38.4,99.9
61.2,69.2
37.0,95.2
0.9,69.6
0.7,95.7
0.7,96.5
3.8,97.4
50.2,97.5
0.7,97.8
0.6,98.7
0.6,98.7
0.6,98.7
55.3,98.7
20.7,99.8
63.0,99.9
25.7,99.9
70.0,99.9
77.5,99.9
60.6,99.9
37.7,69.3
38.6,95.5
0.8,95.1
0.8,71.6
0.7,96.1
3.0,97.5
58.3,97.5
0.6,98.7
0.6,98.7
0.6,98.7
0.6,98.7
0.6,99.8
0.6,99.8
0.6,99.9
1.2,99.9
1.2,99.9
24.7,99.9
14.3,99.9
42.9,93.5
10.5,95.5
0.7,72.9
0.7,95.6
0.7,96.2
1.3,98.5
1.1,98.5
1.0,98.6
0.6,98.7
0.6,98.7
0.6,98.7
0.6,99.8
0.6,99.9
0.6,99.9
0.6,99.9
0.6,99.9
0.6,99.9
0.6,99.9
67.8,93.5
1.0,94.2
0.7,68.5
0.7,95.3
0.7,75.5
0.8,98.5
0.8,98.2
0.7,98.6
0.7,98.7
0.7,98.7
0.6,99.8
0.6,99.8
0.6,99.8
0.6,99.9
0.6,99.9
0.6,99.9
0.6,99.9
0.6,99.9
89.5,69.8
1.2,98.6
0.8,69.1
0.7,71.6
0.7,97.8
0.8,73.3
0.7,98.1
0.8,98.5
0.7,99.1
0.7,99.1
0.6,99.8
0.6,99.8
15.8,99.8
0.6,99.8
0.6,99.9
0.6,99.9
0.6,99.9
0.6,99.9
89.4,92.7
1.2,98.6
0.6,72.0
0.7,71.7
0.7,71.7
0.7,73.3
0.7,98.1
0.7,98.4
0.7,98.9
0.6,99.7
0.6,99.7
0.6,99.8
0.6,99.8
0.6,99.8
0.6,99.9
0.6,99.9
0.6,99.9
0.6,99.9
