ActorCritic/BanditTaskLargeSparse,ActorCritic/BanditTaskSmallRich
8.4,99.7
8.4,99.8
4.2,100.0
3.0,100.0
2.5,100.0
2.8,100.0
2.5,100.0
1.9,100.0
2.5,100.0
2.0,100.0
2.1,100.0
2.1,100.0
2.1,100.0
2.1,100.0
2.1,100.0
2.1,100.0
2.1,100.0
2.8,100.0
73.4,97.4
93.0,71.1
2.3,93.2
10.8,99.1
12.3,99.8
4.5,99.8
4.0,99.8
9.7,99.8
59.6,99.8
31.3,99.8
23.2,99.8
1.9,99.8
2.7,99.8
2.9,99.8
2.8,99.8
2.8,99.8
2.8,99.8
2.8,99.8
89.9,83.4
69.1,95.9
45.9,92.4
39.2,90.3
40.5,94.9
91.4,94.1
34.1,86.1
11.2,99.6
13.1,99.6
13.3,99.6
11.7,99.6
4.2,92.5
6.7,92.5
58.3,99.9
58.2,99.9
3.5,99.9
60.9,94.6
61.6,94.6
49.7,41.8
75.9,67.7
47.4,88.1
42.4,46.3
41.5,58.9
44.1,99.4
40.0,97.2
95.5,99.3
98.3,99.3
97.6,96.6
64.7,96.6
98.0,96.6
97.8,96.6
3.8,96.6
3.9,96.6
4.4,96.6
11.0,96.6
11.1,96.6
48.8,81.6
48.0,35.2
42.5,93.9
42.0,92.4
40.2,92.9
45.0,49.8
41.3,39.7
39.9,98.1
41.8,98.1
36.7,98.1
92.7,98.1
98.4,98.1
98.3,98.1
3.8,98.1
4.0,98.1
3.9,98.1
3.9,98.1
3.8,98.1
90.2,62.4
40.5,98.0
40.1,87.8
39.8,52.7
31.5,96.3
42.2,79.0
84.9,82.7
42.7,49.6
42.0,92.4
38.3,89.1
38.6,58.7
35.9,56.6
68.4,82.6
64.6,91.5
35.3,90.2
98.4,98.1
3.9,94.4
32.1,94.4
90.4,60.9
82.4,87.5
37.1,83.8
40.0,90.5
41.5,91.1
35.4,83.8
41.5,88.9
83.4,95.3
83.2,74.3
58.7,93.1
40.2,98.3
35.9,50.9
11.9,55.6
40.5,72.4
4.5,72.4
4.4,90.8
36.5,96.1
36.5,94.9
90.1,92.2
43.2,53.6
40.2,85.3
32.6,95.1
31.3,74.8
32.1,43.3
39.4,48.1
37.8,63.4
40.9,98.3
37.1,98.3
3.4,98.3
31.1,98.3
42.1,98.3
10.2,98.3
65.7,97.7
4.3,96.1
4.4,95.9
4.4,53.0
85.5,60.1
65.9,92.3
31.2,80.0
38.2,94.4
32.7,82.6
46.9,99.0
36.4,93.7
35.6,96.1
35.4,96.1
30.4,96.1
30.4,94.0
30.7,94.2
33.5,49.8
32.7,96.3
2.9,75.2
4.7,52.5
32.6,30.6
32.7,56.6
85.0,96.0
47.7,51.6
47.4,95.1
32.1,49.0
44.1,54.8
34.0,76.7
31.3,68.5
35.5,52.1
35.6,92.3
30.0,93.8
33.1,78.3
32.9,80.3
32.6,43.1
32.3,43.1
30.0,96.0
30.1,96.0
31.5,96.0
30.1,96.0
85.6,93.1
85.2,53.5
31.8,92.7
32.5,89.3
38.3,84.5
37.2,67.1
35.2,66.7
40.9,42.2
64.0,99.9
29.3,93.9
29.5,93.9
31.7,79.3
37.2,91.7
30.1,95.9
30.3,98.2
0.9,74.5
0.8,74.5
0.8,75.4
86.5,92.4
45.0,71.5
47.1,92.7
31.2,46.8
40.9,93.2
35.7,45.0
44.5,57.9
34.1,75.4
58.2,87.2
30.8,88.8
39.6,76.7
9.8,74.7
30.6,86.4
1.0,87.7
0.8,87.7
0.8,76.7
0.7,76.7
0.8,75.3
85.0,95.0
56.9,83.2
61.8,90.7
31.9,68.3
3.9,44.6
27.6,82.7
22.5,35.0
6.5,64.9
5.8,81.3
2.5,78.5
4.1,52.0
0.4,87.5
0.7,87.5
0.7,88.2
0.6,88.2
0.5,88.2
0.6,79.0
0.6,74.6
84.6,57.8
47.4,52.8
48.6,90.2
48.3,74.2
7.9,45.5
32.5,54.7
10.0,93.0
7.0,67.8
6.8,59.3
1.8,57.9
0.7,81.5
0.7,71.8
0.7,73.1
0.4,68.0
0.6,67.7
0.5,70.6
0.4,61.7
0.3,61.7
84.4,99.0
47.4,71.7
48.1,90.1
47.1,95.2
3.8,38.4
24.4,47.7
41.2,89.2
13.2,85.4
1.6,91.5
1.7,85.9
0.9,90.5
0.7,38.7
0.6,74.8
0.6,75.2
0.5,71.0
0.3,71.0
0.3,81.9
0.4,63.4
82.6,99.0
44.8,81.5
48.1,91.2
44.2,94.7
17.2,45.7
3.0,57.4
3.0,36.4
0.9,15.5
1.1,78.7
1.0,77.8
0.7,76.6
0.8,87.3
0.7,86.3
0.6,53.7
0.5,29.9
0.5,54.2
0.3,67.4
0.3,67.8
64.6,53.9
25.5,86.7
5.5,42.9
45.6,45.4
2.5,45.3
3.8,68.3
0.9,75.2
0.7,32.1
1.1,71.9
0.9,46.0
0.7,83.7
0.6,83.7
0.5,83.9
0.5,85.5
0.4,83.5
0.4,84.1
0.4,84.1
0.2,84.2
59.9,87.9
42.9,58.2
46.0,50.5
45.5,89.7
2.7,93.4
1.6,80.5
1.0,80.2
0.8,80.0
0.8,78.8
0.9,79.8
0.5,55.2
0.6,54.5
0.5,60.8
0.4,61.5
0.3,83.4
0.3,82.4
0.2,82.2
0.2,83.1
81.5,52.4
16.7,53.3
45.3,50.7
45.0,51.8
1.2,86.3
0.8,79.7
1.3,79.5
1.1,9.8
1.0,44.5
0.8,45.3
0.6,28.0
0.6,23.0
0.5,22.2
0.4,22.0
0.2,21.7
0.2,21.0
0.2,1.5
0.2,1.5
