OpALPlus/BanditTaskLargeSparse,OpALStar/BanditTaskLargeSparse,OpALPlus/BanditTaskSmallRich,OpALStar/BanditTaskSmallRich
18.6,16.8,61.2,79.8
17.9,15.0,65.0,84.7
17.8,12.0,69.0,91.0
17.7,11.3,74.2,98.2
16.9,10.4,76.3,99.2
16.8,9.3,76.8,99.8
16.5,8.7,80.2,99.5
15.8,7.4,80.6,99.9
15.7,8.5,84.2,100.0
16.6,8.7,84.8,100.0
16.1,8.4,85.2,100.0
12.2,7.4,86.6,100.0
12.1,12.5,86.8,100.0
12.0,12.4,91.5,100.0
11.5,9.8,92.0,100.0
11.3,5.0,97.6,100.0
11.1,3.4,97.8,100.0
11.2,3.0,97.7,100.0
10.8,3.0,97.9,100.0
18.5,16.1,60.6,75.6
17.7,11.8,64.4,80.9
17.5,10.5,68.7,85.1
16.7,9.3,71.2,95.5
16.3,7.8,74.8,97.4
16.0,7.3,73.7,98.0
15.5,6.1,75.8,98.4
15.0,5.6,78.3,99.2
14.9,3.4,80.4,98.8
12.1,3.1,80.5,99.6
11.8,2.4,83.8,99.8
11.2,3.0,84.9,99.9
10.7,2.7,87.2,99.9
10.5,2.6,85.7,99.9
10.0,2.3,85.5,100.0
9.4,2.1,87.1,100.0
9.3,1.9,95.7,100.0
9.1,1.8,96.8,100.0
8.8,1.7,97.0,100.0
18.2,15.3,60.6,74.7
17.6,11.3,64.1,78.0
17.3,9.8,68.1,85.5
16.3,7.7,70.4,88.4
16.0,7.1,73.8,93.3
15.2,5.7,72.7,96.7
14.6,4.8,75.0,97.9
12.0,3.1,76.9,97.1
11.8,2.6,79.1,97.3
11.1,2.6,80.4,97.9
10.4,2.1,80.5,98.2
10.2,2.0,81.4,98.7
9.7,1.8,84.0,99.2
9.1,1.8,86.3,98.9
9.0,1.7,85.3,99.6
11.6,2.9,87.5,99.6
11.4,2.8,90.7,99.6
11.3,2.7,92.0,99.8
11.2,2.2,92.5,99.8
17.8,11.7,69.3,92.4
16.9,9.8,76.6,99.2
16.5,8.5,80.1,99.6
15.7,7.4,84.4,100.0
16.1,8.3,85.3,100.0
12.1,9.0,87.0,100.0
11.5,9.1,92.0,100.0
11.1,3.0,97.8,100.0
10.8,3.1,97.9,100.0
9.5,2.6,98.6,100.0
9.3,2.2,99.0,100.0
12.2,24.6,99.8,100.0
15.2,3.0,99.8,100.0
13.6,4.4,99.8,100.0
13.5,31.6,99.9,100.0
14.4,36.0,99.9,100.0
12.1,37.1,99.9,100.0
12.4,23.9,100.0,100.0
12.7,25.4,100.0,100.0
17.5,10.4,68.7,86.5
16.3,7.6,74.8,97.6
15.5,5.9,75.9,98.7
14.9,3.3,80.4,98.9
11.8,3.1,83.8,99.8
10.7,2.3,87.2,99.9
10.0,2.0,85.5,100.0
9.3,2.0,95.7,100.0
8.8,1.7,97.0,100.0
