ActorCritic/BanditTaskLargeSparse,ActorCritic/BanditTaskSmallRich
62.7,98.4
8.7,99.1
19.6,99.7
44.3,99.9
76.2,99.9
28.0,70.4
28.0,70.4
28.0,70.4
27.9,70.4
48.3,70.4
24.2,70.4
24.2,70.4
48.2,70.4
48.2,70.4
48.2,70.4
48.2,70.4
48.2,70.4
48.2,70.4
63.1,95.3
48.8,93.9
5.2,95.9
5.0,99.6
9.0,99.6
9.6,89.2
9.8,95.8
9.8,97.0
9.6,87.8
7.8,87.8
7.8,87.8
9.7,87.0
7.7,88.5
7.7,88.5
7.7,88.5
4.2,88.5
7.8,88.5
4.2,88.5
61.5,91.2
4.7,93.8
2.6,90.2
6.5,97.4
4.6,98.8
8.6,82.3
7.3,77.8
7.2,77.8
9.0,82.3
7.2,82.3
7.7,82.3
9.4,82.3
96.7,82.3
96.7,98.3
96.8,98.3
96.8,98.3
96.7,98.3
96.7,98.3
23.2,87.5
3.9,95.5
37.1,95.8
0.7,95.7
4.9,92.4
0.6,84.1
0.5,88.1
3.1,85.3
51.0,91.6
4.8,86.8
8.7,90.4
3.1,82.3
3.5,82.3
8.6,82.3
3.6,82.3
6.8,82.3
7.5,82.3
3.8,82.3
5.2,85.2
4.1,93.2
0.7,95.7
0.8,98.3
0.6,97.6
4.7,83.9
0.5,92.1
3.2,93.3
2.8,13.1
4.3,13.0
2.2,88.1
2.6,90.2
48.4,90.2
2.1,90.2
48.4,90.2
1.1,90.2
2.4,90.2
2.3,90.2
24.3,86.4
10.8,97.3
0.9,87.8
38.3,96.1
5.0,96.9
0.5,84.1
0.5,91.7
0.4,94.6
0.3,93.8
0.2,85.8
2.1,85.8
0.2,79.2
0.2,78.9
0.3,88.1
1.1,88.1
0.1,88.1
0.1,20.1
0.1,20.1
10.5,94.6
18.9,72.4
5.4,87.7
10.3,90.2
4.1,95.9
3.9,91.7
0.6,88.4
0.5,92.6
0.4,6.9
0.3,88.3
0.2,88.4
0.1,87.5
0.1,87.5
0.2,87.5
0.1,77.7
0.1,77.7
0.1,77.7
0.1,77.7
15.6,91.4
54.1,13.1
5.3,89.6
37.8,6.9
0.5,95.9
25.5,64.4
0.4,94.7
0.4,67.6
0.4,90.9
3.0,84.2
3.2,83.9
0.3,88.0
0.1,6.3
0.1,6.2
0.1,6.2
0.1,6.2
0.1,6.2
0.1,6.2
11.8,95.8
9.9,96.1
31.6,90.0
2.8,65.6
57.9,73.4
31.2,93.2
0.5,66.5
0.4,68.3
0.4,90.8
3.2,84.0
0.3,84.0
0.2,86.0
0.2,6.3
0.2,6.2
0.1,6.2
0.1,6.2
0.1,6.2
0.1,6.2
34.4,90.9
2.7,94.2
12.3,9.1
17.5,68.5
2.3,69.1
1.1,66.5
4.2,65.7
5.2,65.6
0.5,65.0
3.6,70.0
3.4,84.3
0.8,89.3
0.8,61.0
0.1,66.0
0.2,6.2
0.1,6.2
0.1,6.2
0.1,6.2
27.2,93.8
1.9,95.8
27.1,89.2
16.5,67.7
3.1,69.0
57.1,65.7
0.7,69.0
0.9,64.3
0.7,63.3
57.0,11.9
10.4,87.0
9.3,67.7
58.8,88.1
20.9,68.3
0.1,60.8
0.2,6.2
28.8,68.4
0.1,6.1
14.8,86.4
2.0,72.1
2.2,89.3
13.4,12.4
27.7,72.1
23.4,68.3
14.3,68.7
1.1,3.4
33.6,4.6
0.6,4.6
0.7,66.1
21.2,66.1
3.7,66.1
3.3,65.2
0.9,65.2
3.8,65.6
0.8,89.6
10.3,68.4
17.0,93.4
8.3,94.5
0.7,49.7
10.8,11.1
11.7,70.3
27.2,91.6
10.6,6.7
0.5,6.1
0.8,78.7
1.5,84.9
4.0,84.9
38.5,65.9
3.7,66.4
4.7,65.1
4.1,65.1
4.1,65.1
0.8,86.0
5.1,86.0
33.8,92.2
0.8,96.8
0.5,9.7
2.2,71.8
35.4,70.3
7.3,62.0
1.0,62.0
0.5,5.3
0.7,64.9
0.6,65.2
62.2,64.6
1.4,63.6
12.5,63.7
1.4,85.6
1.1,85.2
6.6,85.2
20.3,85.3
4.6,85.3
33.1,91.7
33.9,94.9
3.5,18.5
34.7,72.1
39.4,70.5
20.0,56.4
1.1,62.4
0.8,65.5
0.2,64.3
20.0,65.5
4.7,63.7
0.4,56.4
1.6,55.5
0.6,79.2
4.1,79.2
0.6,79.2
1.5,79.7
3.4,79.9
20.8,95.7
0.6,94.8
2.0,11.0
20.1,11.0
40.1,9.4
9.8,11.0
27.0,3.7
0.2,64.6
0.2,64.6
0.4,64.6
0.6,64.6
0.2,64.9
1.6,63.9
0.6,63.9
1.2,55.2
0.4,35.1
0.6,77.4
0.5,77.4
2.8,94.0
0.5,68.9
2.1,11.0
3.4,11.0
14.5,9.6
0.7,67.8
0.1,64.8
28.8,4.4
4.1,65.7
0.2,64.3
1.2,64.3
0.7,64.2
1.1,64.2
0.6,62.9
0.5,62.9
0.8,62.9
0.6,62.9
0.4,54.3
8.8,94.7
0.5,88.7
2.1,10.8
3.0,11.0
2.2,76.9
0.7,4.5
53.9,4.0
0.7,84.9
62.0,5.7
0.4,39.5
0.1,33.1
0.7,64.3
0.6,62.4
0.6,62.4
0.6,62.4
0.5,48.3
0.5,52.0
0.5,52.0
1.2,81.2
0.5,91.6
2.0,10.8
1.9,11.0
2.2,77.5
0.1,3.8
50.1,84.7
0.4,65.7
62.1,18.4
0.4,17.5
0.5,17.4
0.6,18.1
0.6,16.8
0.5,22.3
0.5,20.6
0.4,16.0
0.5,16.0
0.5,15.7
