OpALPlus/BanditTaskLargeSparse,OpALStar/BanditTaskLargeSparse,OpALPlus/BanditTaskSmallRich,OpALStar/BanditTaskSmallRich
210.56,222.53,484.49,388.14
215.54,232.45,478.67,250.98
219.94,220.35,462.73,118.29
218.55,236.66,328.81,64.49
220.74,243.44,274.49,33.5
223.68,239.44,244.27,45.43
201.8,263.85,278.43,25.1
206.84,257.0,257.52,15.75
207.06,198.39,160.21,10.29
208.26,124.45,124.68,8.25
208.77,141.69,108.5,6.78
208.57,186.66,135.01,9.34
208.81,317.39,112.71,7.49
206.54,360.15,105.42,7.16
207.51,358.98,43.35,6.42
207.81,493.19,43.83,6.04
208.33,172.24,36.86,5.57
184.92,496.54,27.21,5.2
183.06,539.87,21.17,4.89
204.52,213.52,489.85,455.86
206.54,218.42,486.21,321.09
208.63,223.46,485.01,280.69
210.78,239.7,381.31,120.96
212.7,248.86,369.83,80.06
214.47,262.14,286.97,129.67
215.68,263.53,372.79,95.47
190.96,294.03,313.2,98.08
184.98,313.31,315.06,76.14
176.07,307.3,276.74,30.36
172.89,315.91,284.47,18.04
173.28,323.22,394.64,12.66
168.27,341.01,353.86,93.46
168.7,323.04,315.52,19.06
175.26,155.2,107.15,19.01
173.27,359.74,105.44,14.81
172.97,353.07,87.95,11.5
236.88,370.96,79.96,9.8
239.09,532.56,74.28,8.48
202.51,205.53,494.44,503.88
203.93,209.75,490.06,399.97
205.05,222.55,494.77,366.18
205.89,228.25,417.98,271.14
207.1,238.13,394.52,143.15
208.38,172.95,447.17,342.63
206.7,166.62,445.37,466.31
207.39,145.6,409.75,349.58
210.92,149.73,319.07,206.55
167.63,156.4,359.75,113.29
163.68,325.63,540.06,100.0
168.04,324.16,457.34,100.93
164.21,139.11,496.42,111.01
161.84,141.65,404.91,632.83
149.23,141.56,303.86,618.69
145.98,369.53,316.93,610.01
147.71,496.98,299.17,335.09
229.36,505.76,182.43,128.05
230.08,499.14,136.19,484.57
219.95,220.99,462.56,114.98
220.73,243.53,273.05,24.78
201.78,263.17,276.53,19.17
207.05,196.18,159.29,9.06
208.74,182.02,107.2,6.21
208.9,323.66,112.4,6.86
207.45,364.94,42.88,6.28
184.39,369.93,36.55,5.38
182.94,509.71,20.63,4.8
247.83,555.12,12.04,4.38
255.58,715.94,30.55,4.05
257.55,757.4,46.65,5.3
256.68,756.71,51.85,4.95
257.15,754.5,42.13,4.65
303.5,757.85,26.55,4.39
305.01,761.77,21.01,4.15
312.5,767.79,13.13,3.94
319.33,775.31,11.0,3.74
323.18,789.84,9.31,3.55
208.63,223.09,485.05,271.79
212.69,249.15,370.04,74.15
215.67,258.96,374.1,82.7
184.98,306.04,316.04,67.86
172.91,313.17,286.17,16.69
168.26,216.62,355.48,93.75
175.21,368.64,108.07,18.35
172.92,163.04,88.84,11.08
238.96,496.84,75.15,8.19
249.7,523.92,43.88,6.64
257.56,724.81,105.43,5.45
258.87,580.04,105.71,4.63
261.24,584.12,89.15,4.33
296.04,724.5,585.89,8.81
308.27,729.36,546.0,7.79
328.54,738.78,552.97,6.68
313.23,746.83,270.24,5.85
311.66,737.53,291.46,5.21
315.92,744.96,108.79,4.67
205.05,222.07,494.78,364.94
207.1,230.2,395.0,133.82
206.72,164.4,445.68,488.76
210.93,149.21,320.12,239.91
163.37,193.58,537.91,102.19
164.22,336.44,488.31,96.51
149.23,369.61,306.02,631.41
147.7,371.57,300.99,371.3
230.13,417.97,137.89,215.22
234.7,697.54,104.0,482.0
198.36,704.62,97.36,315.1
178.58,721.08,575.8,12.98
160.07,530.57,573.56,9.96
162.16,224.71,588.62,9.86
142.03,659.71,596.64,7.96
260.54,734.67,885.65,838.48
263.44,722.4,614.46,862.35
312.78,144.34,617.36,879.16
316.23,198.23,613.11,862.62
220.72,243.21,273.36,18.93
206.81,303.09,263.81,10.49
208.47,142.45,106.07,6.0
206.4,331.98,97.83,6.61
184.22,485.64,35.99,5.26
181.95,551.77,17.34,4.54
255.3,717.09,30.51,4.04
255.14,756.96,69.49,5.11
256.93,758.13,42.92,4.66
308.07,759.55,22.6,4.28
315.65,773.11,13.27,3.96
335.17,773.59,10.21,3.66
327.48,822.12,8.09,3.4
332.82,825.87,6.66,3.16
392.13,840.11,2.05,1.34
387.94,916.52,1.49,1.21
362.79,916.57,1.32,1.1
505.08,919.43,1.17,1.0
517.15,919.09,1.03,0.91
212.66,247.91,371.32,85.68
190.96,293.17,314.7,83.03
172.93,312.93,277.32,14.82
168.64,164.87,348.04,25.94
172.85,369.79,90.4,10.84
251.55,706.65,58.62,7.36
257.26,574.39,109.16,5.4
265.76,586.7,92.87,4.32
295.5,723.81,589.8,9.21
318.53,731.0,544.42,7.52
308.68,742.77,337.73,6.07
318.88,746.62,296.41,5.04
302.59,743.71,103.43,4.39
323.52,772.19,121.22,4.31
324.95,767.57,93.73,3.81
334.28,875.25,102.83,3.44
420.28,905.01,2.28,1.19
171.33,334.25,1.84,1.08
495.05,59.93,1.53,0.99
206.68,231.34,399.96,132.49
207.73,184.31,411.46,382.0
163.4,139.34,335.52,105.41
161.86,137.31,499.51,117.66
146.31,485.74,307.24,479.33
232.23,528.25,127.57,635.43
198.43,698.77,103.74,295.83
184.85,583.29,580.19,12.66
163.05,587.77,588.26,11.35
205.14,586.78,857.11,861.11
263.06,709.11,625.31,861.29
314.71,152.14,614.84,920.96
325.58,155.27,608.86,918.39
320.55,6.29,773.85,813.26
343.39,40.5,782.31,826.57
487.42,23.64,787.46,907.58
493.38,4.97,810.52,908.64
497.35,4.55,771.63,893.84
359.78,5.4,775.48,897.57
198.61,290.98,268.21,12.37
208.42,297.5,106.92,5.68
207.17,466.06,41.36,5.86
182.62,548.28,19.6,4.72
254.82,720.09,30.48,4.04
257.01,754.04,64.86,4.96
303.05,766.64,29.43,4.43
313.46,800.15,13.58,3.99
334.66,821.22,9.56,3.6
336.6,848.09,7.26,3.26
392.87,913.88,2.07,1.35
337.15,914.47,1.44,1.18
503.09,917.14,1.22,1.04
515.83,919.53,1.03,0.91
504.29,920.64,0.9,0.81
550.9,918.14,0.8,0.72
561.41,922.18,0.71,0.64
574.6,913.18,0.63,0.57
593.23,913.22,0.56,0.51
215.67,285.41,376.87,97.51
172.95,316.56,279.98,14.31
175.04,160.95,116.52,18.04
238.43,488.59,78.76,8.26
256.84,697.94,122.55,5.4
265.94,734.95,104.91,4.34
307.53,721.67,590.25,8.2
309.87,752.03,564.32,6.44
315.4,744.8,316.65,5.01
323.08,769.58,121.86,4.2
326.2,755.78,100.86,4.0
361.87,903.19,5.06,1.27
366.3,68.47,2.07,1.12
493.64,5.67,1.58,0.99
512.54,5.09,1.08,0.88
379.79,4.27,0.92,0.78
523.83,3.92,0.8,0.7
544.53,3.84,0.71,0.63
715.08,3.55,0.63,0.57
206.79,178.24,463.66,558.59
163.37,152.65,338.09,102.57
149.23,478.13,358.72,651.29
230.12,506.29,157.54,482.89
195.35,187.11,107.83,679.47
178.03,232.37,582.17,12.74
169.03,718.09,590.2,10.56
262.64,721.58,826.55,878.64
314.24,147.38,615.69,914.08
321.44,163.89,758.2,933.32
347.0,21.7,772.96,933.82
493.87,7.08,779.81,934.68
497.18,3.58,771.96,931.5
359.87,2.62,736.67,928.49
508.25,2.4,4.66,1.03
530.62,2.22,3.68,0.92
374.39,2.09,1.34,0.82
490.43,2.92,1.24,0.74
712.48,2.78,1.02,0.67
207.45,182.26,139.07,6.89
206.29,335.36,97.21,6.17
182.29,549.52,19.56,4.71
257.34,770.4,25.18,3.91
257.88,758.85,45.63,4.72
311.55,773.76,20.01,4.13
323.39,827.51,9.77,3.64
332.18,836.4,6.92,3.22
417.02,915.55,1.85,1.27
360.71,918.17,1.28,1.08
513.15,919.77,1.04,0.92
511.71,920.23,0.88,0.79
564.84,912.89,0.76,0.68
568.2,913.31,0.65,0.59
591.65,913.45,0.56,0.51
751.38,913.57,1.23,1.19
761.97,913.83,1.16,1.13
763.9,913.7,1.1,1.07
760.23,914.0,1.04,1.02
184.97,324.26,318.04,29.11
165.05,321.46,358.96,17.75
238.11,534.89,81.62,8.09
258.95,711.0,109.38,5.03
294.42,726.36,583.05,11.1
328.41,746.63,553.41,7.37
319.66,743.57,301.66,5.44
322.45,764.06,102.41,4.23
334.18,768.3,101.37,3.94
361.95,202.68,2.35,1.17
491.32,5.09,1.66,1.0
522.88,4.55,1.05,0.86
520.92,3.82,0.87,0.75
542.16,3.54,0.74,0.65
713.69,3.21,0.63,0.57
704.08,910.53,0.55,0.5
734.82,910.38,0.48,0.44
732.59,910.83,1.33,1.3
746.84,3.7,1.27,1.25
210.86,144.97,376.03,332.5
161.89,367.18,496.07,100.88
230.11,529.2,193.57,645.96
236.4,704.9,103.45,655.8
161.35,250.27,587.17,11.82
261.15,664.94,891.63,932.05
313.43,152.34,621.55,933.81
320.67,10.84,741.94,935.97
387.77,7.54,774.85,937.55
498.76,3.3,773.01,938.5
359.98,2.76,779.69,930.58
512.4,2.92,4.88,1.01
535.87,2.64,1.63,0.87
373.06,2.98,1.22,0.77
550.02,2.8,1.09,0.68
525.15,2.66,0.86,0.6
588.64,2.54,0.7,0.53
548.5,2.45,0.59,0.48
204.61,2.44,0.5,0.43
208.53,318.86,96.81,5.35
183.07,536.01,29.16,5.13
254.71,755.0,30.6,4.07
256.69,757.15,46.49,4.77
315.91,778.0,15.55,4.08
327.34,821.59,8.6,3.51
329.85,914.54,2.11,1.38
333.89,918.29,1.34,1.13
514.1,177.54,1.05,0.93
549.01,912.0,0.86,0.77
558.97,912.98,0.72,0.65
746.76,912.77,0.6,0.55
561.39,913.04,0.51,0.47
761.11,913.4,1.16,1.13
762.13,913.34,1.09,1.07
767.96,911.24,1.03,1.01
787.51,913.01,0.97,0.96
806.58,970.54,0.93,0.92
772.98,970.94,0.89,0.88
172.98,336.92,294.43,13.59
170.22,698.09,102.39,11.23
255.67,740.48,139.95,5.57
293.41,719.77,583.77,16.08
307.88,752.12,591.38,7.75
319.98,767.18,312.21,5.34
324.59,872.16,127.76,4.01
218.83,194.04,5.29,1.22
374.14,5.41,1.79,1.01
523.99,3.75,1.04,0.85
703.13,3.33,0.83,0.71
559.71,3.07,0.68,0.61
704.93,2.81,0.57,0.52
733.95,4.36,0.48,0.44
732.1,910.51,1.32,1.29
748.47,4.01,1.25,1.23
748.57,3.75,1.2,1.18
741.72,219.5,1.15,1.14
757.0,3.34,1.11,1.1
163.48,300.18,347.93,177.2
148.45,182.24,305.95,635.84
198.88,202.95,132.62,644.32
161.91,162.36,577.48,123.59
262.55,116.41,862.93,935.3
335.09,147.61,617.82,939.15
345.01,6.63,776.43,940.87
362.39,3.63,773.0,939.72
357.93,3.47,800.48,941.45
365.52,2.17,5.34,1.01
537.38,2.93,1.6,0.84
535.55,2.71,1.14,0.72
514.01,2.56,0.98,0.62
543.42,2.43,0.75,0.54
200.8,2.33,0.6,0.47
190.35,2.3,0.49,0.41
725.55,2.22,992.16,992.24
739.48,2.15,992.18,992.23
722.78,1.96,992.2,992.23
205.76,327.92,120.18,5.85
180.86,568.2,11.91,4.55
264.03,756.03,76.01,5.1
316.09,774.81,23.62,4.24
325.51,915.13,8.92,3.57
388.69,918.73,2.02,1.35
429.86,918.07,1.26,1.07
537.23,911.51,0.96,0.86
523.26,912.11,0.77,0.69
713.67,11.86,0.62,0.57
758.88,912.72,0.51,0.47
762.92,912.81,1.16,1.13
762.13,912.78,1.07,1.05
785.63,970.73,1.0,0.99
785.26,970.97,0.95,0.93
770.85,971.31,0.9,0.89
814.82,971.45,0.85,0.85
815.9,970.42,0.82,0.81
779.78,970.95,0.78,0.78
168.12,360.08,400.24,74.09
254.1,548.54,80.66,7.89
260.02,723.87,132.59,4.72
327.97,586.23,596.1,9.22
304.37,70.31,591.96,6.04
327.12,140.06,108.39,4.18
346.82,6.07,2.57,1.16
374.24,3.63,1.58,0.93
703.9,3.24,0.91,0.76
708.41,2.83,0.71,0.63
715.01,4.23,0.58,0.52
731.93,3.89,0.47,0.44
741.08,910.15,1.3,1.27
746.93,3.32,1.23,1.21
744.09,3.17,1.17,1.16
759.85,2.91,1.12,1.11
752.75,2.57,1.08,1.07
752.59,2.45,1.04,1.03
749.08,2.76,1.01,1.0
164.56,159.09,475.12,304.59
231.89,532.76,216.07,641.44
178.91,541.03,581.39,646.26
259.37,599.92,829.1,956.68
334.3,8.12,619.28,973.3
488.03,3.96,655.25,942.27
366.78,3.45,784.97,943.7
361.68,2.89,7.64,1.16
534.93,2.55,4.74,0.92
539.08,2.59,1.32,0.74
512.93,2.43,1.08,0.63
656.19,2.3,0.78,0.53
192.9,2.2,0.59,0.45
214.61,2.11,0.47,0.39
541.06,2.04,992.19,992.25
742.07,2.0,992.21,992.24
268.95,1.94,992.21,992.23
600.09,1.88,992.22,992.23
510.62,1.62,994.3,994.29
197.47,522.79,87.56,5.65
253.6,742.62,32.2,4.12
308.35,776.69,37.07,4.66
324.74,913.05,10.91,3.82
368.37,916.0,2.2,1.41
426.42,75.25,1.27,1.08
447.48,958.8,0.94,0.84
713.87,11.48,0.73,0.66
753.69,902.85,0.58,0.53
760.13,9.62,1.21,1.17
761.71,8.48,1.1,1.08
786.48,971.02,1.02,1.0
768.8,970.07,0.95,0.94
777.08,970.52,0.89,0.88
816.99,971.08,0.84,0.84
818.47,971.37,0.8,0.8
832.63,971.61,0.77,0.77
854.17,971.81,0.74,0.74
900.72,971.98,0.72,0.72
173.87,124.25,133.76,30.48
254.6,704.68,309.46,6.07
304.42,725.89,589.64,10.45
314.25,744.61,608.42,7.51
323.62,206.56,342.19,5.07
350.0,6.29,5.89,1.18
506.49,3.42,1.62,0.92
698.01,2.89,0.87,0.73
536.78,4.18,0.66,0.59
734.75,909.96,0.52,0.48
733.1,3.32,1.33,1.3
747.9,3.02,1.24,1.22
747.59,2.82,1.17,1.16
758.99,2.42,1.12,1.11
755.16,2.45,1.07,1.06
752.9,2.34,1.03,1.02
751.3,2.3,0.99,0.99
813.33,2.21,0.97,0.96
824.24,2.06,0.94,0.94
149.22,167.33,368.52,665.41
235.04,209.21,130.22,745.48
180.44,274.04,581.48,751.2
211.09,29.14,898.68,974.48
203.77,3.63,637.56,971.18
362.71,3.11,788.4,978.15
362.77,2.54,8.64,1.23
369.63,2.23,5.03,0.92
709.49,2.33,1.27,0.7
612.39,1.37,1.01,0.58
592.86,2.12,0.7,0.48
202.63,2.02,0.52,0.4
543.48,1.94,992.2,992.26
737.73,1.88,992.22,992.25
189.21,1.81,992.23,992.24
600.39,1.78,992.23,992.23
199.1,1.73,994.29,994.29
149.82,1.69,994.29,994.28
42.63,1.65,1.42,1.42
181.35,545.34,26.84,5.17
258.75,764.8,16.44,3.77
331.84,910.13,18.62,4.3
327.17,917.06,7.94,3.47
392.88,911.23,1.4,1.17
497.62,922.82,0.98,0.88
563.71,912.31,0.74,0.67
749.55,8.83,0.57,0.52
767.1,913.01,1.19,1.15
764.1,970.12,1.08,1.05
810.41,970.46,0.99,0.97
774.18,971.05,0.92,0.91
810.52,971.37,0.86,0.85
812.77,971.61,0.81,0.81
830.11,971.8,0.77,0.77
851.98,971.88,0.74,0.74
860.57,972.03,0.71,0.71
839.86,972.15,0.69,0.69
901.77,972.0,0.67,0.67
169.58,708.3,127.13,16.66
257.91,609.38,151.08,5.0
316.72,149.76,596.35,9.08
314.27,22.32,627.2,6.7
417.09,5.32,8.29,1.27
502.76,3.76,1.98,0.96
535.78,2.71,0.91,0.74
558.62,3.97,0.66,0.58
