ActorCritic/BanditTaskLargeSparse,ActorCritic/BanditTaskSmallRich
392.73,934.92
188.67,994.2
179.45,996.81
663.26,993.86
670.39,994.34
669.54,994.57
670.92,381.97
669.61,108.88
673.57,108.26
652.15,73.06
659.0,73.03
654.89,73.02
659.94,73.02
659.68,73.02
663.13,73.02
664.57,73.03
660.68,73.04
650.03,73.06
361.83,393.2
349.71,907.32
338.43,661.78
149.41,735.14
650.95,957.37
658.2,960.49
634.05,715.94
646.6,818.71
640.91,645.75
640.81,645.5
649.12,207.82
659.57,183.84
674.66,183.72
656.79,183.62
660.83,166.4
661.13,166.32
661.83,166.26
662.42,166.21
288.65,449.95
648.87,922.4
129.65,592.27
126.1,564.41
122.25,705.77
124.15,910.95
122.66,661.28
124.44,570.2
147.02,876.61
623.3,877.05
622.83,911.69
438.89,581.21
617.06,581.95
619.84,989.38
622.31,989.52
623.15,862.53
657.45,862.61
671.85,862.67
55.56,332.69
309.96,919.86
92.03,905.24
180.59,852.62
121.52,863.17
190.17,596.45
117.59,905.17
118.82,918.6
119.99,804.83
106.23,996.92
137.71,996.96
140.27,903.25
137.92,903.41
364.17,880.77
419.83,880.85
120.07,909.61
143.29,909.7
142.46,909.77
86.39,897.52
289.52,581.33
98.94,537.4
123.33,943.94
271.85,693.12
325.32,897.57
135.75,848.11
151.14,969.54
144.01,996.86
111.9,996.97
308.4,997.04
118.89,997.09
135.36,997.11
136.37,814.74
133.54,814.8
116.04,952.82
123.55,952.86
122.09,952.9
61.78,420.66
288.33,678.25
234.01,716.39
135.71,903.22
95.73,827.06
171.96,688.37
261.16,879.26
129.65,864.79
457.4,865.06
347.3,997.01
311.81,997.11
135.46,997.17
103.94,997.21
115.18,997.23
133.83,953.14
112.22,953.21
111.74,953.26
282.13,953.31
52.99,789.84
228.37,516.4
144.58,632.77
134.57,879.46
97.47,893.59
103.34,890.26
123.69,906.67
118.77,863.88
111.76,864.7
67.88,997.05
124.87,997.17
90.03,997.25
111.6,997.3
101.17,997.34
133.31,953.68
133.39,953.74
133.47,953.79
162.1,953.83
158.59,275.21
86.72,389.46
201.14,374.6
267.1,460.99
147.25,826.91
126.02,831.68
81.65,878.75
266.91,945.64
128.61,947.16
132.13,997.08
100.2,997.23
57.92,997.33
103.01,997.39
60.7,997.44
124.33,954.29
92.16,909.08
130.87,625.96
131.13,626.0
224.29,237.6
201.36,491.12
220.76,915.33
139.37,863.64
268.72,945.78
190.94,788.37
349.52,941.94
113.54,978.63
157.88,955.13
171.16,964.43
129.86,997.28
59.92,997.4
68.67,997.48
99.36,997.53
101.24,917.33
93.9,610.63
99.65,610.61
100.22,610.6
252.61,234.78
213.12,463.08
90.39,523.08
159.19,851.93
224.31,417.51
81.7,568.97
414.01,932.27
131.0,937.75
354.8,939.55
231.98,949.7
175.25,997.31
87.37,997.45
53.53,997.54
49.53,905.08
81.61,905.1
81.4,905.1
81.91,878.37
81.05,878.47
74.6,886.18
119.99,573.66
220.91,395.87
383.45,397.24
194.09,709.4
203.43,888.79
430.03,220.19
391.79,912.29
374.21,913.88
103.75,924.75
304.72,908.16
326.87,997.47
132.21,997.58
84.85,940.78
84.5,944.32
82.52,580.43
80.66,580.18
89.43,579.95
95.6,877.39
123.69,561.87
156.02,573.59
87.53,881.63
221.7,886.42
222.14,688.7
196.32,982.64
145.58,926.02
183.34,937.55
340.09,929.85
341.6,915.68
244.22,964.87
216.23,997.58
130.79,710.29
135.0,677.01
128.79,676.87
93.19,676.72
82.21,676.59
92.54,142.41
55.94,877.25
209.98,905.58
162.83,221.48
50.5,890.78
239.6,790.27
343.97,612.92
198.77,983.06
363.2,921.02
136.95,931.08
124.2,954.2
122.2,954.94
227.7,951.86
129.11,940.01
128.6,894.78
128.88,905.97
92.81,902.78
90.4,903.08
107.44,37.68
177.35,896.2
427.77,651.12
187.92,317.26
276.63,669.72
46.47,476.35
235.75,723.87
81.36,887.56
173.43,936.89
495.82,938.81
44.19,945.98
38.85,941.75
477.24,942.76
122.09,920.22
134.19,920.6
380.64,907.14
190.83,948.03
128.6,948.15
162.55,35.88
70.22,789.19
253.71,578.93
410.58,548.34
388.05,665.86
404.53,112.94
200.28,690.12
214.6,766.93
40.42,677.95
80.79,935.1
143.51,452.61
499.88,891.71
113.67,876.74
137.64,932.75
119.5,939.06
114.12,965.26
122.93,965.5
340.21,883.48
99.64,768.89
35.75,873.79
326.74,845.37
363.74,573.43
53.81,338.87
460.6,703.33
465.84,484.84
459.56,968.46
201.28,969.3
457.76,967.12
500.49,911.54
215.19,885.17
73.85,875.76
453.22,891.14
452.93,844.49
34.79,845.94
41.15,844.27
294.15,882.92
72.26,865.65
728.18,280.82
31.81,594.21
448.07,493.89
16.81,813.42
465.52,883.61
467.97,898.21
475.28,972.18
30.51,950.61
12.52,831.97
499.29,821.37
501.55,938.15
503.49,939.84
163.72,934.92
120.98,938.36
148.35,944.99
450.44,761.36
451.89,812.97
26.82,865.05
125.8,781.87
496.48,652.39
69.54,576.31
493.39,65.98
336.74,972.55
335.09,203.55
27.85,866.83
495.53,883.48
491.8,865.1
17.15,805.65
41.59,789.54
185.06,939.54
164.68,940.97
207.86,940.32
205.23,831.09
33.09,751.82
393.12,864.66
233.77,104.3
99.94,139.36
505.68,665.0
148.74,378.16
504.78,267.89
465.92,224.87
466.61,233.32
472.67,870.72
489.23,283.89
522.02,873.87
204.52,879.61
180.93,914.19
193.39,905.61
175.64,973.02
237.31,884.65
222.37,889.8
211.52,964.39
228.99,965.53
