ActorCritic/BanditTaskLargeSparse,ActorCritic/BanditTaskSmallRich
652.92,981.22
655.55,981.46
563.23,973.29
779.13,972.77
793.52,972.4
13.94,972.14
592.11,0.5
32.42,976.5
10.14,976.45
671.36,976.41
680.88,976.38
575.36,976.36
23.03,976.34
29.51,976.32
30.14,976.31
781.98,976.29
818.86,976.28
690.16,976.27
602.86,985.47
501.82,977.49
222.32,981.92
556.06,981.68
561.1,979.54
638.0,976.11
570.26,975.95
674.95,975.83
113.27,975.72
114.68,975.64
675.88,975.57
672.6,975.51
673.51,975.45
673.75,975.41
106.3,975.37
106.22,975.34
699.3,975.31
699.45,975.28
618.34,983.5
536.3,981.56
535.27,979.63
558.95,981.11
95.15,975.89
590.28,980.18
757.84,980.11
690.07,979.12
604.71,979.13
688.15,979.14
700.52,976.11
700.57,976.05
590.03,975.99
792.98,975.94
596.25,975.9
113.17,975.86
674.5,975.82
674.58,975.79
626.6,978.8
487.08,981.02
469.35,979.87
90.63,982.54
89.89,982.55
564.08,982.49
587.95,981.8
819.29,979.92
656.11,979.93
733.61,979.94
681.47,979.95
653.86,979.0
784.92,979.01
600.22,979.02
600.8,979.02
694.2,979.03
585.86,975.97
556.27,975.94
503.85,982.74
521.61,978.83
520.0,981.27
95.37,983.34
89.95,983.06
90.78,983.26
58.74,982.8
587.35,982.93
563.3,980.26
786.53,979.53
668.04,979.56
590.44,979.58
581.72,979.61
529.27,979.63
70.16,979.65
553.79,979.67
554.96,979.68
555.59,979.7
577.31,981.48
572.5,980.19
50.04,984.37
52.8,982.75
50.07,982.56
88.66,983.75
34.98,983.92
295.35,984.02
92.79,984.04
95.16,984.11
586.31,979.79
474.76,979.82
54.27,979.85
548.45,979.87
553.35,979.89
554.17,979.91
548.85,979.92
2.8,979.93
617.93,978.28
589.54,978.16
542.3,979.79
549.91,984.36
50.67,982.72
30.33,982.32
293.78,942.31
110.58,942.95
613.12,983.95
606.8,978.5
561.52,978.47
48.43,4.01
541.35,979.92
1.66,979.94
542.13,979.96
2.48,979.98
2.01,979.99
1.66,980.0
592.42,980.58
487.27,977.55
435.69,981.81
49.31,984.77
13.55,984.84
16.6,984.52
197.56,943.0
58.79,978.41
93.26,978.6
651.78,978.65
15.96,978.66
15.32,978.66
15.82,4.36
14.62,4.16
1.5,979.94
1.21,979.96
0.86,979.97
1.26,979.98
596.3,974.79
22.86,971.96
571.52,982.56
501.69,982.13
39.81,984.7
62.81,984.85
14.58,942.84
25.98,977.69
22.74,977.76
92.61,977.8
12.52,978.55
12.57,978.61
13.69,4.82
2.85,4.53
1.89,4.32
1.53,979.87
1.19,979.9
1.03,979.92
544.34,985.12
544.83,978.87
502.08,983.04
547.18,982.91
17.99,984.92
18.22,985.03
39.57,983.28
95.3,983.36
19.92,900.25
19.49,969.16
10.3,976.73
2.75,5.73
1.42,5.22
1.87,4.84
2.07,4.56
1.32,4.35
1.07,979.74
1.0,979.78
164.53,983.34
503.97,979.11
397.47,982.46
530.07,982.19
21.12,985.0
13.49,985.16
12.0,983.44
10.31,983.51
20.91,902.04
10.74,968.12
3.84,968.18
3.15,403.36
2.0,5.58
1.8,5.1
1.26,4.75
1.02,979.05
0.93,979.03
0.56,975.51
423.91,982.94
554.55,980.24
574.61,983.11
720.25,826.96
581.8,983.3
706.88,985.24
652.46,983.52
931.06,983.58
601.25,899.24
3.7,971.62
2.35,404.86
5.98,404.29
1.9,403.86
1.65,5.36
1.11,974.12
0.89,974.09
0.65,713.02
0.58,969.78
358.01,982.6
519.85,952.14
572.26,833.87
714.41,845.59
74.98,943.65
731.27,983.35
42.86,983.53
715.4,983.6
3.77,801.95
6.38,461.26
1.72,405.69
6.49,404.95
2.27,174.81
1.27,968.14
1.36,968.17
1.11,968.18
0.78,968.2
0.53,401.09
492.98,981.52
557.76,942.24
17.88,837.23
31.85,838.79
12.39,939.92
11.81,985.34
10.14,983.53
8.03,983.59
3.96,870.73
1.28,406.11
1.06,459.72
1.54,404.38
2.25,925.95
1.54,926.31
1.3,981.07
0.76,978.14
0.79,983.14
0.56,2.51
349.97,980.99
15.92,981.43
10.15,838.72
545.38,909.96
8.26,939.29
636.16,935.26
591.67,983.51
707.68,983.56
3.28,948.06
7.16,981.55
1.53,981.83
1.94,983.39
0.7,983.51
0.91,983.59
0.95,983.67
1.02,983.71
0.67,983.73
0.42,2.63
540.92,980.65
400.94,983.13
31.31,847.72
449.61,932.7
6.03,930.65
619.64,929.4
8.64,808.14
4.97,818.8
3.85,973.79
4.68,974.0
3.35,974.69
2.2,974.45
1.9,971.12
1.5,970.25
1.11,970.83
0.96,977.78
0.41,3.27
0.79,2.77
20.23,975.95
373.34,983.41
11.6,940.82
357.67,919.85
391.34,929.65
124.59,929.17
6.82,984.7
7.35,551.4
3.4,689.18
3.51,964.4
2.33,967.53
2.15,968.29
2.01,968.23
1.37,964.83
1.13,960.07
0.79,963.86
0.5,3.46
0.26,2.91
482.12,975.23
6.43,982.9
11.15,926.91
6.69,917.97
6.61,934.16
8.27,928.93
6.08,984.85
5.53,157.92
2.32,396.89
6.12,153.47
2.88,173.83
2.43,160.25
1.36,159.72
0.96,155.46
1.09,49.52
0.81,4.34
0.59,3.02
0.48,3.09
551.02,974.63
424.09,982.16
5.04,915.56
5.6,850.56
590.61,933.34
6.95,925.0
3.4,984.95
4.82,984.99
13.31,770.27
10.43,114.57
5.49,742.71
3.88,64.1
3.23,46.55
2.48,50.4
1.9,8.81
1.4,5.0
0.91,4.31
0.67,2.84
