ActorCritic/BanditTaskLargeSparse,ActorCritic/BanditTaskSmallRich
895.87,911.12
915.17,373.11
831.38,408.76
771.84,386.25
829.03,385.45
769.35,384.92
655.82,384.53
799.32,384.25
673.78,384.03
674.83,383.86
514.87,383.72
833.17,383.62
827.9,383.53
828.72,383.46
871.26,383.4
870.36,383.35
847.52,383.31
847.93,383.28
910.66,851.94
940.75,915.42
909.47,912.22
787.18,921.2
724.04,886.33
725.64,931.57
714.9,931.47
642.16,931.39
468.15,931.34
473.21,931.29
476.84,931.26
655.43,931.24
428.57,931.22
432.01,931.21
431.57,931.21
427.81,997.02
429.7,997.07
428.24,997.11
956.52,948.68
924.36,835.94
899.06,963.4
915.96,966.77
762.21,931.97
858.7,932.94
764.51,932.85
724.31,932.76
722.83,933.1
725.48,933.02
695.75,517.05
665.56,517.02
672.75,517.01
603.74,517.0
602.78,516.99
431.96,884.4
426.49,884.4
424.57,884.4
954.14,958.46
949.5,975.46
869.54,965.3
888.54,656.92
878.3,975.04
763.39,986.09
881.63,480.64
778.96,499.03
735.46,353.35
715.2,353.03
687.16,352.79
768.37,352.61
778.21,352.47
772.04,352.35
707.24,352.26
702.42,352.19
703.27,352.12
716.36,238.29
955.59,983.94
947.04,933.65
910.45,964.19
914.1,972.41
859.43,688.05
842.94,579.76
832.7,983.92
904.2,984.25
754.6,984.48
587.49,984.64
694.54,153.68
775.81,830.45
773.82,830.6
763.45,830.72
775.48,830.82
730.88,830.9
727.48,830.96
735.93,831.02
955.58,944.93
944.58,951.78
947.55,976.93
927.02,972.48
954.27,968.44
908.78,921.39
918.43,752.18
885.41,752.09
905.11,551.92
888.42,551.63
797.82,551.68
916.05,551.46
913.52,551.29
789.3,551.16
857.28,969.33
805.4,177.02
799.92,176.98
806.65,63.53
954.24,905.94
943.58,942.55
944.44,935.18
843.47,735.8
918.02,976.35
918.26,942.41
955.41,30.29
889.12,412.0
887.75,976.19
947.66,343.16
949.28,353.73
879.67,353.39
880.43,353.14
872.69,352.94
880.8,352.78
897.74,352.65
870.06,352.55
874.78,352.47
956.5,952.57
942.45,945.9
917.49,897.6
906.31,956.1
918.04,643.8
915.04,976.86
919.22,941.52
913.07,739.5
914.86,740.62
900.42,704.06
898.62,768.7
910.91,560.7
915.25,952.5
916.51,166.37
647.16,166.18
883.12,342.14
938.83,342.03
921.48,341.94
958.76,953.87
955.23,945.25
904.94,575.91
904.47,945.01
910.86,978.14
861.61,975.3
907.15,975.67
911.95,945.94
912.32,946.0
895.64,946.03
880.35,946.06
897.66,251.74
908.72,626.12
902.99,626.2
915.22,569.1
903.13,404.85
898.06,404.59
898.95,404.38
958.65,933.27
944.42,934.23
11.75,978.47
932.07,948.8
918.4,680.36
874.28,675.76
886.23,975.07
889.59,691.39
890.65,724.39
885.59,475.72
911.61,475.22
900.97,517.55
889.12,607.86
897.68,607.82
897.88,408.23
890.12,407.97
965.97,244.68
966.81,244.33
957.01,868.02
623.38,925.64
9.96,968.98
908.84,928.88
887.45,659.03
885.93,421.76
960.56,186.67
902.28,582.72
946.88,681.32
910.81,681.34
905.35,670.83
885.13,679.38
891.59,619.94
883.34,712.23
886.87,712.29
889.2,712.21
960.73,605.45
962.03,502.86
955.41,950.9
959.26,623.86
10.37,956.83
911.0,987.35
874.94,984.8
874.07,985.06
880.8,209.11
945.53,944.2
874.75,766.14
932.27,693.82
884.76,572.71
910.43,716.62
544.56,624.25
901.5,623.55
890.27,606.01
882.84,417.59
31.45,417.46
31.41,417.36
955.87,958.82
947.51,623.14
926.46,950.42
955.42,987.86
956.65,673.3
951.75,984.32
851.41,984.77
942.44,980.01
881.07,945.01
902.09,945.15
905.68,945.27
905.49,945.36
908.73,945.44
709.38,729.91
903.79,550.39
895.5,426.34
29.3,426.34
29.05,426.34
960.29,941.43
950.33,863.31
845.59,600.35
928.06,880.35
874.4,897.74
919.38,433.69
881.7,414.09
903.33,44.35
882.01,504.73
886.8,946.31
895.19,946.44
31.02,955.56
31.76,955.67
894.29,752.88
905.44,760.07
906.95,760.29
907.28,760.47
24.73,519.68
933.01,957.19
923.56,867.76
917.56,466.97
334.64,900.17
364.17,635.5
7.97,906.24
912.26,935.06
926.34,971.12
948.97,966.11
899.34,966.45
899.99,966.74
900.87,567.98
889.91,798.94
903.4,525.83
905.41,764.47
27.98,770.73
905.19,796.22
901.83,436.16
951.09,943.35
941.61,854.67
857.81,580.33
577.8,929.98
440.59,910.93
6.03,988.45
7.4,988.66
908.99,970.53
913.66,971.04
916.21,971.47
902.0,971.83
901.22,653.18
899.36,953.27
900.48,963.24
886.23,963.76
883.93,749.18
889.57,739.41
900.67,733.66
946.63,911.11
950.28,882.86
386.08,225.47
627.47,989.21
358.0,987.81
8.36,989.44
905.51,964.26
914.9,964.5
889.86,965.0
922.92,959.02
28.9,959.27
883.51,956.51
868.84,956.68
862.13,956.82
862.73,956.95
866.2,777.09
896.88,989.99
895.03,990.36
949.95,905.69
941.52,884.81
615.94,985.51
460.46,989.26
931.66,989.09
940.74,966.93
881.53,967.88
905.37,968.48
5.29,969.06
912.51,969.54
891.71,969.97
912.71,970.36
913.82,984.84
913.07,985.57
912.44,986.14
907.16,988.36
866.55,990.28
864.0,990.64
594.78,911.74
545.03,887.38
651.4,987.09
925.75,989.44
472.3,975.03
905.06,976.49
476.43,977.21
494.36,977.94
492.45,978.43
881.21,981.92
713.36,996.36
857.17,983.1
854.74,984.23
514.84,984.64
895.38,986.4
905.79,987.87
912.55,988.35
912.17,995.68
