ActorCritic/BanditTaskLargeSparse,ActorCritic/BanditTaskSmallRich
201.98,970.75
49.79,997.32
936.02,998.18
939.51,998.81
898.05,999.11
891.97,999.3
640.62,999.45
641.15,999.56
644.63,999.64
650.73,999.71
551.75,999.76
648.69,999.81
652.89,999.84
640.11,999.87
654.95,999.89
655.13,999.91
654.3,999.93
652.89,999.94
92.16,967.37
143.2,986.07
857.07,993.22
851.64,907.82
38.47,998.22
851.57,979.91
826.17,994.51
888.67,516.63
891.02,841.28
536.41,841.48
889.8,841.64
791.22,841.75
637.91,841.84
637.38,841.91
636.12,841.96
636.14,842.0
636.64,842.03
636.85,842.05
239.72,986.03
826.8,878.45
245.65,995.51
863.11,871.75
853.36,739.1
56.24,903.88
201.3,991.39
45.99,996.75
37.33,997.18
889.54,997.49
889.89,997.73
27.05,997.92
871.71,998.08
871.77,998.2
871.04,998.3
871.93,998.39
872.1,998.53
557.54,998.59
782.26,984.28
109.55,879.83
848.46,996.91
858.38,845.86
830.01,741.73
287.6,976.39
42.94,737.52
838.71,520.47
872.01,996.18
886.87,996.64
883.22,996.99
886.01,997.26
873.76,997.48
850.33,997.66
868.68,997.81
851.33,997.94
70.27,998.05
106.53,998.15
764.39,985.32
698.01,912.43
843.41,996.25
847.77,408.32
873.72,997.28
80.75,996.0
52.3,996.92
871.3,972.75
880.99,994.72
882.54,956.78
883.1,989.87
884.06,990.25
875.71,990.55
884.34,990.78
861.34,990.98
53.19,834.58
56.53,834.69
54.74,834.77
754.34,986.37
843.47,903.77
82.8,997.25
846.35,958.29
824.99,993.67
876.83,997.81
48.38,995.94
45.44,996.77
878.63,997.31
52.0,986.5
879.09,821.44
881.15,983.68
883.92,503.77
876.86,919.26
878.07,919.46
878.61,991.35
878.05,991.48
51.78,991.59
738.62,981.34
816.95,986.3
856.92,997.5
379.39,987.21
860.97,993.59
651.64,997.61
60.03,998.07
844.19,993.16
840.09,995.55
86.0,996.16
828.89,996.59
879.26,996.91
882.57,997.14
889.86,997.31
881.99,997.45
846.51,997.55
42.91,997.63
69.41,997.7
699.16,990.49
885.92,980.86
787.05,997.75
307.94,992.92
410.27,993.17
845.27,997.43
855.83,997.91
872.56,998.17
382.94,993.02
377.69,993.87
889.15,962.4
55.01,962.84
858.28,995.19
938.19,897.12
931.48,897.27
875.18,897.39
941.13,897.5
315.08,897.59
814.87,991.74
899.13,981.79
789.19,997.96
926.53,993.06
870.83,989.4
341.7,994.69
865.22,997.77
911.26,998.03
280.95,998.18
871.5,277.78
868.73,982.94
872.42,924.13
809.95,924.39
819.21,924.58
816.77,956.87
800.89,957.04
841.2,957.18
313.79,957.29
833.54,991.84
904.2,993.23
825.0,998.15
883.85,994.77
898.04,897.57
853.14,996.51
661.46,997.63
957.0,997.91
865.31,998.06
851.45,928.23
869.77,930.33
928.62,954.43
930.83,954.93
924.26,955.32
899.23,995.46
951.96,995.69
985.94,995.87
987.39,996.02
871.18,991.84
899.67,994.26
481.17,998.31
931.45,994.97
581.32,898.85
743.6,996.5
828.42,997.25
826.11,997.8
883.13,797.72
879.32,846.47
824.43,988.26
884.26,991.08
940.48,991.68
933.44,991.52
938.0,959.47
931.62,919.78
912.07,920.18
959.79,933.85
846.46,991.75
877.46,996.16
562.65,998.45
179.24,996.7
575.01,893.87
522.44,996.47
582.86,997.2
838.81,997.7
872.53,997.42
773.99,978.34
758.97,979.46
872.12,983.15
892.25,983.68
932.93,984.08
954.43,984.39
797.09,878.4
585.85,878.93
861.37,981.64
821.53,991.55
895.11,996.44
521.75,998.56
818.78,996.08
900.43,874.65
485.99,996.43
553.02,997.04
529.59,997.2
715.09,997.27
569.04,997.3
903.93,970.74
870.17,971.74
664.87,972.51
884.49,986.84
891.44,987.33
892.01,987.72
932.01,943.05
928.51,943.15
772.76,991.22
583.48,996.69
553.95,998.67
592.4,995.28
914.6,895.76
437.62,996.33
347.21,996.84
565.28,997.03
315.14,997.13
858.94,997.17
239.1,997.19
270.17,832.48
779.47,946.31
856.67,946.73
857.47,920.43
880.76,761.76
884.76,865.49
891.17,872.58
750.47,990.75
879.87,996.91
464.09,998.75
541.01,994.8
934.38,896.48
793.06,996.08
492.58,996.6
563.16,996.87
563.93,996.99
178.76,637.86
343.64,889.65
859.11,917.47
854.8,918.14
712.66,918.63
321.65,832.63
566.48,564.2
695.89,627.98
781.48,939.69
105.17,990.61
870.01,997.1
174.15,998.83
673.11,994.28
597.35,876.73
594.84,995.82
969.91,996.41
501.63,970.42
201.27,867.53
876.42,891.18
880.42,811.53
896.77,846.12
943.19,717.99
465.89,712.99
907.95,901.02
855.06,910.9
558.59,911.67
344.28,912.31
826.92,968.87
868.15,997.27
860.45,998.89
789.86,993.72
554.46,993.73
420.08,995.56
419.29,787.51
32.15,773.53
487.76,760.35
882.44,894.3
210.01,654.41
200.53,663.3
405.53,645.47
858.99,645.39
865.53,622.67
980.5,617.84
908.16,377.37
600.64,372.45
813.65,987.69
301.05,997.42
438.11,998.95
629.77,988.79
544.32,992.45
408.95,894.08
409.39,805.7
500.64,762.14
825.3,758.88
769.46,779.7
227.72,768.55
305.54,769.25
369.04,667.94
203.74,780.55
876.2,794.26
886.55,655.66
889.12,230.61
894.16,228.11
472.95,986.25
825.58,997.54
902.76,999.0
376.2,855.91
423.39,991.95
405.27,998.56
407.35,900.4
235.05,452.54
304.8,693.94
463.66,489.17
469.73,462.23
833.76,482.54
486.36,61.52
831.11,58.0
846.69,50.21
839.83,40.5
862.18,39.05
846.69,35.0
