ActorCritic/BanditTaskLargeSparse,ActorCritic/BanditTaskSmallRich
88.2,98.4
89.7,99.1
90.2,99.5
90.4,99.9
39.4,99.9
90.9,99.9
91.0,99.9
91.1,99.9
91.1,99.9
91.4,100.0
91.4,100.0
91.9,100.0
91.9,100.0
91.9,100.0
91.8,100.0
92.1,100.0
92.1,100.0
92.1,100.0
88.4,95.7
86.5,98.9
3.0,98.8
20.2,89.6
62.3,99.6
1.7,99.8
63.1,81.4
69.0,81.4
69.1,81.5
73.3,69.7
76.3,69.7
73.5,62.3
76.5,62.3
90.1,62.3
90.1,62.3
95.2,62.3
95.2,69.7
95.3,69.7
88.4,95.6
85.4,95.2
2.1,98.8
2.4,67.2
1.4,80.7
1.7,80.7
21.6,66.2
20.6,66.2
17.6,66.2
22.0,66.2
18.7,66.2
16.3,62.4
91.2,62.4
90.5,62.4
89.6,62.4
95.0,61.8
95.2,61.8
95.1,61.8
84.4,91.4
73.3,92.4
1.8,40.1
2.0,99.8
2.0,51.1
17.6,51.1
21.6,84.2
2.6,50.8
5.3,62.4
22.0,62.4
19.1,62.4
17.6,62.4
18.6,62.4
90.6,62.4
90.7,62.4
91.9,62.4
91.8,62.4
94.9,62.4
53.9,88.3
87.2,5.3
1.0,17.4
2.1,98.6
2.0,99.8
17.6,99.8
13.1,70.3
18.8,57.0
18.7,57.0
4.7,57.0
19.9,53.3
18.7,80.5
87.6,80.5
83.1,62.4
84.0,62.4
12.0,62.4
73.4,62.4
73.5,62.4
88.0,86.8
76.8,4.7
2.1,5.6
6.3,93.7
3.2,99.8
21.7,99.8
16.7,99.8
2.8,56.7
6.3,89.1
20.4,89.1
11.2,96.8
12.0,68.9
11.9,94.1
21.9,94.1
22.0,94.1
22.1,94.1
11.9,62.4
11.8,62.4
49.3,89.5
57.0,15.3
3.1,4.2
5.7,93.8
2.8,5.7
21.3,5.7
21.2,67.7
6.2,99.8
19.8,99.8
18.9,56.7
20.8,56.7
11.6,56.7
11.6,56.7
22.2,56.7
20.6,56.7
22.0,91.0
18.6,54.6
18.1,54.6
36.2,97.4
2.8,97.9
9.3,95.8
2.2,5.7
0.5,5.7
21.0,56.4
5.1,97.9
14.1,63.9
15.0,64.6
15.9,98.1
11.1,99.8
11.2,56.0
21.7,56.0
11.8,56.0
22.0,56.0
22.2,93.5
76.4,93.5
18.4,93.5
52.0,97.2
3.7,97.9
6.2,95.5
20.1,5.7
0.5,5.7
21.0,71.4
94.5,59.7
21.0,5.6
20.4,5.6
13.5,98.1
11.1,98.1
19.9,98.1
11.1,98.1
11.3,98.1
21.8,92.4
22.1,92.4
14.3,89.6
22.2,89.6
56.9,97.4
8.1,97.9
8.9,56.0
14.6,5.7
7.6,21.6
0.5,6.3
15.3,5.6
1.1,5.6
19.2,5.6
2.1,5.6
9.9,5.6
21.5,5.6
19.9,5.6
21.8,5.6
70.6,5.6
21.1,98.1
17.5,98.1
20.1,98.1
40.4,97.7
9.0,96.0
7.2,3.7
11.9,5.7
20.9,26.7
0.5,6.3
21.4,5.6
1.9,5.6
3.7,5.6
82.1,5.6
81.8,5.6
20.5,5.6
16.9,5.6
11.0,5.6
11.1,5.6
18.9,5.6
17.3,5.6
21.3,93.7
53.0,97.7
8.7,3.8
17.1,3.7
17.2,5.7
20.3,6.3
0.7,5.6
1.1,5.6
2.0,5.6
2.1,5.6
69.3,5.6
87.6,5.6
94.7,5.6
94.9,5.6
94.8,5.6
94.9,5.6
20.6,79.1
11.3,75.0
12.9,75.0
9.0,7.3
9.9,3.8
20.2,3.7
17.2,5.7
20.2,6.3
15.9,5.6
2.0,5.6
2.1,5.6
2.1,5.6
2.1,5.6
87.6,5.6
3.1,5.6
3.1,5.6
2.9,5.6
3.0,96.4
95.0,96.4
95.1,96.4
95.2,96.4
32.4,36.5
10.1,3.8
15.3,3.7
19.4,5.7
20.1,6.3
1.1,5.6
2.1,5.6
95.2,5.6
2.1,5.6
2.1,5.6
42.7,5.6
86.6,5.6
81.4,5.6
3.2,97.4
3.2,97.4
3.2,97.4
92.1,96.4
92.3,96.4
42.8,7.4
8.7,3.8
0.8,3.7
19.5,5.7
14.7,6.3
94.9,5.6
23.5,5.6
2.1,5.6
2.2,5.6
2.2,5.6
2.3,5.6
76.2,5.6
17.5,95.0
76.9,92.5
76.1,94.2
80.2,94.2
80.5,87.3
3.2,92.8
32.9,7.7
1.3,4.5
0.8,98.6
12.6,72.4
1.1,6.3
0.8,5.6
94.8,5.6
56.1,3.9
23.6,1.4
2.9,1.4
3.3,1.4
12.4,93.1
2.6,93.1
10.8,92.7
57.2,92.7
19.1,92.7
18.7,73.6
38.3,74.4
13.7,96.2
0.9,4.4
0.9,60.2
20.4,99.1
1.3,6.4
1.1,6.4
19.3,6.4
1.3,6.4
23.2,6.4
1.2,6.4
1.2,6.4
1.3,6.2
12.1,6.2
2.9,6.2
3.1,98.2
66.7,89.1
32.9,93.9
31.1,82.9
14.4,60.7
1.0,96.7
0.9,3.9
14.6,6.4
1.2,6.4
1.1,6.4
0.8,6.2
1.5,6.2
1.5,6.2
1.5,3.9
1.5,2.8
1.5,2.8
1.5,89.7
2.8,7.9
3.2,7.3
1.1,60.9
16.9,61.2
12.3,60.5
1.8,91.5
0.8,96.1
0.9,3.5
1.4,55.0
1.2,3.4
0.9,2.8
76.3,2.8
1.6,2.8
1.6,1.3
1.6,1.3
1.6,4.6
1.6,6.3
1.6,8.8
1.6,7.2
1.5,12.1
1.4,2.0
61.9,1.1
60.9,0.9
