OpALPlus/BanditTaskLargeSparse,OpALStar/BanditTaskLargeSparse,OpALPlus/BanditTaskSmallRich,OpALStar/BanditTaskSmallRich
21.9,27.6,57.8,68.9
22.8,38.7,61.0,72.1
24.0,44.6,63.1,73.3
24.8,51.2,64.2,75.5
25.1,59.7,66.7,75.9
27.0,62.3,67.0,76.4
28.2,71.4,69.3,79.2
33.0,74.8,71.3,95.9
36.2,75.5,69.9,86.4
40.6,76.3,71.1,97.6
41.3,82.2,71.7,97.8
44.2,82.4,72.5,97.9
46.2,83.3,72.1,97.9
48.5,83.8,73.9,98.1
49.9,84.4,74.9,98.3
50.5,86.3,74.5,99.1
51.7,85.2,73.7,99.1
53.0,85.9,74.2,99.1
54.2,87.5,75.7,99.3
21.9,27.7,57.8,68.2
22.8,39.6,60.4,72.0
24.0,46.3,61.9,73.8
24.8,47.9,65.1,75.6
25.3,53.7,66.3,77.5
27.6,61.3,67.8,76.7
28.5,70.9,67.5,78.3
34.0,72.6,68.3,84.2
38.4,75.8,68.8,75.9
40.7,76.3,70.5,94.8
42.7,84.1,70.9,95.2
44.5,84.7,71.2,94.9
47.7,85.9,72.4,95.3
49.0,85.8,74.1,95.8
50.2,86.6,73.4,96.0
51.4,86.8,73.5,97.7
49.0,88.1,73.6,98.8
49.7,87.9,75.1,99.0
52.3,88.6,73.9,99.2
21.8,27.1,58.0,67.6
22.8,38.9,61.1,71.1
24.0,40.8,64.1,72.8
24.8,45.1,65.6,75.5
25.1,51.3,66.4,77.3
26.9,60.0,68.0,76.2
27.9,71.3,68.6,75.8
33.6,73.8,69.3,75.3
36.2,75.6,70.6,77.3
39.5,79.9,69.2,77.1
41.9,83.9,71.2,77.4
44.2,84.8,72.3,90.8
45.2,85.8,72.8,86.0
43.6,86.2,74.0,80.9
44.5,86.8,73.0,84.3
45.3,87.5,75.5,83.3
48.6,87.3,76.7,90.7
49.3,87.1,75.6,91.6
50.6,88.1,81.6,99.1
24.0,45.6,63.2,74.2
25.1,60.4,66.7,75.2
28.3,71.3,69.4,95.8
36.2,75.7,70.0,97.5
41.3,77.1,72.2,97.9
46.2,83.3,72.3,98.1
49.9,84.6,73.8,99.1
51.7,86.8,73.9,99.1
54.2,85.7,74.2,99.3
54.9,88.7,75.0,99.3
71.7,87.7,91.4,99.3
72.5,89.6,94.9,99.3
74.5,87.9,96.7,99.4
74.3,88.7,95.6,99.4
75.0,88.4,96.8,99.4
75.5,88.6,97.9,99.4
76.5,88.5,98.1,99.4
77.6,89.8,98.1,99.4
84.5,90.8,98.2,99.4
24.0,45.3,61.9,73.2
25.2,53.6,66.3,75.1
28.4,70.9,67.5,79.8
38.4,75.5,68.8,93.4
42.7,84.1,70.9,94.8
47.7,85.5,72.4,95.8
50.2,86.6,73.4,97.1
49.0,87.6,73.6,99.0
52.3,87.8,73.9,89.1
56.5,90.3,74.6,88.6
71.6,89.1,74.8,89.2
72.3,89.2,85.1,89.3
73.0,89.3,89.1,99.0
74.9,90.4,92.0,99.0
75.7,90.6,78.3,99.0
76.4,90.4,89.1,99.0
77.0,91.0,89.8,99.0
83.4,91.1,93.3,99.0
86.9,91.1,93.7,99.0
24.0,40.8,64.1,73.7
25.1,49.9,66.2,75.5
27.9,71.0,68.6,76.6
36.2,75.5,70.6,75.9
41.9,83.8,71.2,89.1
45.2,85.8,72.8,76.8
44.5,86.7,73.0,79.2
48.6,86.7,76.6,91.6
50.3,88.1,81.3,99.1
52.6,88.8,81.7,85.7
71.5,90.2,75.5,89.0
72.3,89.5,76.2,80.5
72.9,89.6,75.1,91.5
75.6,90.5,76.8,96.6
76.1,90.0,77.6,96.6
76.5,90.8,76.5,96.7
77.0,90.9,77.3,96.8
84.7,91.1,76.6,96.8
85.9,91.2,78.0,96.8
25.1,53.0,67.1,78.8
33.0,75.1,72.3,96.5
41.3,81.7,72.4,98.0
48.5,85.5,74.2,99.0
51.7,87.1,75.3,99.3
56.0,88.0,76.0,99.3
71.7,87.9,91.4,99.3
72.9,90.2,95.6,99.4
74.3,88.4,95.8,99.4
75.2,89.1,97.0,99.4
76.4,88.7,98.1,99.4
77.0,90.4,98.2,99.4
85.0,91.0,98.4,99.4
85.3,90.4,99.1,99.4
84.8,90.1,99.6,99.6
86.0,90.2,99.6,99.6
86.1,90.7,99.6,99.6
86.2,90.7,99.6,99.6
84.7,7.5,99.6,99.6
25.2,53.5,66.5,76.4
34.0,72.2,67.9,91.6
42.6,83.6,70.9,94.9
49.3,86.2,74.1,96.1
49.0,87.6,73.6,99.2
53.4,89.1,74.0,80.8
71.5,89.1,74.8,89.2
72.8,89.3,88.1,99.2
74.9,90.5,91.9,99.0
76.0,90.2,87.7,99.0
76.9,92.2,89.8,99.0
86.7,91.1,93.4,99.0
87.4,91.3,94.1,99.0
87.8,89.8,99.3,99.0
86.8,91.5,99.3,99.2
87.3,91.7,99.5,99.6
88.9,92.5,99.6,99.6
88.9,1.1,99.6,99.6
88.3,1.1,99.6,99.6
25.1,49.8,66.1,75.7
33.5,73.6,69.3,77.5
41.9,82.8,71.1,84.1
43.5,86.0,73.2,82.7
48.6,86.7,76.2,98.9
51.6,89.2,81.8,85.7
71.5,89.6,75.5,79.6
72.5,89.5,74.9,91.4
75.6,90.5,76.8,96.6
76.2,90.7,83.3,96.7
77.1,91.0,77.3,96.8
84.9,91.2,77.1,96.8
85.9,91.3,77.7,96.8
88.0,91.5,98.7,96.8
87.0,91.7,98.7,96.8
87.3,0.4,99.3,99.6
88.8,0.4,99.3,99.6
89.9,0.4,98.7,99.6
89.9,0.4,99.7,99.7
28.3,71.4,68.1,97.3
41.3,76.5,72.9,98.1
49.9,86.0,74.3,99.1
55.3,87.9,75.7,99.3
71.7,89.6,91.6,99.3
73.2,88.7,96.7,99.4
75.0,89.2,97.0,99.4
76.4,88.6,98.1,99.4
84.6,91.0,98.2,99.4
85.2,90.0,99.1,99.4
85.5,90.3,99.6,99.6
85.4,90.7,99.6,99.6
86.5,85.9,99.6,99.6
85.0,91.0,99.6,99.6
85.2,91.2,99.7,99.7
87.2,92.0,99.7,99.7
87.7,92.1,99.7,99.7
87.9,92.1,99.7,99.7
88.0,92.2,99.7,99.7
28.4,70.8,67.6,90.5
42.7,83.8,72.0,95.0
50.3,86.6,74.6,98.8
51.5,88.1,82.0,89.8
71.5,89.2,74.8,99.2
73.0,90.0,89.3,99.0
75.1,90.3,87.1,99.0
76.9,91.2,89.8,99.0
86.7,91.2,93.7,99.0
87.6,89.3,94.3,99.0
87.0,91.6,99.3,99.0
87.4,92.5,99.6,99.6
88.9,1.1,99.6,99.6
88.2,0.9,99.6,99.6
88.7,0.7,99.7,99.7
88.9,0.8,99.7,99.7
89.1,1.4,99.7,99.7
89.2,0.7,99.7,99.7
89.3,1.4,99.7,99.7
27.8,70.2,68.5,77.2
41.9,82.5,71.1,84.4
43.7,86.5,73.1,90.3
50.5,88.8,81.1,76.5
71.5,89.3,74.2,90.0
72.9,90.3,75.3,96.6
76.1,90.1,77.3,96.7
76.9,91.0,77.3,96.8
85.8,91.2,77.1,96.8
86.8,91.4,98.7,96.8
87.0,91.7,98.7,96.8
88.8,0.4,99.3,99.6
89.0,0.4,99.0,99.6
89.9,0.4,99.7,99.7
89.1,0.4,99.7,99.7
89.3,0.4,99.7,99.7
89.1,0.4,99.7,99.7
89.2,0.4,99.7,99.7
88.7,0.4,99.7,99.7
36.2,76.2,71.0,97.9
48.5,85.6,73.5,99.1
54.9,87.6,75.9,99.3
72.2,88.4,95.3,99.4
74.3,89.0,95.8,99.4
75.7,89.3,98.1,99.4
84.6,91.1,98.3,99.4
85.2,89.8,99.4,99.4
85.4,90.1,99.6,99.6
86.3,90.7,99.6,99.6
86.1,91.2,99.6,99.6
86.5,91.4,99.7,99.7
88.8,92.1,99.7,99.7
87.7,92.2,99.7,99.7
88.0,5.6,99.7,99.7
88.8,93.0,99.7,99.7
88.4,90.8,99.7,99.7
88.4,91.8,99.7,99.7
88.7,92.6,99.7,99.7
37.6,75.6,68.8,92.2
49.0,86.2,74.4,98.8
51.5,88.9,82.0,88.2
72.1,89.8,85.8,99.2
74.8,89.9,92.1,99.0
76.6,91.2,89.4,99.0
86.7,91.4,93.7,99.0
87.7,91.4,99.3,99.0
87.1,92.3,99.5,99.6
88.8,1.0,99.6,99.6
88.2,0.8,99.6,99.6
88.7,0.8,99.7,99.7
88.9,0.7,99.7,99.7
89.2,0.6,99.7,99.7
89.4,0.4,99.7,99.7
89.6,0.5,99.7,99.7
89.8,0.4,99.7,99.7
89.6,0.4,99.7,99.7
89.7,0.4,99.7,99.7
36.2,74.2,69.8,85.2
43.8,85.9,73.2,91.2
50.2,88.1,80.1,81.0
72.0,89.9,75.7,89.3
75.6,92.0,76.3,96.6
76.6,90.8,76.5,96.8
85.8,91.3,77.0,96.8
87.8,91.5,98.7,96.8
87.0,0.4,99.2,99.6
88.9,0.4,99.3,99.6
89.3,0.4,99.7,99.7
88.5,0.4,99.7,99.7
89.2,0.4,99.7,99.7
89.3,0.4,99.7,99.7
88.7,0.4,99.7,99.7
90.4,0.4,99.7,99.7
91.7,0.4,99.7,99.7
