ActorCritic/BanditTaskLargeSparse,ActorCritic/BanditTaskSmallRich
88.6,95.0
83.9,95.2
86.7,92.1
89.1,92.1
89.1,89.7
89.3,89.7
89.2,89.7
89.3,89.5
89.2,89.5
89.2,89.5
89.2,89.5
89.2,89.5
96.2,89.5
79.2,89.5
89.1,89.5
94.9,89.5
94.9,89.3
95.9,89.3
89.8,94.3
2.4,93.9
80.4,95.9
0.9,96.5
0.8,96.5
0.5,96.5
0.5,91.5
0.8,91.5
0.5,89.6
0.6,89.6
0.6,89.5
0.5,89.5
88.2,89.5
89.0,89.5
88.9,89.5
89.0,89.5
0.6,89.5
96.0,89.5
89.7,95.3
1.8,96.0
80.6,96.0
78.3,96.6
0.5,96.6
0.3,96.6
80.3,96.6
1.0,96.6
0.5,0.8
1.0,0.8
0.5,0.8
0.6,0.8
5.4,0.8
0.6,0.8
0.6,0.8
0.5,0.8
0.5,0.8
0.5,0.8
89.6,96.4
81.7,93.1
0.5,96.7
0.5,97.9
0.7,97.9
0.3,97.9
0.3,98.0
0.3,98.0
0.3,98.0
0.3,93.2
0.4,93.1
0.4,93.1
0.5,93.2
0.5,93.2
0.5,93.2
0.4,2.5
0.5,2.5
0.5,2.5
89.6,96.4
82.4,94.4
0.8,92.2
0.6,97.9
0.4,98.0
0.4,98.0
0.3,98.1
0.3,98.1
0.3,98.1
0.4,96.7
0.4,94.7
0.4,94.7
0.6,94.7
0.3,94.7
0.5,94.7
0.5,94.7
5.3,94.6
0.4,94.6
63.2,96.4
81.6,93.3
0.6,95.9
0.5,92.9
0.4,98.0
0.4,96.5
0.3,98.1
0.3,98.1
0.2,98.1
0.4,97.9
0.4,97.9
0.4,97.9
0.4,97.9
0.4,97.9
0.4,97.9
0.4,97.9
0.4,97.9
0.4,97.9
49.7,94.5
81.3,94.3
78.8,96.3
0.5,92.9
0.4,97.4
0.3,69.9
0.3,98.1
0.3,98.1
0.5,98.1
0.4,98.1
0.4,98.1
0.4,98.1
0.4,98.1
0.4,97.8
0.3,98.0
0.3,98.0
0.3,99.7
0.4,8.8
1.5,93.5
81.1,94.3
79.9,95.6
0.5,97.4
0.5,91.9
0.3,90.9
0.3,98.1
0.3,96.2
0.5,98.3
0.5,98.3
0.5,98.0
0.4,98.0
0.4,98.0
0.4,98.0
0.4,99.7
0.4,99.7
0.3,99.7
0.3,99.7
1.7,93.1
0.7,93.4
78.4,97.0
0.5,98.0
0.5,94.6
0.3,96.6
0.3,95.2
0.2,93.5
0.5,98.3
0.6,98.3
0.5,98.0
0.5,98.0
0.4,97.9
0.4,99.1
0.5,99.1
0.5,99.7
0.3,99.7
0.4,99.7
1.3,93.2
0.7,93.7
77.1,97.5
0.5,97.9
0.5,97.7
0.4,97.6
0.2,75.1
0.4,94.5
0.4,98.3
0.6,98.3
0.6,98.3
0.5,97.9
0.4,98.0
0.4,99.1
0.4,99.1
0.4,99.1
0.4,99.7
0.3,99.7
90.3,93.3
0.7,96.8
76.9,97.9
0.5,98.2
0.4,97.4
0.5,97.6
0.2,95.7
0.4,93.6
0.4,98.3
0.8,98.3
0.6,80.7
0.6,97.7
0.6,98.0
0.4,99.1
0.4,99.1
0.3,99.1
0.3,99.7
0.5,99.7
90.3,93.3
0.7,96.8
0.5,97.9
0.5,98.2
0.5,38.3
0.3,98.3
0.2,82.1
0.5,82.1
0.2,98.3
0.8,98.9
0.9,88.0
0.6,97.1
0.6,97.7
81.3,99.1
0.6,99.1
0.4,99.1
0.4,99.7
0.3,95.4
90.2,92.5
0.6,92.6
77.0,97.9
0.5,94.1
0.4,97.2
0.2,95.3
0.2,81.8
0.5,59.6
0.2,98.9
0.7,96.2
0.7,62.6
80.6,97.1
0.9,99.1
0.7,99.1
0.8,99.1
0.6,99.1
0.6,85.6
0.5,85.6
90.2,93.0
0.8,92.2
1.8,97.9
0.5,97.9
0.3,94.9
0.6,95.3
0.2,96.8
0.6,97.9
1.0,85.6
0.8,97.8
0.8,96.9
82.8,97.5
2.4,99.1
0.9,99.1
0.8,99.1
0.6,88.6
0.9,91.6
0.6,91.6
89.8,92.9
0.7,92.4
0.5,97.9
0.5,97.4
0.3,94.5
0.3,86.5
0.1,96.8
0.4,97.9
91.1,95.1
91.3,97.8
1.0,97.5
0.8,97.5
0.8,99.1
82.6,99.1
82.7,97.0
82.9,95.8
0.6,90.1
0.6,90.1
89.2,92.5
0.6,92.4
0.5,97.9
0.4,95.1
0.4,97.8
0.2,82.0
0.1,88.7
0.4,84.5
0.2,97.1
1.0,97.7
81.7,97.5
82.0,97.5
82.3,98.6
0.8,99.1
82.6,95.7
82.6,95.9
0.8,95.9
82.6,95.9
89.1,83.6
0.7,92.1
0.5,97.9
0.5,93.9
0.2,94.5
0.2,97.1
0.1,64.4
0.4,58.8
0.3,97.4
89.5,56.1
90.0,97.5
90.5,97.0
80.8,98.6
1.0,95.3
83.0,95.2
81.6,96.1
81.7,96.7
82.0,98.0
88.2,89.9
0.7,91.8
0.5,97.9
0.5,96.3
0.2,95.6
0.2,96.9
0.1,97.2
0.6,97.6
0.6,97.5
88.0,97.8
88.2,97.0
40.1,97.0
89.1,93.4
89.7,94.2
90.6,97.7
90.6,98.0
90.7,98.0
89.3,98.0
87.9,89.7
26.4,91.9
0.4,96.4
0.4,97.2
0.2,95.8
0.2,96.7
0.1,97.1
1.2,61.8
0.6,96.8
39.6,96.3
39.9,96.2
39.8,95.9
40.6,96.5
87.0,97.6
56.7,98.0
90.2,98.0
85.0,98.0
85.6,98.0
