,OpALStar/BanditTaskSmallSparse,OpALPlus/BanditTaskSmallSparse,OpALStar/BanditTaskSmallRich,OpALPlus/BanditTaskSmallRich,OpALStar/GridWorld3x1Sparse,OpALPlus/GridWorld3x1Sparse,OpALStar/GridWorld3x1Rich,OpALPlus/GridWorld3x1Rich,OpALStar/GridWorld3x2Sparse,OpALPlus/GridWorld3x2Sparse,OpALStar/GridWorld3x2Rich,OpALPlus/GridWorld3x2Rich
"(0.05, 0.025, 2.5, 0.98)",75.4545,76.76499999999997,59.44200000000001,59.25149999999999,69.71585,82.22214999999996,62.86394999999996,64.24200000000003,46.77780000000002,51.63895000000001,48.749199999999995,48.93304999999998
"(0.05, 0.025, 2.5, 0.99)",75.23200000000004,77.33750000000002,59.441500000000005,59.25399999999999,70.44510000000002,81.00569999999993,61.875899999999966,63.32315000000003,47.76374999999999,51.66455000000001,48.651100000000014,48.34355
"(0.05, 0.025, 3.0, 0.95)",75.94500000000002,77.61399999999999,59.9295,59.269,68.4865,81.81929999999997,62.35844999999997,65.69014999999997,47.027050000000024,50.63115,47.864549999999994,47.37760000000001
"(0.05, 0.025, 3.0, 0.96)",75.92600000000003,78.15599999999999,59.9295,59.2655,69.25354999999999,82.8571499999999,61.879199999999976,65.68494999999997,46.07275,50.45289999999999,48.88635000000001,47.92575000000001
"(0.05, 0.025, 3.0, 0.97)",75.9135,78.64299999999994,59.928999999999995,59.26950000000001,68.93560000000002,82.24514999999991,62.38219999999997,64.74595000000001,46.3077,50.32739999999997,47.750649999999986,47.51645000000004
"(0.05, 0.025, 3.0, 0.98)",75.46499999999996,78.98799999999991,60.4195,59.276500000000006,68.61140000000002,81.94119999999998,62.37914999999997,64.27605,46.3667,50.14795,47.975100000000005,48.23825
"(0.05, 0.025, 3.0, 0.99)",75.50299999999996,79.36499999999998,60.418,59.28000000000002,68.62485000000004,80.97709999999998,62.38529999999997,63.815850000000005,45.68799999999998,50.08160000000001,48.87900000000001,48.57635000000001
"(0.05, 0.025, 3.5, 0.95)",74.79949999999998,79.52149999999999,59.93150000000001,59.8145,71.84345000000002,78.51125,60.44644999999998,60.3862,46.89330000000002,49.858900000000006,46.34164999999999,47.675299999999986
"(0.05, 0.025, 3.5, 0.96)",74.14249999999997,79.84249999999999,60.42450000000001,60.29849999999999,68.50455000000001,77.9933,60.446449999999984,59.41095000000002,46.203300000000006,49.39319999999999,48.67714999999999,47.03549999999999
"(0.05, 0.025, 3.5, 0.97)",73.86599999999999,79.70899999999997,59.94800000000001,60.30449999999998,66.34209999999999,78.65430000000002,60.44499999999999,59.892750000000035,46.25439999999999,49.46135000000001,49.507500000000014,46.720499999999994
"(0.05, 0.025, 3.5, 0.98)",73.854,79.73450000000003,59.458,59.81249999999997,66.77985000000004,78.07749999999994,60.94399999999998,60.37910000000004,47.27999999999996,49.56565000000001,49.46169999999999,46.16365000000002
