,OpALStar/BanditTaskSmallSparse,OpALPlus/BanditTaskSmallSparse,OpALStar/BanditTaskSmallRich,OpALPlus/BanditTaskSmallRich,OpALStar/GridWorld3x1Sparse,OpALPlus/GridWorld3x1Sparse,OpALStar/GridWorld3x1Rich,OpALPlus/GridWorld3x1Rich,OpALStar/GridWorld3x2Sparse,OpALPlus/GridWorld3x2Sparse,OpALStar/GridWorld3x2Rich,OpALPlus/GridWorld3x2Rich
"(0.2, 0.05, 5.0, 0.97)",441.9514499999998,386.92290000000014,347.3525000000002,356.41715000000005,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.05, 5.0, 0.98)",441.9514499999998,386.92290000000014,347.3525000000002,356.41715000000005,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.05, 5.0, 0.99)",441.9514499999998,386.92290000000014,347.3525000000002,356.41715000000005,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.05, 5.5, 0.95)",440.49084999999997,395.048,347.20730000000003,353.52219999999977,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.05, 5.5, 0.96)",440.49084999999997,395.048,347.20730000000003,353.52219999999977,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.05, 5.5, 0.97)",440.49084999999997,395.048,347.20730000000003,353.52219999999977,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.05, 5.5, 0.98)",440.49084999999997,395.048,347.20730000000003,353.52219999999977,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.05, 5.5, 0.99)",440.49084999999997,395.048,347.20730000000003,353.52219999999977,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.05, 6.0, 0.95)",438.47304999999994,398.6906999999999,340.8521000000002,344.69134999999983,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.05, 6.0, 0.96)",438.47304999999994,398.6906999999999,340.8521000000002,344.69134999999983,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.05, 6.0, 0.97)",438.47304999999994,398.6906999999999,340.8521000000002,344.69134999999983,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.05, 6.0, 0.98)",438.47304999999994,398.6906999999999,340.8521000000002,344.69134999999983,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.05, 6.0, 0.99)",438.47304999999994,398.6906999999999,340.8521000000002,344.69134999999983,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.05, 6.5, 0.95)",439.4666000000004,402.86475,334.02905000000015,341.59359999999975,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.05, 6.5, 0.96)",439.4666000000004,402.86475,334.02905000000015,341.59359999999975,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.05, 6.5, 0.97)",439.4666000000004,402.86475,334.02905000000015,341.59359999999975,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.05, 6.5, 0.98)",439.4666000000004,402.86475,334.02905000000015,341.59359999999975,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.05, 6.5, 0.99)",439.4666000000004,402.86475,334.02905000000015,341.59359999999975,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.05, 7.0, 0.95)",439.5698000000001,410.5687500000001,346.1111499999998,346.47594999999984,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.05, 7.0, 0.96)",439.5698000000001,410.5687500000001,346.1111499999998,346.47594999999984,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.05, 7.0, 0.97)",439.5698000000001,410.5687500000001,346.1111499999998,346.47594999999984,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.05, 7.0, 0.98)",439.5698000000001,410.5687500000001,346.1111499999998,346.47594999999984,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.05, 7.0, 0.99)",439.5698000000001,410.5687500000001,346.1111499999998,346.47594999999984,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.05, 7.5, 0.95)",440.19720000000007,410.3507500000001,341.50444999999996,344.07449999999983,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.05, 7.5, 0.96)",440.19720000000007,410.3507500000001,341.50444999999996,344.07449999999983,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.05, 7.5, 0.97)",440.19720000000007,410.3507500000001,341.50444999999996,344.07449999999983,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.05, 7.5, 0.98)",440.19720000000007,410.3507500000001,341.50444999999996,344.07449999999983,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.05, 7.5, 0.99)",440.19720000000007,410.3507500000001,341.50444999999996,344.07449999999983,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.05, 8.0, 0.95)",433.23490000000004,414.9352000000002,338.67915000000005,337.9786000000002,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.05, 8.0, 0.96)",433.23490000000004,414.9352000000002,338.67915000000005,337.9786000000002,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.05, 8.0, 0.97)",433.23490000000004,414.9352000000002,338.67915000000005,337.9786000000002,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.05, 8.0, 0.98)",433.23490000000004,414.9352000000002,338.67915000000005,337.9786000000002,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.05, 8.0, 0.99)",433.23490000000004,414.9352000000002,338.67915000000005,337.9786000000002,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.05, 8.5, 0.95)",430.39934999999986,417.54770000000013,343.51685,338.63824999999986,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.05, 8.5, 0.96)",430.39934999999986,417.54770000000013,343.51685,338.63824999999986,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.05, 8.5, 0.97)",430.39934999999986,417.54770000000013,343.51685,338.63824999999986,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.05, 8.5, 0.98)",430.39934999999986,417.54770000000013,343.51685,338.63824999999986,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.05, 8.5, 0.99)",430.39934999999986,417.54770000000013,343.51685,338.63824999999986,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.05, 9.0, 0.95)",429.86384999999984,417.7430000000003,338.81384999999983,333.97469999999976,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.05, 9.0, 0.96)",429.86384999999984,417.7430000000003,338.81384999999983,333.97469999999976,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.05, 9.0, 0.97)",429.86384999999984,417.7430000000003,338.81384999999983,333.97469999999976,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.05, 9.0, 0.98)",429.86384999999984,417.7430000000003,338.81384999999983,333.97469999999976,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.05, 9.0, 0.99)",429.86384999999984,417.7430000000003,338.81384999999983,333.97469999999976,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.05, 9.5, 0.95)",432.59025,421.79465000000033,333.84380000000016,331.48045,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.05, 9.5, 0.96)",432.59025,421.79465000000033,333.84380000000016,331.48045,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.05, 9.5, 0.97)",432.59025,421.79465000000033,333.84380000000016,331.48045,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.05, 9.5, 0.98)",432.59025,421.79465000000033,333.84380000000016,331.48045,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.05, 9.5, 0.99)",432.59025,421.79465000000033,333.84380000000016,331.48045,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.05, 10.0, 0.95)",436.83500000000015,422.3226499999999,331.4720499999998,331.3730000000002,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.05, 10.0, 0.96)",436.83500000000015,422.3226499999999,331.4720499999998,331.3730000000002,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.05, 10.0, 0.97)",436.83500000000015,422.3226499999999,331.4720499999998,331.3730000000002,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.05, 10.0, 0.98)",436.83500000000015,422.3226499999999,331.4720499999998,331.3730000000002,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.05, 10.0, 0.99)",436.83500000000015,422.3226499999999,331.4720499999998,331.3730000000002,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 1.0, 0.95)",350.5464999999999,278.15594999999985,383.32315000000006,287.9379,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 1.0, 0.96)",350.5464999999999,278.15594999999985,383.32315000000006,287.9379,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 1.0, 0.97)",350.5464999999999,278.15594999999985,383.32315000000006,287.9379,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 1.0, 0.98)",350.5464999999999,278.15594999999985,383.32315000000006,287.9379,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 1.0, 0.99)",350.5464999999999,278.15594999999985,383.32315000000006,287.9379,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 1.5, 0.95)",379.16240000000016,290.10805000000005,397.5475499999999,310.6282500000002,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 1.5, 0.96)",379.16240000000016,290.10805000000005,397.5475499999999,310.6282500000002,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 1.5, 0.97)",379.16240000000016,290.10805000000005,397.5475499999999,310.6282500000002,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 1.5, 0.98)",379.16240000000016,290.10805000000005,397.5475499999999,310.6282500000002,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 1.5, 0.99)",379.16240000000016,290.10805000000005,397.5475499999999,310.6282500000002,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 2.0, 0.95)",398.2048500000001,301.30025000000006,395.0455999999996,334.2683500000001,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 2.0, 0.96)",398.2048500000001,301.30025000000006,395.0455999999996,334.2683500000001,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 2.0, 0.97)",398.2048500000001,301.30025000000006,395.0455999999996,334.2683500000001,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 2.0, 0.98)",398.2048500000001,301.30025000000006,395.0455999999996,334.2683500000001,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 2.0, 0.99)",398.2048500000001,301.30025000000006,395.0455999999996,334.2683500000001,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 2.5, 0.95)",405.5804000000001,311.68225,397.89504999999986,354.7367,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 2.5, 0.96)",405.5804000000001,311.68225,397.89504999999986,354.7367,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 2.5, 0.97)",405.5804000000001,311.68225,397.89504999999986,354.7367,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 2.5, 0.98)",405.5804000000001,311.68225,397.89504999999986,354.7367,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 2.5, 0.99)",405.5804000000001,311.68225,397.89504999999986,354.7367,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 3.0, 0.95)",413.7883,321.66710000000023,384.53185000000013,363.1932500000001,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 3.0, 0.96)",413.7883,321.66710000000023,384.53185000000013,363.1932500000001,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 3.0, 0.97)",413.7883,321.66710000000023,384.53185000000013,363.1932500000001,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 3.0, 0.98)",413.7883,321.66710000000023,384.53185000000013,363.1932500000001,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 3.0, 0.99)",413.7883,321.66710000000023,384.53185000000013,363.1932500000001,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 3.5, 0.95)",426.7658000000002,330.4427999999997,389.52530000000024,364.99889999999994,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 3.5, 0.96)",426.7658000000002,330.4427999999997,389.52530000000024,364.99889999999994,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 3.5, 0.97)",426.7658000000002,330.4427999999997,389.52530000000024,364.99889999999994,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 3.5, 0.98)",426.7658000000002,330.4427999999997,389.52530000000024,364.99889999999994,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 3.5, 0.99)",426.7658000000002,330.4427999999997,389.52530000000024,364.99889999999994,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 4.0, 0.95)",423.31270000000006,340.0677499999999,387.03985,370.0935,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 4.0, 0.96)",423.31270000000006,340.0677499999999,387.03985,370.0935,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 4.0, 0.97)",423.31270000000006,340.0677499999999,387.03985,370.0935,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 4.0, 0.98)",423.31270000000006,340.0677499999999,387.03985,370.0935,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 4.0, 0.99)",423.31270000000006,340.0677499999999,387.03985,370.0935,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 4.5, 0.95)",431.9290000000001,347.0715,384.4326999999999,372.6789499999998,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 4.5, 0.96)",431.9290000000001,347.0715,384.4326999999999,372.6789499999998,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 4.5, 0.97)",431.9290000000001,347.0715,384.4326999999999,372.6789499999998,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 4.5, 0.98)",431.9290000000001,347.0715,384.4326999999999,372.6789499999998,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 4.5, 0.99)",431.9290000000001,347.0715,384.4326999999999,372.6789499999998,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 5.0, 0.95)",435.1764999999999,351.6619,382.0353499999997,376.1495499999997,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 5.0, 0.96)",435.1764999999999,351.6619,382.0353499999997,376.1495499999997,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 5.0, 0.97)",435.1764999999999,351.6619,382.0353499999997,376.1495499999997,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 5.0, 0.98)",435.1764999999999,351.6619,382.0353499999997,376.1495499999997,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 5.0, 0.99)",435.1764999999999,351.6619,382.0353499999997,376.1495499999997,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 5.5, 0.95)",437.6215500000001,359.4126499999999,372.6175499999998,367.4154000000001,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 5.5, 0.96)",437.6215500000001,359.4126499999999,372.6175499999998,367.4154000000001,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 5.5, 0.97)",437.6215500000001,359.4126499999999,372.6175499999998,367.4154000000001,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 5.5, 0.98)",437.6215500000001,359.4126499999999,372.6175499999998,367.4154000000001,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 5.5, 0.99)",437.6215500000001,359.4126499999999,372.6175499999998,367.4154000000001,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 6.0, 0.95)",426.76839999999993,367.9327499999999,372.97959999999995,367.60449999999986,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 6.0, 0.96)",426.76839999999993,367.9327499999999,372.97959999999995,367.60449999999986,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 6.0, 0.97)",426.76839999999993,367.9327499999999,372.97959999999995,367.60449999999986,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 6.0, 0.98)",426.76839999999993,367.9327499999999,372.97959999999995,367.60449999999986,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 6.0, 0.99)",426.76839999999993,367.9327499999999,372.97959999999995,367.60449999999986,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 6.5, 0.95)",428.20765000000017,371.0035,363.5594999999997,361.11610000000024,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 6.5, 0.96)",428.20765000000017,371.0035,363.5594999999997,361.11610000000024,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 6.5, 0.97)",428.20765000000017,371.0035,363.5594999999997,361.11610000000024,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 6.5, 0.98)",428.20765000000017,371.0035,363.5594999999997,361.11610000000024,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 6.5, 0.99)",428.20765000000017,371.0035,363.5594999999997,361.11610000000024,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 7.0, 0.95)",434.1703499999999,377.12499999999983,364.1457499999999,360.1597499999998,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 7.0, 0.96)",434.1703499999999,377.12499999999983,364.1457499999999,360.1597499999998,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 7.0, 0.97)",434.1703499999999,377.12499999999983,364.1457499999999,360.1597499999998,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 7.0, 0.98)",434.1703499999999,377.12499999999983,364.1457499999999,360.1597499999998,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 7.0, 0.99)",434.1703499999999,377.12499999999983,364.1457499999999,360.1597499999998,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 7.5, 0.95)",437.1049500000002,382.8994500000001,359.9931500000002,350.6249000000002,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 7.5, 0.96)",437.1049500000002,382.8994500000001,359.9931500000002,350.6249000000002,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 7.5, 0.97)",437.1049500000002,382.8994500000001,359.9931500000002,350.6249000000002,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 7.5, 0.98)",437.1049500000002,382.8994500000001,359.9931500000002,350.6249000000002,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 7.5, 0.99)",437.1049500000002,382.8994500000001,359.9931500000002,350.6249000000002,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 8.0, 0.95)",432.0589499999999,387.10235000000006,364.3113499999999,360.41730000000007,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 8.0, 0.96)",432.0589499999999,387.10235000000006,364.3113499999999,360.41730000000007,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 8.0, 0.97)",432.0589499999999,387.10235000000006,364.3113499999999,360.41730000000007,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 8.0, 0.98)",432.0589499999999,387.10235000000006,364.3113499999999,360.41730000000007,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 8.0, 0.99)",432.0589499999999,387.10235000000006,364.3113499999999,360.41730000000007,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 8.5, 0.95)",425.17425,395.2695000000002,366.01419999999996,353.3196,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 8.5, 0.96)",425.17425,395.2695000000002,366.01419999999996,353.3196,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 8.5, 0.97)",425.17425,395.2695000000002,366.01419999999996,353.3196,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 8.5, 0.98)",425.17425,395.2695000000002,366.01419999999996,353.3196,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 8.5, 0.99)",425.17425,395.2695000000002,366.01419999999996,353.3196,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 9.0, 0.95)",430.9018999999999,397.30760000000004,366.4652,357.84385000000003,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 9.0, 0.96)",430.9018999999999,397.30760000000004,366.4652,357.84385000000003,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 9.0, 0.97)",430.9018999999999,397.30760000000004,366.4652,357.84385000000003,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 9.0, 0.98)",430.9018999999999,397.30760000000004,366.4652,357.84385000000003,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 9.0, 0.99)",430.9018999999999,397.30760000000004,366.4652,357.84385000000003,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 9.5, 0.95)",426.62035000000026,399.6543999999999,356.03540000000015,349.2923500000002,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 9.5, 0.96)",426.62035000000026,399.6543999999999,356.03540000000015,349.2923500000002,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 9.5, 0.97)",426.62035000000026,399.6543999999999,356.03540000000015,349.2923500000002,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 9.5, 0.98)",426.62035000000026,399.6543999999999,356.03540000000015,349.2923500000002,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 9.5, 0.99)",426.62035000000026,399.6543999999999,356.03540000000015,349.2923500000002,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 10.0, 0.95)",424.9809499999999,402.59745000000004,356.3589999999998,349.6592500000001,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 10.0, 0.96)",424.9809499999999,402.59745000000004,356.3589999999998,349.6592500000001,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 10.0, 0.97)",424.9809499999999,402.59745000000004,356.3589999999998,349.6592500000001,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 10.0, 0.98)",424.9809499999999,402.59745000000004,356.3589999999998,349.6592500000001,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.2, 0.1, 10.0, 0.99)",424.9809499999999,402.59745000000004,356.3589999999998,349.6592500000001,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
"(0.25, 0.025, 1.0, 0.95)",411.3804000000002,338.4606000000001,359.5930499999999,381.47425000000004,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0
